"open","high","low","close","volume","will14","ema26","next1"
250.85,280,248,248,66.57,-44.71790988,254.1231706,231.83
248,248,222.28,231.83,36.22,-67.2507823,252.4718246,220
231.83,239.36,220,220,55.19,-78.38811346,250.0665043,216.69
220,239.98,216.69,216.69,13.39,-84.0167364,247.5941706,239.98
216.69,239.98,210.01,239.98,5.1,-65.72268496,247.030158,228
239.98,239.98,223.94,228,5.23,-77.46202842,245.6205167,235.45
228,246.93,228,235.45,18.47,-70.16168545,244.8671451,228.9
235.45,235.45,221.85,228.9,15.17,-76.58010779,243.6843936,217
228.9,228.9,215.25,217,17.34,-88.2410583,241.7077718,221.92
217,225,215,221.92,12.4,-83.41989221,240.2420109,229.66
221.92,231.58,218.44,229.66,1.81,-75.83537482,239.4581583,229.23
229.66,229.66,218.81,229.23,14.25,-76.25673689,238.7005169,220.5
229.23,229.23,215,220.5,16.66,-79.33333333,237.3523305,215.01
220.5,221.92,215,215.01,3.39,-92.8561223,235.697343,207.2
215.01,215.01,205,207.2,5.63,-94.88372093,233.5864287,224
207.2,224,207.2,224,2.52,-54.68638207,232.8763229,232.8
224,240,207,232.8,58.79,-33.69902218,232.8706694,250
