"open","high","low","close","volume","will5","ema12","next1"
505,529.97,482.22,529.95,9.62,-0.066666667,524.8058334,525
529.95,529.95,482.27,525,0.5639,-6.666666667,524.8357052,524.88
525,525,524.88,524.88,0.7,-9.146123616,524.8425198,516.12
524.88,524.88,490.1,516.12,26.86,-29.04981164,523.5005937,516.12
516.12,516.12,516.12,516.12,0,-29.0052356,522.3651177,524.85
516.12,524.85,516.12,524.85,1.31,-10.69630872,522.7474073,495.08
524.85,524.85,495.08,495.08,0.02382,-85.73065903,518.4908831,524.88
495.08,524.88,495.08,524.88,0.5178,0,519.4738242,524.27
524.88,524.88,495.26,524.27,0.4584,-2.046979866,520.2116974,509.98
524.27,524.27,490.5,509.98,5.61,-43.33915067,518.6375901,490.01
509.98,509.98,490.01,490.01,0.09953,-100,514.2333455,524.77
490.01,524.77,490.01,524.77,3.811e-05,-0.315457413,515.8543692,524.77
524.77,524.77,524.77,524.77,0,-0.315457413,517.2260047,475.01
524.77,524.77,475,475.01,3.41,-99.97990757,510.7312348,475.01
475.01,475.01,475.01,475.01,0,-99.97990757,505.2356602,524.77
475.01,524.77,475.01,524.77,0.1769,0,508.2409432,480
524.77,524.77,480,480,1.24,-89.95378742,503.8961827,488.77
480,524.77,465,488.77,41.14,-60.23088506,501.5690777,475
488.77,488.77,465,475,0.5077,-83.26919859,497.4815273,475
475,475,475,475,0.02,-83.26919859,494.0228308,475
475,475,475,475,1.01,-83.26919859,491.0962414,475
475,475,475,475,0,-83.26919859,488.6198966,474.77
475,475,474.77,474.77,0.1492,-58.8977703,486.4891433,490
474.77,490,474.77,490,0.212,0,487.0292751,465.01
490,490,465.01,465.01,3.08,-100,483.6416943,465
465.01,528,465,465,2.76,-100,480.7737413,445
465,465,445,445,5.14,-100,475.2700888,503.18
445,503.18,400,503.18,18.12,-19.390625,479.5639213,375.94
503.18,503.18,375.94,375.94,1.5,-100,463.6217796,385
375.94,466.67,375.94,385,0.1559,-94.0418256,451.5261212,385.01
385,450,385,385.01,1.2,-92.87173845,441.2928718,404.83
385.01,425,295,404.83,24.18,-47.24277068,435.6831992,449.81
404.83,453,404.83,449.81,6.9,-25.63646844,437.8565532,433.15
449.81,449.81,412.34,433.15,4.09,-19.52583445,437.1324681,397
433.15,433.15,397,397,4.51,-35.44303797,430.9582422,397
397,397,397,397,0,-35.44303797,425.7338972,397
397,397,397,397,0,-100,421.3132977,390
397,450,387.63,390,10.78,-96.2000962,416.4958673,370.94
390,394,370.01,370.94,0.7155,-98.83735467,409.4872723,380.02
370.94,393.22,370.12,380.02,6.68,-87.48593574,404.9538458,390
380.02,390,380.02,390,2,-75.00937617,402.6532541,370.11
390,390,370.1,370.11,0.275,-99.87498437,397.6465996,355
370.11,389.98,355,355,20.27,-100,391.0855843,322.11
355,369.63,322.11,322.11,38.11,-100,380.473956,330
322.11,330,273.33,330,18.72,-51.42710208,372.708732,349.85
330,349.85,300,349.85,53.41,-34.41330248,369.192004,335
349.85,349.85,315.06,335,0.12,-47.13244749,363.9316957,359.98
335,359.98,335,359.98,8.1,-10.02076843,363.3237425,370.19
359.98,400,335.16,370.19,30.22,-23.53359122,364.3800898,355.59
370.19,378.99,355.59,355.59,7.78,-44.41,363.0277683,357.18
355.59,379,355.59,357.18,0.4618,-50.41205557,362.1281116,379
357.18,379,352.83,379,16.63,-32.30769231,364.7237868,400
379,400,370.1,400,20.85,0,370.1508965,411.26
400,418.99,395.28,411.26,29.73,-11.68379686,376.475374,400.31
411.26,411.26,385.48,400.31,11.23,-28.23458283,380.1422395,389.14
400.31,400.31,374.61,389.14,16.08,-45.11789601,381.5265103,381.01
389.14,389.14,376.73,381.01,0.05216,-77.68459808,381.4470472,395.79
381.01,395.79,371,395.79,0.9598,-48.34340488,383.6536553,395.79
395.79,395.79,395.79,395.79,0,-38.42523597,385.5207853,391.24
395.79,395.79,391.24,391.24,0.05,-30.94506994,386.4006645,391.58
391.24,391.58,371,391.58,9.92,-16.9826543,387.1974853,388.71
391.58,393.49,371.38,388.71,2.66,-28.55990319,387.4301799,368.64
388.71,388.71,365,368.64,11.95,-88.17797986,384.539383,373.35
368.64,373.69,355,373.35,7.6,-55.0134837,382.8179394,359.51
373.35,373.35,355,359.51,7.81,-88.28267082,379.2321026,362.5
359.51,384.72,359.51,362.5,6.12,-80.51441933,376.657933,364.3
362.5,368.15,362.5,364.3,0.04324,-72.41174726,374.7567125,365.13
364.3,365.13,352.01,365.13,0.5898,-59.88994191,373.2756798,335.07
365.13,365.13,335.01,335.07,8.87,-99.87929994,367.3978829,346.02
335.07,350,335,346.02,7.56,-77.83588093,364.1089779,347.95
346.02,347.95,344.29,347.95,0.03559,-60.93514329,361.6229813,320
347.95,347.95,320,320,5.66,-100,355.2194457,323.94
320,325.19,320,323.94,0.1154,-91.26966541,350.4072233,325
323.94,325.19,323.94,325,4.97,-83.33333333,346.4984197,325
325,330,325,325,16.87,-82.11091234,343.1909705,328.2
325,348.2,325,328.2,9.73,-70.92198582,340.8846674,348
328.2,349.17,328.2,348,0.04009,-4.010970175,341.9793339,347.08
348,348,333,347.08,6.6,-8.28378914,342.7640518,350
347.08,350,330.16,350,4.81,0,343.8772746,350
350,350,338.66,350,19.36,0,344.8192323,355
350,370,350,355,3.57,-35.88516746,346.3855043,371.7
355,372.63,355,371.7,5.42,-2.189781022,350.2800421,423.48
371.7,430.36,371.7,423.48,219.46,-6.866267465,361.5415741,415
423.48,450,380,415,65.88,-31.4352434,369.7659473,395
415,417.77,395,395,23.16,-55,373.6481092,379.99
395,395,378.97,379.99,10.68,-73.69473684,374.6237847,380
379.99,395,379.56,380,1.56,-89.39974457,375.4508948,400
380,414.26,376,400,25.27,-67.56756757,379.2276802,375.02
400,400,370.39,375.02,13.23,-90.22794428,378.5803448,390
375.02,392.96,375.02,390,0.9256,-55.29974926,380.3372148,354.38
390,390,354.33,354.38,67.07,-99.91656933,376.3437972,360
354.38,360,342.66,360,1.64,-75.78212291,373.8293668,370
360,370,360,370,4.05,-52.31949773,373.2402335,370
370,370,360,370,4.76,-45.64612326,372.741736,372
370,385,370,372,11.24,-38.02281369,372.6276228,376
372,390,372,376,10.13,-29.57329954,373.14645,372.87
376,389.94,366.42,372.87,19.24,-57.1,373.1039193,376.9
372.87,385.69,365.01,376.9,2.38,-43.66666667,373.6879317,387
376.9,387,360.52,387,23.27,-10.17639077,375.7359422,379.09
387,387,379.09,379.09,4.2,-37.00814111,376.2519511,386.32
379.09,386.32,379.09,386.32,0.001595,-12.30455472,377.8008817,374.03
386.32,386.74,370.13,374.03,4.18,-48.98036254,377.220746,386.15
374.03,386.15,372.91,386.15,3.81,-3.209969789,378.5944774,380
386.15,386.15,371.46,380,23.49,-41.49377593,378.8107117,379.75
380,380,364.72,379.75,3.76,-31.74386921,378.9552176,375.19
379.75,380,375.19,375.19,4.68,-52.45231608,378.3759533,374
375.19,394.59,367,374,34.17,-68.93203883,377.7027297,373.07
374,389.98,370.43,373.07,0.3818,-72.04553063,376.9900021,362.58
373.07,376.06,360.29,362.58,4.53,-93.32361516,374.7730787,345.49
362.58,376,342.46,345.49,6.64,-94.1876079,370.2679897,345.56
345.49,357.5,345.49,345.56,0.1607,-94.05332822,366.4667605,372.12
345.56,372.12,342.5,372.12,0.7364,-37.58417508,367.3364896,360
372.12,372.12,346.77,360,0.9118,-47.79761905,366.2077989,352
360,360,350,352,33.15,-71.55635063,364.0219837,350
352,358.98,350,350,0.6043,-74.67927076,361.8647554,343.07
350,358.98,342.04,343.07,22.78,-96.57579787,358.9732546,330.09
342.04,358.92,330.09,330.09,4.45,-100,354.529677,329.99
330.09,355.33,315.02,329.99,30.11,-66.71854157,350.7543421,320
329.99,332.17,310,320,5.86,-79.58350347,346.0229048,349.98
320,368.12,310.03,349.98,23.07,-31.21128699,346.6316887,348.99
349.98,349.98,348.99,348.99,1.87,-32.91465933,346.9945058,325.01
348.99,348.99,319.67,325.01,39.87,-74.17412251,343.6122742,327.06
325.01,327.06,325.01,327.06,1.08,-70.64693737,341.0657704,338.75
327.06,342.08,327.06,338.75,0.5716,-50.55947667,340.7094981,320.38
338.75,338.75,320.38,320.38,4.11,-97.65753877,337.581883,320.38
320.38,320.38,320.38,320.38,0,-97.57844475,334.9354394,320.48
320.38,320.48,320.38,320.48,0.01,-99.53917051,332.7115257,313.37
320.48,320.48,313.37,313.37,3.74,-100,329.7359063,313.01
313.37,320.04,313.01,313.01,1.9,-100,327.16269,314.76
313.01,325,313.01,314.76,29.97,-85.40450375,325.2545838,313
314.76,338.95,313,313,4.55,-100,323.3692632,319.14
313,319.14,313,319.14,9.61,-76.33911368,322.7186074,325
319.14,325,314.03,325,0.435,-53.75722543,323.0695908,315.3
325,325,313.18,315.3,8.92,-91.13680154,321.8742692,295
315.3,319.93,295,295,52.48,-100,317.7397662,265.87
295,297.48,265.87,265.87,25.49,-100,309.7598022,277.4
265.87,280,252.32,277.4,61.92,-65.49257017,304.7813711,281.15
277.4,293.66,260,281.15,8.48,-60.33296643,301.1457755,300
281.15,300,269,300,7.71,-29.47788789,300.9695024,283.53
300,300,283.53,283.53,8.34,-34.54278523,298.286502,283.5
283.53,295.72,283,283.5,3.5,-34.6057047,296.0116555,277.78
283.5,300,274.73,277.78,53.89,-55.55,293.2067855,265
277.78,277.78,265,265,1.77,-100,288.86728,265.06
265,300,263.02,265.06,59.03,-94.4835046,285.2046215,216
265.06,268,215.09,216,200.71,-98.928277,274.5577567,175
216,230.99,175,175,204.92,-100,259.2411787,219
175,236.47,175,219,133.32,-64.8,253.0502282,213.36
219,219,195.2,213.36,44.71,-69.312,246.9440392,200
213.36,213.36,196,200,9.22,-73.11827957,239.7218793,219.98
200,220,199.5,219.98,31.12,-26.82609403,236.6846671,211.01
219.98,219.98,206,211.01,7.54,-41.41857817,232.7347183,219.82
211.01,219.84,208.4,219.82,5.22,-0.725806452,230.7478386,224.49
219.82,225.91,206.1,224.49,47.35,-4.747576062,229.7850942,227.02
224.49,241.02,224.49,227.02,26.41,-33.71868979,229.3596951,228.04
227.02,231.24,222.68,228.04,10.24,-37.06453455,229.1566651,250.87
228.04,251.36,228.02,250.87,108.7,-1.082633672,232.4971781,257.06
250.87,257.06,241.28,257.06,46.71,0,236.2760738,270
257.06,307.05,250.04,270,86.66,-43.91371341,241.4643701,250.85
270,270,205,250.85,59.44,-55.07104361,242.9083132,248
250.85,280,248,248,66.57,-57.86379226,243.6916496,231.83
248,248,222.28,231.83,36.22,-73.70896619,241.8667805,220
231.83,239.36,220,220,55.19,-85.30132288,238.5026604,216.69
220,239.98,216.69,216.69,13.39,-84.41333333,235.1468665,239.98
216.69,239.98,210.01,239.98,5.1,-57.17959709,235.8904255,228
239.98,239.98,223.94,228,5.23,-52.64543301,234.6765139,235.45
228,246.93,228,235.45,18.47,-31.09425785,234.7955117,228.9
235.45,235.45,221.85,228.9,15.17,-48.83531961,233.8885099,217
228.9,228.9,215.25,217,17.34,-81.06717226,231.2902776,221.92
217,225,215,221.92,12.4,-78.32759161,229.8486965,229.66
221.92,231.58,218.44,229.66,1.81,-54.08706546,229.8196662,229.23
229.66,229.66,218.81,229.23,14.25,-30.41564792,229.7289484,220.5
229.23,229.23,215,220.5,16.66,-66.82750302,228.3091101,215.01
220.5,221.92,215,215.01,3.39,-99.93968637,226.2630932,207.2
215.01,215.01,205,207.2,5.63,-91.72310008,223.3303096,224
207.2,224,207.2,224,2.52,-22.95214923,223.4333389,232.8
224,240,207,232.8,58.79,-20.57142857,224.8743637,250
232.8,250,228,250,44.01,0,228.7398462,233.94
250,264.8,228,233.94,48.46,-51.60535117,229.5398699,250.66
233.94,250.66,227.67,250.66,27.26,-24.46366782,232.7891207,249.98
250.66,250.66,230.3,249.98,7.42,-25.64013841,235.4338713,236
