open,high,low,close,volume,will5,will14,ema12,ema26,cny,ltc,next1
228,242.44,227,235.71,25.63,-43.80645161,-25.95565749,232.9055055,234.3376753,6.181888,0.006099,240.51
235.71,243,234.8,240.51,14.68,-15.5625,-9.339834959,234.0754277,234.7948845,6.18551,0.006046,241.74
240.51,243,234.13,241.74,14.44,-7.875,-4.726181545,235.2545927,235.3093375,6.187954,0.005967,239.24
241.74,242.62,236.13,239.24,8.45,-23.5,-14.65315666,235.8677323,235.6004977,6.186933,0.005963,241.86
239.24,243.15,238.8,241.86,35.81,-7.987616099,-6.736292428,236.7896196,236.0641645,6.186016,0.005951,242.99
241.86,242.99,237.55,242.99,32.16,-1.77383592,-0.835509138,237.7435243,236.5771894,6.186976,0.005959,235.09
242.99,244,235.08,235.09,63.85,-90.27355623,-48.66193337,237.3352898,236.4670272,6.186594,0.006109,236.47
235.09,237.99,235,236.47,7.28,-83.66666667,-44.29411765,237.2021683,236.4672474,6.183198,0.006115,238.98
238.51,240.05,237.49,238.98,1.22,-55.77777778,-29.52941176,237.4756808,236.6533772,6.179932,0.006117,237.35
238.98,239.39,235.14,237.35,3.67,-73.88888889,-39.11764706,237.4563453,236.7049789,6.183107,0.00614,235.86
237.35,237.57,235.6,235.86,1.39,-90.44444444,-47.88235294,237.2107537,236.6423879,6.183264,0.006124,233.34
235.86,236.62,231.91,233.34,13.18,-82.43243243,-62.70588235,236.6152532,236.3977666,6.183148,0.006187,232.78
233.34,233.91,231.43,232.78,24.91,-84.3387471,-66,236.0252142,236.1297839,6.181658,0.006243,234.8
232.78,235.06,231.1,234.8,23.32,-55.36791315,-54.11764706,235.8367197,236.0312813,6.184546,0.006223,236.09
234.55,238.18,233.97,236.09,11.64,-29.51977401,-61.31782946,235.8756859,236.0356309,6.183266,0.006277,237.59
236.09,244,233.91,237.59,63.87,-49.68992248,-49.68992248,236.1394265,236.1507693,6.177258,0.007585,237.39
237.59,240.84,237.39,237.39,28.22,-51.24031008,-51.24031008,236.3318225,236.2425642,6.178366,0.007465,240.68
237.39,241.13,237.39,240.68,10.83,-25.73643411,-25.73643411,237.0007729,236.5712631,6.178466,0.007568,235.92
240.68,240.68,234.83,235.92,31.94,-80.07928642,-62.63565891,236.8345001,236.5230214,6.178318,0.007522,236.03
236.19,237.11,235.17,236.03,6.32,-78.98909812,-61.78294574,236.7107309,236.4865013,6.182018,0.007616,235.3
236.03,238,234.77,235.3,8.24,-91.66666667,-67.44186047,236.4936953,236.3986123,6.184094,0.00775,235.83
235.3,237.9,234.03,235.83,1.62,-74.64788732,-63.33333333,236.3915884,236.3564929,6.182338,0.007738,234.91
235.83,235.92,234.91,234.91,8.44,-86.76691729,-70.46511628,236.1636517,236.2493453,6.183896,0.007716,232.81
234.91,235.24,230.55,232.81,13.47,-69.66442953,-83.19702602,235.6477053,235.994579,6.18105,0.007743,227.59
232.81,235.86,227.59,227.59,12.77,-100,-100,234.4080583,235.3720176,6.180976,0.007081,224.23
227.59,232.4,222.03,224.23,33.59,-86.1373661,-89.98634502,232.8422032,234.5466829,6.180976,0.007209,229.5
224.23,229.5,222.29,229.5,4.71,-46.22030238,-65.99908967,232.3280181,234.1728546,6.182216,0.007354,227
229.5,229.5,226,227,23.8,-64.06362979,-77.37824306,231.508323,233.641532,6.179866,0.007481,223.12
227,228.79,223.04,223.12,48.91,-92.11858279,-95.03868912,230.2178118,232.8621593,6.181776,0.007418,225
223.12,228.3,220.34,225,35.25,-61.35986733,-77.58537759,229.4150715,232.2797771,6.183196,0.0077,223.7
225,225.65,223.7,223.7,5.36,-63.31877729,-83.83838384,228.5358297,231.644238,6.184394,0.007784,224.35
223.7,225.33,223.7,224.35,0.3,-56.22270742,-80.28515241,227.8918559,231.1039241,6.184686,0.007768,224.35
224.35,224.35,224.35,224.35,0,-52.5443787,-77.29331823,227.346955,230.6036334,6.185008,0.007804,230.92
226.79,230.92,226.79,230.92,2.41,0,-40.09060023,227.8966542,230.627068,6.187768,0.007862,227.26
230.92,230.92,226.57,227.26,8.95,-50.69252078,-60.59225513,227.7987074,230.3776556,6.18748,0.007657,228.92
227.26,231.59,227.26,228.92,33.69,-33.84030418,-44.92939666,227.971214,230.2696811,6.18689,0.007797,229.44
228.92,233.15,228.86,229.44,62.23,-42.15909091,-41.36597938,228.1971811,230.2082232,6.19073,0.007856,231.04
229.44,231.06,226.14,231.04,25.31,-30.09985735,-31.05670103,228.6345378,230.2698363,6.190068,0.007999,232.15
232,233.29,231.19,232.15,18.23,-15.94405594,-8.803088803,229.1753782,230.4091077,6.189824,0.008538,235.54
232.15,235.54,231.34,235.54,20.07,0,0,230.1545507,230.7891738,6.194442,0.008438,247.14
235.54,251,233.82,247.14,140.78,-15.52695093,-12.58969341,232.7676968,232.0003461,6.190452,0.01132,245.03
247.14,256.38,245.03,245.03,67.31,-37.53306878,-31.49278579,234.654205,232.9655057,6.190734,0.01151,247.5
245.03,252.66,244,247.5,29.81,-35.25208416,-24.63928968,236.6304811,234.0421349,6.191082,0.01244,245.5
247.69,249.63,227,245.5,116.85,-37.03199455,-33.29253366,237.9950225,234.8908656,6.188398,0.01152,243.85
245.5,245.5,241.5,243.85,19.41,-42.6480599,-38.34149327,238.8957883,235.5545052,6.162728,0.01232,241
243.85,244.96,238.05,241,41.9,-52.34853642,-48.01748361,239.2195131,235.9578752,6.162532,0.01231,248.08
241,248.08,241,248.08,39.37,-17.84879189,-27.44708995,240.582665,236.8558104,6.186804,0.01217,243.72
248.08,248.08,243.72,243.72,49.66,-26.11577552,-41.86507937,241.0653319,237.3642688,6.189404,0.01218,241.67
243.72,243.72,240.17,241.67,1.31,-63.90827517,-48.64417989,241.1583578,237.6832119,6.18576,0.01169,242.04
241.67,244,239.53,242.04,16.47,-60.21934197,-47.42063492,241.293995,238.0059369,6.186788,0.01172,242
242.04,244,242,242,1.76,-71.11111111,-47.55291005,241.4026112,238.3017935,6.19047,0.0118,251.93
242,251.93,242,251.93,33.66,0,-15.14635807,243.0222095,239.3112902,6.188466,0.0124,248.5
251.93,260,247.45,248.5,55.48,-56.17977528,-34.84848485,243.8649465,239.9919354,6.188408,0.0124,268.47
248.5,268.5,248.5,268.47,95.24,-0.103555402,-0.072289157,247.6503393,242.1014217,6.210902,0.01464,262.63
268.47,273,258.49,262.63,67.94,-33.4516129,-22.54347826,249.9549025,243.6220571,6.188452,0.01555,258.1
262.63,265.02,255.5,258.1,71.06,-48.06451613,-32.39130435,251.2079944,244.6944973,6.183754,0.01525,254.74
258.1,259.76,253.43,254.74,15.94,-71.46771037,-39.69565217,251.7513799,245.4386086,6.181964,0.01603,254.01
254.74,273,252.88,254.01,19.88,-77.51020408,-54.33476395,252.0988599,246.0735265,6.185244,0.01619,262
254.01,263,254.01,262,17.28,-54.67196819,-31.47353362,253.6221122,247.2532653,6.185996,0.0159,269.62
262,274.68,257.12,269.62,69.67,-23.21100917,-14.39544808,256.0833257,248.9100605,6.185742,0.0176,274.59
269.62,278,268.14,274.59,96.76,-13.57484076,-8.864049909,258.9305064,250.8122782,6.197226,0.01982,265.36
274.59,274.59,265,265.36,29.65,-50.31847134,-32.85677151,259.9196593,251.8898872,6.188226,0.02013,270.01
265.36,276.32,265.36,270.01,35.2,-33.30554398,-20.76943073,261.4720194,253.2321178,6.190102,0.02287,269.67
270.01,275.67,267.39,269.67,34.26,-39.89463602,-23.13888889,262.7332472,254.4497387,6.189352,0.02864,284.54
269.67,297,268.96,284.54,167.87,-38.9375,-22.65454545,266.0881322,256.6786469,6.189694,0.0152,293.6
284.54,298.99,283.06,293.6,71.96,-15.85760518,-10.45789678,270.3207273,259.413562,6.190276,0.01478,308.14
293.6,316.01,291.69,308.14,138.95,-15.53800592,-11.65753222,276.1390769,263.0229278,6.19005,0.01684,290.18
308.14,312.3,269,290.18,337.1,-53.12628548,-40.91557104,278.2992189,265.0345627,6.193508,0.0159,288.75
290.18,295.97,286.79,288.75,36.2,-57.93836344,-43.18073816,279.9070314,266.7912618,6.188248,0.01595,287.5
288.75,293.79,287.5,287.5,9.26,-60.64667092,-45.16077934,281.0751804,268.3252424,6.188448,0.01471,276.74
287.5,292,273.4,276.74,54.21,-83.535418,-62.20497386,280.4082296,268.9485578,6.189792,0.01303,280.38
276.74,281.31,275.52,280.38,4.76,-73.7182448,-57.46774194,280.4038866,269.7953313,6.189864,0.01347,278.01
280.38,281.69,274.92,278.01,14.07,-79.57465662,-64.52708439,280.0355963,270.4038253,6.189938,0.01445,275.54
278.01,279.57,274.32,275.54,0.4725,-89.50465915,-79.33738483,279.3439661,270.7842826,6.189672,0.01336,277.56
275.54,280.4,275.54,277.56,83.54,-77.6344086,-75.37737698,279.0695098,271.2861876,6.187732,0.01417,276.45
277.56,281.41,276.45,276.45,20.68,-71.0990502,-78.10463968,278.6665083,271.6686923,6.189042,0.01371,276.98
276.45,279.38,275.31,276.98,60.14,-63.90773406,-80.27560675,278.4070455,272.0621225,6.183778,0.01383,276.89
276.98,278.4,276.03,276.89,24.71,-63.75176305,-83.1455898,278.1736539,272.419743,6.188352,0.01375,290
276.89,290,276.18,290,41.53,0,-55.32865348,279.9930917,273.7219843,6.188952,0.01608,288.92
290,291.81,286.67,288.92,27.57,-17.51515152,-57.62603701,281.3664622,274.8477632,6.187982,0.01611,291.28
288.92,293.85,287.83,291.28,8.72,-13.86192017,-48.54503464,282.8916219,276.0649659,6.187982,0.01592,296.1
291.28,296.1,286.55,296.1,11.07,0,0,284.9236801,277.5490425,6.187642,0.01594,293.56
296.1,296.8,287,293.56,57.37,-15.7129001,-13.84615385,286.2523447,278.7350394,6.188652,0.01732,291.61
293.56,293.56,280,291.61,29.31,-30.89285714,-22.17948718,287.0765993,279.6887402,6.188202,0.01665,288.96
291.61,291.61,280,288.96,30.74,-46.66666667,-34.87544484,287.3663533,280.3755002,6.188082,0.01603,293.48
288.96,293.48,280,293.48,41.34,-19.76190476,-14.76868327,288.3069143,281.3462039,6.188232,0.01622,283.27
293.48,293.48,277.12,283.27,63.84,-68.75,-60.18683274,287.5320044,281.4887073,6.209574,0.01499,283.84
283.27,289.89,277.91,283.84,0.8988,-59.12408759,-60.30711959,286.9640037,281.6628771,6.209592,0.0149,283.87
283.84,285.51,280.57,283.87,18.34,-58.7408313,-60.16751978,286.4880032,281.8263677,6.20966,0.01504,287.68
283.87,287.68,280.53,287.68,21.61,-35.45232274,-42.43834342,286.6713873,282.2599701,6.20988,0.01538,284.83
287.68,287.77,281.02,284.83,30.98,-52.87286064,-57.63119884,286.3880969,282.4503427,6.20966,0.0154,278.67
284.83,286.96,278.6,278.67,19.72,-93.65609349,-87.9243453,285.2006974,282.1703173,6.210314,0.01454,281.04
278.67,290,274.15,281.04,62.78,-56.52996845,-69.58057395,284.5605901,282.0865901,6.209462,0.01498,263.83
281.04,283.78,263.83,263.83,20.31,-100,-100,281.3712686,280.7342501,6.208812,0.01489,269.77
263.83,269.77,258,269.77,23.82,-63.21875,-69.66494845,279.586458,279.9220834,6.20881,0.01483,266.85
269.77,273.88,262.49,266.85,19.33,-72.34375,-77.19072165,277.6270029,278.9537809,6.20863,0.01498,270
266.85,270,260,270,99.5,-62.5,-66.25421822,276.4536179,278.2905379,6.20942,0.01526,270
270,270,265.49,270,61.28,-53.4522886,-66.17812852,275.4607536,277.676424,6.302642,0.01515,264.03
270,270,261.64,264.03,138.89,-62.02770781,-83.00450958,273.7021761,276.6655778,6.374764,0.01472,268.33
264.03,270,262.01,268.33,368.75,-39.98559078,-70.88500564,272.8756875,276.0481276,6.39959,0.01518,265.55
268.33,269.22,265.22,265.55,164.32,-44.5,-76.40625,271.7486586,275.2704885,6.39416,0.01504,260.35
265.55,270,257.01,260.35,263.6,-74.28791378,-89.87571992,269.9950188,274.1652671,6.392256,0.01536,258.64
260.35,263.12,257.57,258.64,88.91,-87.45188607,-95.05910882,268.2480929,273.0152473,6.39115,0.01544,247.99
258.64,259.93,247.99,247.99,480.9,-100,-100,265.1314632,271.1615253,6.39399,0.0155,230.12
247.99,247.99,188.11,230.12,422.39,-48.69947491,-58.76926097,259.7450842,268.1214123,6.39512,0.01534,236.87
230.12,238.71,228.91,236.87,527.39,-40.45671022,-52.14446953,256.2258405,265.8064929,6.395182,0.01536,234.39
236.87,238.71,232.62,234.39,137.94,-38.30155979,-51.62537891,252.8664804,263.4793453,6.392668,0.01535,231.99
234.39,235.32,223.1,231.99,171.18,-38.90281259,-48.83992072,249.6547142,261.1468012,6.387586,0.01528,228.13
231.99,232.38,226.07,228.13,52.24,-33.16633267,-53.34032879,246.3432197,258.7011122,6.387612,0.01499,212.48
228.13,228.13,209.79,212.48,288.68,-90.69847856,-70.24056661,241.1334936,255.2773261,6.38754,0.01419,224.7
212.48,235.99,204.01,224.7,535.65,-40.37463977,-55.31810966,238.6052638,253.012339,6.40243,0.01346,227.87
224.7,243.38,223.11,227.87,153.24,-39.39547879,-51.44706313,236.9536848,251.1499435,6.412044,0.01311,226.01
227.87,233,225.31,226.01,176.15,-44.11988824,-53.71840274,235.270041,249.2877255,6.41117,0.01284,233.15
226.01,237.98,222.57,233.15,263.59,-25.98425197,-44.99938942,234.9438808,248.0923384,6.40755,0.01255,229
233.15,234.97,228.95,229,99.35,-36.52527305,-50.06716327,234.0294376,246.6780911,6.39324,0.01258,228.5
229,233.1,226.68,228.5,61.66,-71.50408457,-46.15384615,233.1787549,245.3315658,6.389898,0.01242,230.92
228.5,233.51,226,230.92,98.64,-45.81440623,-40.39264829,232.8312541,244.2640424,6.38912,0.01236,229.24
230.92,231.12,226.87,229.24,100.04,-56.71641791,-31.31262525,232.2787535,243.1511504,6.37921,0.01242,226.82
229.24,232.99,226.82,226.82,191.81,-90.85841695,-42.06248412,231.4389453,241.9414356,6.367582,0.01228,226.94
226.82,231.13,226.17,226.94,292.34,-87.48335553,-41.75768352,230.7467999,240.8302181,6.358118,0.01157,231.01
226.94,231.79,226.55,231.01,151.63,-33.28894807,-31.41986284,230.7872922,240.1027946,6.356556,0.01179,236.32
231.01,237,230.25,236.32,173.97,-6.278855032,-17.93243586,231.638478,239.8225875,6.356416,0.01244,241.99
236.32,243.38,236.32,241.99,112.16,-8.076699593,-3.530607061,233.2310198,239.9831366,6.356416,0.01283,241.07
241.99,242.78,239.13,241.07,148.82,-13.42242882,-5.867411735,234.4370168,240.063645,6.35609,0.01275,243.27
241.07,246.51,240.35,243.27,253.52,-16.23246493,-13.53383459,235.7959373,240.3011528,6.36362,0.01253,239.03
243.27,244.97,238.18,239.03,194.48,-46.00246002,-31.24477861,236.2934854,240.2069933,6.366966,0.01231,238.16
239.03,240.46,236.99,238.16,43.19,-81.94308145,-34.87886383,236.5806415,240.0553642,6.375252,0.01233,239.43
238.16,241.65,238.16,239.43,69.18,-74.3697479,-34.51974647,237.0190043,240.0090409,6.37716,0.01227,236.21
239.43,242.12,233.67,236.21,111.08,-80.21806854,-50.21940517,236.8945421,239.7276305,6.375392,0.01208,232.43
236.21,237.45,228.68,232.43,88.56,-76.97974217,-68.6494393,236.2076895,239.1870653,6.374416,0.01218,230.65
232.43,232.64,226.32,230.65,468.96,-72.59493671,-77.97443461,235.3526603,238.5546901,6.37494,0.01232,229.12
230.65,232.32,228.6,229.12,122.06,-82.27848101,-85.49655851,234.3937895,237.8558241,6.37025,0.01223,229.08
229.12,232.2,226.91,229.08,65.86,-82.53164557,-85.69321534,233.5762834,237.2057631,6.369714,0.01225,233.37
229.08,236,227.88,233.37,43.24,-36.65768194,-65.08172363,233.5445475,236.9216325,6.371226,0.01254,232.83
233.37,235.5,231.92,232.83,62.93,-32.74793388,-67.75631501,233.4346171,236.6185486,6.366792,0.01275,232.01
232.83,233.29,230,232.01,70.59,-43.89438944,-71.81773155,233.2154453,236.2771746,6.364378,0.01237,230.17
232.01,232.01,230.17,230.17,1.97,-64.13641364,-80.93115404,232.7469152,235.8247913,6.36392,0.01232,227.17
230.17,231.49,226.95,227.17,32.07,-97.56906077,-95.78999505,231.8889283,235.1836957,6.36558,0.01229,228.6
227.17,233.86,223.1,228.6,155.16,-55.64516129,-74.8513946,231.3829393,234.6960145,6.36859,0.01233,230.24
228.6,231.08,228.23,230.24,101.29,-33.64312268,-62.46056782,231.2071025,234.3659394,6.37422,0.01243,231.78
230.24,235,229.71,231.78,41.49,-27.05882353,-54.36382755,231.2952406,234.1743883,6.38175,0.01245,236
231.78,237.2,231.78,236,142.01,-8.510638298,-32.17665615,232.0190497,234.3096188,6.384078,0.01242,233.49
236,236,233.46,233.49,52.56,-26.31205674,-27.59581882,232.2453498,234.2489063,6.376232,0.01221,230.62
233.49,235,230.62,230.62,29.87,-73.35562988,-46.66666667,231.9952959,233.9800984,6.374838,0.01225,239.42
230.62,239.97,230.62,239.42,120.69,-5.360623782,-3.260225252,233.1375581,234.3830541,6.37438,0.01276,238.02
239.42,240,235,238.02,95.55,-21.108742,-11.71597633,233.888703,234.6524575,6.37029,0.01266,236
238.02,238.02,235,236,40.02,-42.64392324,-23.66863905,234.2135179,234.7522755,6.36486,0.01273,237.8
236,238,234.59,237.8,37.17,-23.45415778,-13.01775148,234.7652844,234.9780328,6.358596,0.01268,236.98
237.8,239.86,236.46,236.98,71,-32.19616205,-17.86982249,235.1060099,235.1263267,6.356352,0.01256,238.8
236.98,238.8,236.43,238.8,18.77,-22.18114603,-7.100591716,235.6743161,235.3984506,6.35595,0.01267,238.97
238.8,239.95,237.6,238.97,12.85,-18.28358209,-6.094674556,236.1813444,235.6630099,6.35595,0.01256,240
238.97,240.44,237.16,240,81.09,-7.521367521,-2.537485582,236.7688298,235.9842684,6.35591,0.01253,244.53
240,248.39,239.45,244.53,90.91,-32.27424749,-19.1468254,237.962856,236.6172855,6.35698,0.01275,243.69
244.53,247.2,234.55,243.69,131.5,-33.95953757,-25.16059957,238.8439551,237.1411903,6.35624,0.01256,242.7
243.69,244.73,233,242.7,113,-36.97205978,-32.02025886,239.4371928,237.552954,6.3561,0.01254,244.76
242.7,244.87,241.95,244.76,86.38,-23.58674464,-20.42768711,240.2560862,238.0868093,6.35391,0.01272,245.64
244.76,245.64,241.75,245.64,30.59,-17.86874594,-15.47552054,241.0843806,238.6463049,6.347134,0.01267,245.11
245.7,247.12,245.06,245.11,43.18,-14.71830986,-18.45807541,241.7037067,239.1250971,6.34586,0.01275,245.93
245.11,247.11,244,245.93,27.4,-8.42776204,-15.98440546,242.3539057,239.629164,6.34587,0.01279,249
245.93,249.51,244.01,249,106.55,-6.572164948,-3.089036947,243.3763817,240.3233,6.32686,0.01273,253.64
249,253.66,241,253.64,113.09,-0.157977883,-0.096805421,244.9553999,241.3097222,6.337762,0.0124,253.73
253.64,255,251.86,253.73,103.35,-9.071428571,-5.772727273,246.3053384,242.2297428,6.34488,0.01216,258
253.73,268.51,253,258,274.76,-38.20428935,-29.59729654,248.1045171,243.39791,6.347346,0.01179,268.54
258,271,258,268.54,94.7,-8.2,-6.473684211,251.2484375,245.260287,6.350474,0.01131,257
268.54,270,252,257,56.32,-46.66666667,-36.84210526,252.1332933,246.1298954,6.35211,0.01149,264.06
257,265.73,251,264.06,32.4,-34.7,-18.26315789,253.9681713,247.4580513,6.35203,0.01151,270
264.06,270,264,270,114.12,-5,-2.631578947,256.4346064,249.1278253,6.35846,0.01141,266.59
270,270.74,264.57,266.59,208.93,-22.05,-11.60526316,257.9969747,250.4213197,6.350918,0.01153,274.2
266.59,278,263.73,274.2,70.23,-14.07407407,-10.27027027,260.4897478,252.1827034,6.34897,0.01132,276.16
274.2,279.31,270,276.16,100.13,-11.12681031,-8.222396241,262.9005558,253.9587995,6.355548,0.01122,283.38
276.16,283.38,276.16,283.38,75.76,0,0,266.0512396,256.1381476,6.35034,0.01099,289.37
283.38,294.48,283.38,289.37,115.46,-16.61788618,-9.554973822,269.6387412,258.5997663,6.34923,0.01068,285.21
289.37,289.37,280.64,285.21,64.43,-30.14634146,-17.33358265,272.0343194,260.5708948,6.35231,0.0109,292.51
285.21,296.31,285.21,292.51,254.57,-14.4431775,-6.870367022,275.1844241,262.9367544,6.352642,0.01049,290.16
292.51,305,290,290.16,141.9,-51.45631068,-27.48148148,277.4883589,264.9532911,6.357854,0.01018,313.04
290.16,317.84,290.16,313.04,125.82,-12.90322581,-7.181328546,282.9578421,268.5152696,6.356698,0.01238,325
313.04,333,311.77,325,330.76,-15.27883881,-9.756097561,289.4258664,272.6993237,6.32603,0.01217,306.13
325,331,306.13,306.13,56.65,-56.22515171,-32.76829268,291.9957331,275.1756701,6.32529,0.01163,307.44
306.13,320,304.69,307.44,54.31,-59.44186047,-31.17073171,294.3717742,277.5656204,6.3176,0.01175,358.17
307.44,360,307.44,358.17,193.56,-2.620274914,-1.900903708,304.1868859,283.5363152,6.33446,0.01141,398.01
358.17,418.97,307.23,398.01,386.28,-18.34091705,-13.50167483,318.6212111,292.0158474,6.338026,0.01126,391.93
398.01,489.99,368.49,391.93,416.24,-52.91958985,-43.33952091,329.8994863,299.4168958,6.33593,0.009992,380
391.93,438.72,341,380,193.96,-59.35779817,-49.99772717,337.6072577,305.3860146,6.34315,0.009918,362.06
380,390,346.34,362.06,96.24,-69.99890567,-59.82790067,341.369218,309.5840876,6.352326,0.009398,383.89
362.06,389.81,362.06,383.89,53.7,-58.05427884,-50.68067829,347.9108768,315.0882292,6.35226,0.009225,357
383.89,385,352,357,76.41,-89.26102423,-63.52519704,349.3092034,318.1928049,6.35212,0.009171,371.69
357,378.66,350,371.69,52.39,-68.59394187,-57.76931341,352.7524029,322.15556,6.3608,0.008901,337.83
371.69,379,327.93,337.83,123.53,-84.05026583,-76.08380419,350.4566486,323.3166297,6.360416,0.009202,309.3
337.83,341,300,309.3,140.81,-89.6448057,-90.42185858,344.1248565,322.2783608,6.366944,0.009647,330.95
309.3,341,301.56,330.95,178.07,-63.58823529,-83.70966893,342.0979555,322.9207045,6.368842,0.00977,336.95
330.95,340.18,326.5,336.95,121.27,-53.2278481,-80.55160798,341.3059624,323.9599115,6.372932,0.009617,329.74
336.95,339.47,326.03,329.74,51.79,-62.35443038,-84.34654455,339.5265835,324.3880662,6.37325,0.009606,315
329.74,333.74,315,315,73.53,-63.41463415,-92.10484762,335.753263,323.6926539,6.37321,0.009618,321.91
315,330,315,321.91,83.01,-48.40263692,-88.4678141,333.6235302,323.5606055,6.37248,0.009658,330
321.91,336.89,321.91,330,86.16,-40.42891183,-84.20969525,333.066064,324.0375977,6.37638,0.009607,326.5
330,334.75,326,326.5,60.88,-53.00367797,-80.89677047,332.0559003,324.2199978,6.38342,0.009531,326.26
326.5,332.71,323.07,326.26,46.11,-48.56098675,-70.82222222,331.1642234,324.3711091,6.383346,0.009623,317.21
326.26,326.26,310,317.21,78.94,-73.18705839,-80.83732324,329.0174198,323.8406566,6.384618,0.00968,321.48
317.21,324.37,317.21,321.48,4.55,-57.30754927,-74.72941176,327.8578167,323.6657931,6.385532,0.009662,322.85
321.48,325,319.03,322.85,36.68,-48.08080808,-71.07594937,327.0873834,323.605364,6.38577,0.00968,322.68
320,323.5,319,322.68,68.89,-44.16556583,-71.29113924,326.4093244,323.5368185,6.38777,0.009668,320.42
322.68,325,316.01,320.42,344.3,-35.91635916,-50.19512195,325.4878899,323.3059431,6.390386,0.009737,329.69
320.42,330,317.57,329.69,180.61,-2.215868477,-28.67647059,326.1343684,323.7788362,6.389584,0.01008,356.2
329.69,370,329.69,356.2,133.6,-25.56028894,-23,330.7598501,326.1804039,6.389276,0.01022,360.59
356.2,364,350.53,360.59,86.19,-17.42915355,-15.68333333,335.349104,328.7292629,6.39366,0.009967,356.5
360.59,360.59,350.28,356.5,54.91,-25.00463049,-22.5,338.603088,330.7863545,6.394042,0.009826,370.39
356.5,373.77,353.03,370.39,87.7,-6.014234875,-5.300297946,343.4933821,333.7199579,6.39421,0.0099,378.5
370.39,380.68,370.39,378.5,79.73,-4.275348107,-3.084323713,348.8790157,337.036998,6.39534,0.009535,361.58
378.5,378.5,355,361.58,442.02,-62.82894737,-27.02320317,350.8330132,338.8549982,6.39785,0.009498,362.02
361.58,362.41,349.2,362.02,220.97,-59.27573062,-26.40067912,352.5540881,340.5709242,6.399034,0.00935,361.3
362.02,370,356.99,361.3,1152,-61.56289708,-27.41935484,353.899613,342.1064113,6.400336,0.009325,364.93
361.3,365.08,357.48,364.93,50.81,-50.0317662,-24.35441472,355.5965956,343.7970475,6.39914,0.00928,389.64
364.93,390.58,363.93,389.64,205.27,-2.271628806,-1.260560547,360.8340425,347.1928218,6.400502,0.009082,392.39
389.64,404.21,386.01,392.39,167.32,-21.48700236,-13.40136054,365.6888052,350.5407609,6.40082,0.008826,395.3
392.39,398,384.07,395.3,244.4,-18.86912325,-10.10204082,370.2443736,353.8562601,6.40558,0.009187,400
395.3,400,388.52,400,230.13,-9.009201798,-4.859187442,374.8221623,357.2743149,6.414974,0.00882,416.33
400,420,400,416.33,295.14,-6.545389691,-4.063780312,381.2079835,361.6488101,6.42596,0.008782,417.3
416.33,420,410.01,417.3,231.12,-7.514611745,-3.813559322,386.7606014,365.7711205,6.43599,0.008766,443.12
417.3,445,416,443.12,462.82,-3.08550796,-1.962421712,395.4312781,371.5006671,6.447395,0.008481,431
443.12,464,407.14,431,239.52,-43.72019078,-28.7456446,400.9033892,375.9080251,6.442686,0.008256,432
431,438,418.37,432,39.9,-50,-27.87456446,405.6874831,380.0629862,6.452359,0.008208,440.19
432,445,426.21,440.19,300.24,-41.87478016,-20.74041812,410.9955627,384.5168391,6.454231,0.008088,460.49
440.19,464,430.01,460.49,187.03,-6.17305663,-3.057491289,418.6100915,390.1444806,6.458699,0.008189,453.65
460.49,464.98,441,453.65,185.26,-19.58852006,-10.4917122,424.0008466,394.8485932,6.470792,0.008068,451.03
453.65,459.15,445,451.03,67.71,-29.92919974,-12.97674419,428.1591779,399.0101789,6.480859,0.008197,464.97
451.03,467.69,451.03,464.97,92.7,-6.557377049,-2.621434079,433.8223813,403.8960915,6.481875,0.008077,458.01
464.97,464.97,455,458.01,52.99,-25.69002123,-11.57617795,437.5435534,407.9045292,6.482088,0.008017,441.22
458.01,460.49,436,441.22,166.61,-83.52792679,-31.65510643,438.1091606,410.3723418,6.482395,0.007951,441.75
441.22,446.96,426.7,441.75,193.74,-63.28372774,-32.76493621,438.6692897,412.6966128,6.481345,0.007831,437.69
441.75,444.25,434.29,437.69,40.92,-73.18858258,-44.31969272,438.5186298,414.5479748,6.479563,0.007788,444.83
437.69,445.99,435.47,444.83,65.77,-52.62607787,-37.75392238,439.4896098,416.7910878,6.476202,0.008026,452.71
444.83,458,443.99,452.71,60.26,-23.02456348,-24.73988439,441.523516,419.451748,6.47692,0.007985,457.84
452.71,457.95,451.12,457.84,4.07,-0.511182109,-16.26754748,444.0337443,422.2953222,6.471257,0.007942,417.47
457.84,457.84,409,417.47,216.29,-82.71428571,-85.5682399,439.9470144,421.9378909,6.468487,0.008267,426.04
417.47,429.72,409.41,426.04,26.46,-65.2244898,-70.96609303,437.8074737,422.2417509,6.46809,0.008289,418.78
426.04,429.36,418.78,418.78,108.99,-80.04081633,-83.33617311,434.8801701,421.9853249,6.468671,0.008221,430.95
418.78,432.5,418.78,430.95,148.55,-55.15832482,-62.60010223,434.2755285,422.6493749,6.485139,0.008113,424.31
430.95,435,420,424.31,48.79,-68.65274365,-73.91378429,432.7423703,422.7723841,6.490175,0.0081,431.31
424.31,431.31,416.61,431.31,80.65,-14.41969519,-61.98670983,432.5220056,423.4048001,6.49133,0.008101,431.51
431.31,434.97,430.74,431.51,14.32,-18.97770527,-59.78202609,432.3663125,424.0051853,6.501201,0.00816,433.07
431.51,434.99,430.32,433.07,25.38,-10.49483415,-53.25305885,432.4745721,424.6766531,6.504246,0.00808,427.63
