"open","high","low","close","volume","will5","ema12","ema26","next1"
350,358.98,342.04,343.07,22.78,-96.57579787,358.9732546,365.3030773,330.09
342.04,358.92,330.09,330.09,4.45,-100,354.529677,362.6947012,329.99
330.09,355.33,315.02,329.99,30.11,-66.71854157,350.7543421,360.2721308,320
329.99,332.17,310,320,5.86,-79.58350347,346.0229048,357.28901,349.98
320,368.12,310.03,349.98,23.07,-31.21128699,346.6316887,356.7476018,348.99
349.98,349.98,348.99,348.99,1.87,-32.91465933,346.9945058,356.1729647,325.01
348.99,348.99,319.67,325.01,39.87,-74.17412251,343.6122742,353.8645969,327.06
325.01,327.06,325.01,327.06,1.08,-70.64693737,341.0657704,351.8790712,338.75
327.06,342.08,327.06,338.75,0.5716,-50.55947667,340.7094981,350.9065474,320.38
338.75,338.75,320.38,320.38,4.11,-97.65753877,337.581883,348.6453217,320.38
320.38,320.38,320.38,320.38,0,-97.57844475,334.9354394,346.5515941,320.48
320.38,320.48,320.38,320.48,0.01,-99.53917051,332.7115257,344.620365,313.37
320.48,320.48,313.37,313.37,3.74,-100,329.7359063,342.3055231,313.01
313.37,320.04,313.01,313.01,1.9,-100,327.16269,340.1354844,314.76
313.01,325,313.01,314.76,29.97,-85.40450375,325.2545838,338.2558188,313
314.76,338.95,313,313,4.55,-100,323.3692632,336.3850175,319.14
313,319.14,313,319.14,9.61,-76.33911368,322.7186074,335.1076088,325
319.14,325,314.03,325,0.435,-53.75722543,323.0695908,334.358897,315.3
325,325,313.18,315.3,8.92,-91.13680154,321.8742692,332.9471268,295
315.3,319.93,295,295,52.48,-100,317.7397662,330.1362286,265.87
295,297.48,265.87,265.87,25.49,-100,309.7598022,325.3757672,277.4
265.87,280,252.32,277.4,61.92,-65.49257017,304.7813711,321.8220067,281.15
277.4,293.66,260,281.15,8.48,-60.33296643,301.1457755,318.8092654,300
281.15,300,269,300,7.71,-29.47788789,300.9695024,317.4159865,283.53
300,300,283.53,283.53,8.34,-34.54278523,298.286502,314.9059134,283.5
283.53,295.72,283,283.5,3.5,-34.6057047,296.0116555,312.5795495,277.78
283.5,300,274.73,277.78,53.89,-55.55,293.2067855,310.0018051,265
277.78,277.78,265,265,1.77,-100,288.86728,306.668338,265.06
265,300,263.02,265.06,59.03,-94.4835046,285.2046215,303.5862389,216
265.06,268,215.09,216,200.71,-98.928277,274.5577567,297.0983694,175
216,230.99,175,175,204.92,-100,259.2411787,288.0540457,219
175,236.47,175,219,133.32,-64.8,253.0502282,282.9389312,213.36
219,219,195.2,213.36,44.71,-69.312,246.9440392,277.7849363,200
213.36,213.36,196,200,9.22,-73.11827957,239.7218793,272.0230892,219.98
200,220,199.5,219.98,31.12,-26.82609403,236.6846671,268.1680455,211.01
219.98,219.98,206,211.01,7.54,-41.41857817,232.7347183,263.9341162,219.82
211.01,219.84,208.4,219.82,5.22,-0.725806452,230.7478386,260.6664039,224.49
219.82,225.91,206.1,224.49,47.35,-4.747576062,229.7850942,257.9866703,227.02
224.49,241.02,224.49,227.02,26.41,-33.71868979,229.3596951,255.6928429,228.04
227.02,231.24,222.68,228.04,10.24,-37.06453455,229.1566651,253.6444841,250.87
228.04,251.36,228.02,250.87,108.7,-1.082633672,232.4971781,253.4389668,257.06
250.87,257.06,241.28,257.06,46.71,0,236.2760738,253.7071915,270
257.06,307.05,250.04,270,86.66,-43.91371341,241.4643701,254.9140662,250.85
270,270,205,250.85,59.44,-55.07104361,242.9083132,254.6130242,248
250.85,280,248,248,66.57,-57.86379226,243.6916496,254.1231706,231.83
248,248,222.28,231.83,36.22,-73.70896619,241.8667805,252.4718246,220
231.83,239.36,220,220,55.19,-85.30132288,238.5026604,250.0665043,216.69
220,239.98,216.69,216.69,13.39,-84.41333333,235.1468665,247.5941706,239.98
216.69,239.98,210.01,239.98,5.1,-57.17959709,235.8904255,247.030158,228
239.98,239.98,223.94,228,5.23,-52.64543301,234.6765139,245.6205167,235.45
228,246.93,228,235.45,18.47,-31.09425785,234.7955117,244.8671451,228.9
235.45,235.45,221.85,228.9,15.17,-48.83531961,233.8885099,243.6843936,217
228.9,228.9,215.25,217,17.34,-81.06717226,231.2902776,241.7077718,221.92
217,225,215,221.92,12.4,-78.32759161,229.8486965,240.2420109,229.66
221.92,231.58,218.44,229.66,1.81,-54.08706546,229.8196662,239.4581583,229.23
229.66,229.66,218.81,229.23,14.25,-30.41564792,229.7289484,238.7005169,220.5
229.23,229.23,215,220.5,16.66,-66.82750302,228.3091101,237.3523305,215.01
220.5,221.92,215,215.01,3.39,-99.93968637,226.2630932,235.697343,207.2
215.01,215.01,205,207.2,5.63,-91.72310008,223.3303096,233.5864287,224
207.2,224,207.2,224,2.52,-22.95214923,223.4333389,232.8763229,232.8
224,240,207,232.8,58.79,-20.57142857,224.8743637,232.8706694,250
232.8,250,228,250,44.01,0,228.7398462,234.1395087,233.94
250,264.8,228,233.94,48.46,-51.60535117,229.5398699,234.1247303,250.66
233.94,250.66,227.67,250.66,27.26,-24.46366782,232.7891207,235.349565,249.98
250.66,250.66,230.3,249.98,7.42,-25.64013841,235.4338713,236.433301,236
249.98,249.98,230.3,236,14.94,-77.56531107,235.520968,236.4012046,240.1
236,244.06,236,240.1,6.17,-66.5230272,236.2254345,236.6751894,241.03
240.1,248.5,240.1,241.03,40.23,-41.88777729,236.9645984,236.997768,240.12
241.03,244.09,240.09,240.12,0.2377,-51.76817289,237.4500448,237.2290444,235
240.12,247.44,235,235,21.4,-76.11788618,237.0731148,237.06393,236.12
235,239.9,234.08,236.12,28.05,-85.85298197,236.9264818,236.9940093,238
236.12,238,236.12,238,0.88,-72.81553398,237.0916384,237.0685271,237.02
238,240.18,237.02,237.02,6.48,-77.99401198,237.0806171,237.0649325,239.64
237.02,239.64,235,239.64,22.71,-58.38323353,237.4743684,237.2556783,256
239.64,259.42,238,256,122.77,-13.4964483,240.3244655,238.6441465,250.13
256,256,244,250.13,43.61,-38.04258804,241.8330093,239.4949505,250.36
250.13,261.5,240.01,250.36,24.21,-42.03773585,243.144854,240.299769,271.37
250.36,280,249.89,271.37,53.78,-19.17777778,247.4871842,242.6012676,277
271.37,280.09,264.69,277,24.73,-7.341411262,252.0276174,245.1493218,269.4
277,285.73,267.32,269.4,36.32,-35.71741032,254.7002916,246.9456684,274.49
269.4,278.61,265.17,274.49,16.6,-24.58442695,257.7448621,248.9859892,260
274.49,275.46,260,260,10.93,-71.79129464,258.0918064,249.8018419,269.93
260,270,260,269.93,0.1874,-61.40691799,259.913067,251.2928166,270.08
269.93,280,269.93,270.08,3.76,-60.82394092,261.4772105,252.6844598,297
270.08,297.51,270.08,297,18.78,-1.35963743,266.9422551,255.9670924,295
297,300,287.21,295,26.6,-12.5,271.2588312,258.8584189,295.68
295,299.94,289,295.68,37.08,-10.8,275.0159341,261.5859434,290.28
295.68,296.94,289.37,290.28,10.73,-32.32457599,277.3642519,263.7114291,285
290.28,293,272,285,77.95,-50.13368984,278.5389824,265.2883603,282.33
285,288.63,272.64,282.33,54.76,-63.10714286,279.1222159,266.5507039,288
282.33,288,281.51,288,0.1454,-42.73443092,280.4880288,268.1395407,294.44
288,294.44,288,294.44,32.99,-10.02405774,282.6344859,270.0877229,284
294.44,294.96,284,284,17.76,-47.73519164,282.844565,271.1182619,257.48
284,288.2,250,257.48,37.81,-83.36298932,278.9423242,270.1080203,255
257.48,280.87,253.45,255,6.26,-88.87900356,275.2588897,268.9889077,261.65
255,271,255,261.65,1.21,-74.08807829,273.1652144,268.4452849,259.68
261.65,272.49,259.68,259.68,0.1201,-78.46975089,271.090566,267.7960045,271.34
259.68,271.34,258.06,271.34,18.18,-44.13612565,271.1289405,268.0585227,266.58
271.34,272,263,266.58,9.08,-52.11524435,270.4291035,267.9490025,255.33
266.58,266.58,245,255.33,28.13,-62.42269916,268.1061645,267.0142616,250.98
255.33,255.33,237.69,250.98,10.57,-61.81034483,265.47137,265.8265385,251.9
250.98,269,250.05,251.9,14.12,-58.58350335,263.3834669,264.794943,252
251.9,252,242.88,252,0.6849,-58.29204314,261.6321643,263.8471695,252.5
252,255.7,247.81,252.5,2.12,-52.69881827,260.2272159,263.0066384,243.59
252.5,252.5,240.44,243.59,4.38,-81.15618013,257.6676443,261.5683689,269
243.59,269,240.19,269,4.65,0,259.4110836,262.1188601,244.42
269,269,244.42,244.42,1.03,-85.31759806,257.104763,260.8078334,242.98
244.42,249.24,241.06,242.98,17.81,-90.31586255,254.9317226,259.4872532,251.2
242.98,255.93,240,251.2,16.16,-61.37931034,254.3576114,258.8733826,252.9
251.2,256,249.37,252.9,6.6,-55.51724138,254.1333635,258.4309098,249.56
252.9,255,249.52,249.56,9.16,-67.03448276,253.4297691,257.7738054,259.99
249.56,259.99,249.56,259.99,1.45,0,254.4390354,257.9379679,254.38
259.99,262.42,253.01,254.38,8.99,-35.86083854,254.429953,257.6744147,248.84
254.42,256.88,246.51,248.84,25.79,-85.35512256,253.5699603,257.0200136,249.46
248.84,258.24,244.39,249.46,13.77,-71.88019967,252.9376587,256.4600126,249.27
249.46,249.46,239.96,249.27,7.55,-58.54853072,252.3734035,255.9274191,242.5
249.27,249.27,232.85,242.5,37.67,-67.36557322,250.8544183,254.9327955,232.58
242.5,242.5,230.76,232.58,23.62,-93.37700146,248.0429694,253.2770328,240
232.58,240,232.58,240,18.94,-66.37554585,246.8055895,252.2935489,227.94
240,254.38,223.54,227.94,21.32,-85.73281453,243.9031911,250.4895823,221.98
227.94,231.85,216.5,221.98,41.27,-85.53326294,240.5303925,248.3777614,220.11
221.98,224,219.66,220.11,12.48,-90.46990496,237.3887936,246.2838532,233.6
220.11,234.7,220.11,233.6,9.11,-54.85744456,236.8059023,245.3443085,223.01
233.6,233.6,223.01,223.01,2.31,-82.81414995,234.6834558,243.6899153,222.02
223.01,227.49,222,222.02,4.91,-69.67032967,232.7352318,242.0847364,226.79
222.02,229,222.02,226.79,10.28,-52.59308511,231.8205808,240.9517929,223.6
226.79,228,223.26,223.6,39.33,-76.07950651,230.555876,239.6664749,234.74
223.6,235.23,223.6,234.74,93.12,-3.703703704,231.1995874,239.3015509,233.27
234.74,238.89,232.09,233.27,41.04,-33.2741267,231.5181124,238.8547693,234.99
233.27,235.69,231,234.99,23.61,-23.11796088,232.052249,238.5684901,230.96
234.99,237.58,227.96,230.96,42.22,-50.73576456,231.8842107,238.0048983,227.49
230.96,232.14,226.03,227.49,5.8,-74.55853499,231.2081783,237.2260169,220.15
227.49,227.49,216.34,220.15,35.01,-83.10421286,229.5069201,235.9611268,228.26
220.15,238.56,217.34,228.26,28.26,-46.35463546,229.3150862,235.3906729,224.84
228.26,233.25,224,224.84,42.78,-61.74617462,228.6266114,234.6091416,226
224.84,232,224,226,24.59,-56.52565257,228.2225173,233.9714274,237.31
226,239.65,225.69,237.31,49.81,-10.03861004,229.6205916,234.2187291,232.1
237.31,238.97,231.7,232.1,30.42,-33.84132676,230.002039,234.0617862,234.15
232.1,239.09,231.21,234.15,31.21,-35.14376997,230.6401869,234.0683205,240.36
234.15,242.5,234.15,240.36,24.95,-11.56756757,232.1355427,234.5343709,236.19
240.36,242.11,236.19,236.19,12.16,-37.53718025,232.7593054,234.6570101,235.59
236.19,239.11,231.42,235.59,14.64,-61.20460585,233.1947969,234.7261204,228
234.88,239.35,228,228,50.49,-100,232.3955974,234.2278893,235.71
228,242.44,227,235.71,25.63,-43.80645161,232.9055055,234.3376753,240.51
235.71,243,234.8,240.51,14.68,-15.5625,234.0754277,234.7948845,241.74
240.51,243,234.13,241.74,14.44,-7.875,235.2545927,235.3093375,239.24
241.74,242.62,236.13,239.24,8.45,-23.5,235.8677323,235.6004977,241.86
239.24,243.15,238.8,241.86,35.81,-7.987616099,236.7896196,236.0641645,242.99
241.86,242.99,237.55,242.99,32.16,-1.77383592,237.7435243,236.5771894,235.09
242.99,244,235.08,235.09,63.85,-90.27355623,237.3352898,236.4670272,236.47
235.09,237.99,235,236.47,7.28,-83.66666667,237.2021683,236.4672474,238.98
238.51,240.05,237.49,238.98,1.22,-55.77777778,237.4756808,236.6533772,237.35
238.98,239.39,235.14,237.35,3.67,-73.88888889,237.4563453,236.7049789,235.86
237.35,237.57,235.6,235.86,1.39,-90.44444444,237.2107537,236.6423879,233.34
235.86,236.62,231.91,233.34,13.18,-82.43243243,236.6152532,236.3977666,232.78
233.34,233.91,231.43,232.78,24.91,-84.3387471,236.0252142,236.1297839,234.8
232.78,235.06,231.1,234.8,23.32,-55.36791315,235.8367197,236.0312813,236.09
234.55,238.18,233.97,236.09,11.64,-29.51977401,235.8756859,236.0356309,237.59
236.09,244,233.91,237.59,63.87,-49.68992248,236.1394265,236.1507693,237.39
237.59,240.84,237.39,237.39,28.22,-51.24031008,236.3318225,236.2425642,240.68
237.39,241.13,237.39,240.68,10.83,-25.73643411,237.0007729,236.5712631,235.92
240.68,240.68,234.83,235.92,31.94,-80.07928642,236.8345001,236.5230214,236.03
236.19,237.11,235.17,236.03,6.32,-78.98909812,236.7107309,236.4865013,235.3
236.03,238,234.77,235.3,8.24,-91.66666667,236.4936953,236.3986123,235.83
235.3,237.9,234.03,235.83,1.62,-74.64788732,236.3915884,236.3564929,234.91
235.83,235.92,234.91,234.91,8.44,-86.76691729,236.1636517,236.2493453,232.81
234.91,235.24,230.55,232.81,13.47,-69.66442953,235.6477053,235.994579,227.59
232.81,235.86,227.59,227.59,12.77,-100,234.4080583,235.3720176,224.23
227.59,232.4,222.03,224.23,33.59,-86.1373661,232.8422032,234.5466829,229.5
224.23,229.5,222.29,229.5,4.71,-46.22030238,232.3280181,234.1728546,227
229.5,229.5,226,227,23.8,-64.06362979,231.508323,233.641532,223.12
227,228.79,223.04,223.12,48.91,-92.11858279,230.2178118,232.8621593,225
223.12,228.3,220.34,225,35.25,-61.35986733,229.4150715,232.2797771,223.7
225,225.65,223.7,223.7,5.36,-63.31877729,228.5358297,231.644238,224.35
223.7,225.33,223.7,224.35,0.3,-56.22270742,227.8918559,231.1039241,224.35
224.35,224.35,224.35,224.35,0,-52.5443787,227.346955,230.6036334,230.92
226.79,230.92,226.79,230.92,2.41,0,227.8966542,230.627068,227.26
230.92,230.92,226.57,227.26,8.95,-50.69252078,227.7987074,230.3776556,228.92
227.26,231.59,227.26,228.92,33.69,-33.84030418,227.971214,230.2696811,229.44
228.92,233.15,228.86,229.44,62.23,-42.15909091,228.1971811,230.2082232,231.04
229.44,231.06,226.14,231.04,25.31,-30.09985735,228.6345378,230.2698363,232.15
232,233.29,231.19,232.15,18.23,-15.94405594,229.1753782,230.4091077,235.54
232.15,235.54,231.34,235.54,20.07,0,230.1545507,230.7891738,247.14
235.54,251,233.82,247.14,140.78,-15.52695093,232.7676968,232.0003461,245.03
247.14,256.38,245.03,245.03,67.31,-37.53306878,234.654205,232.9655057,247.5
245.03,252.66,244,247.5,29.81,-35.25208416,236.6304811,234.0421349,245.5
247.69,249.63,227,245.5,116.85,-37.03199455,237.9950225,234.8908656,243.85
245.5,245.5,241.5,243.85,19.41,-42.6480599,238.8957883,235.5545052,241
243.85,244.96,238.05,241,41.9,-52.34853642,239.2195131,235.9578752,248.08
241,248.08,241,248.08,39.37,-17.84879189,240.582665,236.8558104,243.72
248.08,248.08,243.72,243.72,49.66,-26.11577552,241.0653319,237.3642688,241.67
243.72,243.72,240.17,241.67,1.31,-63.90827517,241.1583578,237.6832119,242.04
241.67,244,239.53,242.04,16.47,-60.21934197,241.293995,238.0059369,242
242.04,244,242,242,1.76,-71.11111111,241.4026112,238.3017935,251.93
242,251.93,242,251.93,33.66,0,243.0222095,239.3112902,248.5
251.93,260,247.45,248.5,55.48,-56.17977528,243.8649465,239.9919354,268.47
248.5,268.5,248.5,268.47,95.24,-0.103555402,247.6503393,242.1014217,262.63
268.47,273,258.49,262.63,67.94,-33.4516129,249.9549025,243.6220571,258.1
262.63,265.02,255.5,258.1,71.06,-48.06451613,251.2079944,244.6944973,254.74
258.1,259.76,253.43,254.74,15.94,-71.46771037,251.7513799,245.4386086,254.01
254.74,273,252.88,254.01,19.88,-77.51020408,252.0988599,246.0735265,262
254.01,263,254.01,262,17.28,-54.67196819,253.6221122,247.2532653,269.62
262,274.68,257.12,269.62,69.67,-23.21100917,256.0833257,248.9100605,274.59
269.62,278,268.14,274.59,96.76,-13.57484076,258.9305064,250.8122782,265.36
274.59,274.59,265,265.36,29.65,-50.31847134,259.9196593,251.8898872,270.01
265.36,276.32,265.36,270.01,35.2,-33.30554398,261.4720194,253.2321178,269.67
270.01,275.67,267.39,269.67,34.26,-39.89463602,262.7332472,254.4497387,284.54
269.67,297,268.96,284.54,167.87,-38.9375,266.0881322,256.6786469,293.6
284.54,298.99,283.06,293.6,71.96,-15.85760518,270.3207273,259.413562,308.14
293.6,316.01,291.69,308.14,138.95,-15.53800592,276.1390769,263.0229278,290.18
308.14,312.3,269,290.18,337.1,-53.12628548,278.2992189,265.0345627,288.75
290.18,295.97,286.79,288.75,36.2,-57.93836344,279.9070314,266.7912618,287.5
288.75,293.79,287.5,287.5,9.26,-60.64667092,281.0751804,268.3252424,276.74
287.5,292,273.4,276.74,54.21,-83.535418,280.4082296,268.9485578,280.38
276.74,281.31,275.52,280.38,4.76,-73.7182448,280.4038866,269.7953313,278.01
280.38,281.69,274.92,278.01,14.07,-79.57465662,280.0355963,270.4038253,275.54
278.01,279.57,274.32,275.54,0.4725,-89.50465915,279.3439661,270.7842826,277.56
275.54,280.4,275.54,277.56,83.54,-77.6344086,279.0695098,271.2861876,276.45
277.56,281.41,276.45,276.45,20.68,-71.0990502,278.6665083,271.6686923,276.98
276.45,279.38,275.31,276.98,60.14,-63.90773406,278.4070455,272.0621225,276.89
276.98,278.4,276.03,276.89,24.71,-63.75176305,278.1736539,272.419743,290
276.89,290,276.18,290,41.53,0,279.9930917,273.7219843,288.92
290,291.81,286.67,288.92,27.57,-17.51515152,281.3664622,274.8477632,291.28
288.92,293.85,287.83,291.28,8.72,-13.86192017,282.8916219,276.0649659,296.1
291.28,296.1,286.55,296.1,11.07,0,284.9236801,277.5490425,293.56
296.1,296.8,287,293.56,57.37,-15.7129001,286.2523447,278.7350394,291.61
293.56,293.56,280,291.61,29.31,-30.89285714,287.0765993,279.6887402,288.96
291.61,291.61,280,288.96,30.74,-46.66666667,287.3663533,280.3755002,293.48
288.96,293.48,280,293.48,41.34,-19.76190476,288.3069143,281.3462039,283.27
293.48,293.48,277.12,283.27,63.84,-68.75,287.5320044,281.4887073,283.84
283.27,289.89,277.91,283.84,0.8988,-59.12408759,286.9640037,281.6628771,283.87
283.84,285.51,280.57,283.87,18.34,-58.7408313,286.4880032,281.8263677,287.68
283.87,287.68,280.53,287.68,21.61,-35.45232274,286.6713873,282.2599701,284.83
287.68,287.77,281.02,284.83,30.98,-52.87286064,286.3880969,282.4503427,278.67
284.83,286.96,278.6,278.67,19.72,-93.65609349,285.2006974,282.1703173,281.04
278.67,290,274.15,281.04,62.78,-56.52996845,284.5605901,282.0865901,263.83
281.04,283.78,263.83,263.83,20.31,-100,281.3712686,280.7342501,269.77
263.83,269.77,258,269.77,23.82,-63.21875,279.586458,279.9220834,266.85
269.77,273.88,262.49,266.85,19.33,-72.34375,277.6270029,278.9537809,270
266.85,270,260,270,99.5,-62.5,276.4536179,278.2905379,270
270,270,265.49,270,61.28,-53.4522886,275.4607536,277.676424,264.03
270,270,261.64,264.03,138.89,-62.02770781,273.7021761,276.6655778,268.33
264.03,270,262.01,268.33,368.75,-39.98559078,272.8756875,276.0481276,265.55
268.33,269.22,265.22,265.55,164.32,-44.5,271.7486586,275.2704885,260.35
265.55,270,257.01,260.35,263.6,-74.28791378,269.9950188,274.1652671,258.64
260.35,263.12,257.57,258.64,88.91,-87.45188607,268.2480929,273.0152473,247.99
258.64,259.93,247.99,247.99,480.9,-100,265.1314632,271.1615253,230.12
247.99,247.99,188.11,230.12,422.39,-48.69947491,259.7450842,268.1214123,236.87
230.12,238.71,228.91,236.87,527.39,-40.45671022,256.2258405,265.8064929,234.39
236.87,238.71,232.62,234.39,137.94,-38.30155979,252.8664804,263.4793453,231.99
234.39,235.32,223.1,231.99,171.18,-38.90281259,249.6547142,261.1468012,228.13
231.99,232.38,226.07,228.13,52.24,-33.16633267,246.3432197,258.7011122,212.48
228.13,228.13,209.79,212.48,288.68,-90.69847856,241.1334936,255.2773261,224.7
212.48,235.99,204.01,224.7,535.65,-40.37463977,238.6052638,253.012339,227.87
224.7,243.38,223.11,227.87,153.24,-39.39547879,236.9536848,251.1499435,226.01
227.87,233,225.31,226.01,176.15,-44.11988824,235.270041,249.2877255,233.15
226.01,237.98,222.57,233.15,263.59,-25.98425197,234.9438808,248.0923384,229
233.15,234.97,228.95,229,99.35,-36.52527305,234.0294376,246.6780911,228.5
229,233.1,226.68,228.5,61.66,-71.50408457,233.1787549,245.3315658,230.92
228.5,233.51,226,230.92,98.64,-45.81440623,232.8312541,244.2640424,229.24
230.92,231.12,226.87,229.24,100.04,-56.71641791,232.2787535,243.1511504,226.82
229.24,232.99,226.82,226.82,191.81,-90.85841695,231.4389453,241.9414356,226.94
226.82,231.13,226.17,226.94,292.34,-87.48335553,230.7467999,240.8302181,231.01
226.94,231.79,226.55,231.01,151.63,-33.28894807,230.7872922,240.1027946,236.32
231.01,237,230.25,236.32,173.97,-6.278855032,231.638478,239.8225875,241.99
236.32,243.38,236.32,241.99,112.16,-8.076699593,233.2310198,239.9831366,241.07
241.99,242.78,239.13,241.07,148.82,-13.42242882,234.4370168,240.063645,243.27
241.07,246.51,240.35,243.27,253.52,-16.23246493,235.7959373,240.3011528,239.03
243.27,244.97,238.18,239.03,194.48,-46.00246002,236.2934854,240.2069933,238.16
239.03,240.46,236.99,238.16,43.19,-81.94308145,236.5806415,240.0553642,239.43
238.16,241.65,238.16,239.43,69.18,-74.3697479,237.0190043,240.0090409,236.21
239.43,242.12,233.67,236.21,111.08,-80.21806854,236.8945421,239.7276305,232.43
236.21,237.45,228.68,232.43,88.56,-76.97974217,236.2076895,239.1870653,230.65
232.43,232.64,226.32,230.65,468.96,-72.59493671,235.3526603,238.5546901,229.12
230.65,232.32,228.6,229.12,122.06,-82.27848101,234.3937895,237.8558241,229.08
229.12,232.2,226.91,229.08,65.86,-82.53164557,233.5762834,237.2057631,233.37
229.08,236,227.88,233.37,43.24,-36.65768194,233.5445475,236.9216325,232.83
233.37,235.5,231.92,232.83,62.93,-32.74793388,233.4346171,236.6185486,232.01
232.83,233.29,230,232.01,70.59,-43.89438944,233.2154453,236.2771746,230.17
232.01,232.01,230.17,230.17,1.97,-64.13641364,232.7469152,235.8247913,227.17
230.17,231.49,226.95,227.17,32.07,-97.56906077,231.8889283,235.1836957,228.6
227.17,233.86,223.1,228.6,155.16,-55.64516129,231.3829393,234.6960145,230.24
228.6,231.08,228.23,230.24,101.29,-33.64312268,231.2071025,234.3659394,231.78
230.24,235,229.71,231.78,41.49,-27.05882353,231.2952406,234.1743883,236
231.78,237.2,231.78,236,142.01,-8.510638298,232.0190497,234.3096188,233.49
236,236,233.46,233.49,52.56,-26.31205674,232.2453498,234.2489063,230.62
233.49,235,230.62,230.62,29.87,-73.35562988,231.9952959,233.9800984,239.42
230.62,239.97,230.62,239.42,120.69,-5.360623782,233.1375581,234.3830541,238.02
239.42,240,235,238.02,95.55,-21.108742,233.888703,234.6524575,236
238.02,238.02,235,236,40.02,-42.64392324,234.2135179,234.7522755,237.8
236,238,234.59,237.8,37.17,-23.45415778,234.7652844,234.9780328,236.98
237.8,239.86,236.46,236.98,71,-32.19616205,235.1060099,235.1263267,238.8
236.98,238.8,236.43,238.8,18.77,-22.18114603,235.6743161,235.3984506,238.97
238.8,239.95,237.6,238.97,12.85,-18.28358209,236.1813444,235.6630099,240
238.97,240.44,237.16,240,81.09,-7.521367521,236.7688298,235.9842684,244.53
240,248.39,239.45,244.53,90.91,-32.27424749,237.962856,236.6172855,243.69
244.53,247.2,234.55,243.69,131.5,-33.95953757,238.8439551,237.1411903,242.7
243.69,244.73,233,242.7,113,-36.97205978,239.4371928,237.552954,244.76
242.7,244.87,241.95,244.76,86.38,-23.58674464,240.2560862,238.0868093,245.64
244.76,245.64,241.75,245.64,30.59,-17.86874594,241.0843806,238.6463049,245.11
245.7,247.12,245.06,245.11,43.18,-14.71830986,241.7037067,239.1250971,245.93
245.11,247.11,244,245.93,27.4,-8.42776204,242.3539057,239.629164,249
245.93,249.51,244.01,249,106.55,-6.572164948,243.3763817,240.3233,253.64
249,253.66,241,253.64,113.09,-0.157977883,244.9553999,241.3097222,253.73
253.64,255,251.86,253.73,103.35,-9.071428571,246.3053384,242.2297428,258
253.73,268.51,253,258,274.76,-38.20428935,248.1045171,243.39791,268.54
258,271,258,268.54,94.7,-8.2,251.2484375,245.260287,257
268.54,270,252,257,56.32,-46.66666667,252.1332933,246.1298954,264.06
257,265.73,251,264.06,32.4,-34.7,253.9681713,247.4580513,270
264.06,270,264,270,114.12,-5,256.4346064,249.1278253,266.59
270,270.74,264.57,266.59,208.93,-22.05,257.9969747,250.4213197,274.2
266.59,278,263.73,274.2,70.23,-14.07407407,260.4897478,252.1827034,276.16
274.2,279.31,270,276.16,100.13,-11.12681031,262.9005558,253.9587995,283.38
276.16,283.38,276.16,283.38,75.76,0,266.0512396,256.1381476,289.37
283.38,294.48,283.38,289.37,115.46,-16.61788618,269.6387412,258.5997663,285.21
289.37,289.37,280.64,285.21,64.43,-30.14634146,272.0343194,260.5708948,292.51
285.21,296.31,285.21,292.51,254.57,-14.4431775,275.1844241,262.9367544,290.16
292.51,305,290,290.16,141.9,-51.45631068,277.4883589,264.9532911,313.04
290.16,317.84,290.16,313.04,125.82,-12.90322581,282.9578421,268.5152696,325
313.04,333,311.77,325,330.76,-15.27883881,289.4258664,272.6993237,306.13
325,331,306.13,306.13,56.65,-56.22515171,291.9957331,275.1756701,307.44
306.13,320,304.69,307.44,54.31,-59.44186047,294.3717742,277.5656204,358.17
307.44,360,307.44,358.17,193.56,-2.620274914,304.1868859,283.5363152,398.01
358.17,418.97,307.23,398.01,386.28,-18.34091705,318.6212111,292.0158474,391.93
398.01,489.99,368.49,391.93,416.24,-52.91958985,329.8994863,299.4168958,380
391.93,438.72,341,380,193.96,-59.35779817,337.6072577,305.3860146,362.06
380,390,346.34,362.06,96.24,-69.99890567,341.369218,309.5840876,383.89
362.06,389.81,362.06,383.89,53.7,-58.05427884,347.9108768,315.0882292,357
383.89,385,352,357,76.41,-89.26102423,349.3092034,318.1928049,371.69
357,378.66,350,371.69,52.39,-68.59394187,352.7524029,322.15556,337.83
371.69,379,327.93,337.83,123.53,-84.05026583,350.4566486,323.3166297,309.3
337.83,341,300,309.3,140.81,-89.6448057,344.1248565,322.2783608,330.95
309.3,341,301.56,330.95,178.07,-63.58823529,342.0979555,322.9207045,336.95
330.95,340.18,326.5,336.95,121.27,-53.2278481,341.3059624,323.9599115,329.74
336.95,339.47,326.03,329.74,51.79,-62.35443038,339.5265835,324.3880662,315
329.74,333.74,315,315,73.53,-63.41463415,335.753263,323.6926539,321.91
315,330,315,321.91,83.01,-48.40263692,333.6235302,323.5606055,330
321.91,336.89,321.91,330,86.16,-40.42891183,333.066064,324.0375977,326.5
330,334.75,326,326.5,60.88,-53.00367797,332.0559003,324.2199978,326.26
326.5,332.71,323.07,326.26,46.11,-48.56098675,331.1642234,324.3711091,317.21
326.26,326.26,310,317.21,78.94,-73.18705839,329.0174198,323.8406566,321.48
317.21,324.37,317.21,321.48,4.55,-57.30754927,327.8578167,323.6657931,322.85
321.48,325,319.03,322.85,36.68,-48.08080808,327.0873834,323.605364,322.68
320,323.5,319,322.68,68.89,-44.16556583,326.4093244,323.5368185,320.42
322.68,325,316.01,320.42,344.3,-35.91635916,325.4878899,323.3059431,329.69
