"open","high","low","close","volume","ema26","cny","next1"
260,270,260,269.93,0.1874,251.2928166,6.24162,270.08
269.93,280,269.93,270.08,3.76,252.6844598,6.242398,297
270.08,297.51,270.08,297,18.78,255.9670924,6.242458,295
297,300,287.21,295,26.6,258.8584189,6.24172,295.68
295,299.94,289,295.68,37.08,261.5859434,6.242622,290.28
295.68,296.94,289.37,290.28,10.73,263.7114291,6.241802,285
290.28,293,272,285,77.95,265.2883603,6.238828,282.33
285,288.63,272.64,282.33,54.76,266.5507039,6.238026,288
282.33,288,281.51,288,0.1454,268.1395407,6.238878,294.44
288,294.44,288,294.44,32.99,270.0877229,6.242318,284
294.44,294.96,284,284,17.76,271.1182619,6.231002,257.48
284,288.2,250,257.48,37.81,270.1080203,6.212376,255
257.48,280.87,253.45,255,6.26,268.9889077,6.182772,261.65
255,271,255,261.65,1.21,268.4452849,6.191134,259.68
261.65,272.49,259.68,259.68,0.1201,267.7960045,6.191622,271.34
259.68,271.34,258.06,271.34,18.18,268.0585227,6.191178,266.58
271.34,272,263,266.58,9.08,267.9490025,6.197228,255.33
266.58,266.58,245,255.33,28.13,267.0142616,6.190508,250.98
255.33,255.33,237.69,250.98,10.57,265.8265385,6.194106,251.9
250.98,269,250.05,251.9,14.12,264.794943,6.192328,252
251.9,252,242.88,252,0.6849,263.8471695,6.195346,252.5
252,255.7,247.81,252.5,2.12,263.0066384,6.195082,243.59
252.5,252.5,240.44,243.59,4.38,261.5683689,6.19499,269
243.59,269,240.19,269,4.65,262.1188601,6.19499,244.42
269,269,244.42,244.42,1.03,260.8078334,6.19165,242.98
244.42,249.24,241.06,242.98,17.81,259.4872532,6.183712,251.2
242.98,255.93,240,251.2,16.16,258.8733826,6.181772,252.9
251.2,256,249.37,252.9,6.6,258.4309098,6.182224,249.56
252.9,255,249.52,249.56,9.16,257.7738054,6.159464,259.99
249.56,259.99,249.56,259.99,1.45,257.9379679,6.158774,254.38
259.99,262.42,253.01,254.38,8.99,257.6744147,6.157342,248.84
254.42,256.88,246.51,248.84,25.79,257.0200136,6.167532,249.46
248.84,258.24,244.39,249.46,13.77,256.4600126,6.179114,249.27
249.46,249.46,239.96,249.27,7.55,255.9274191,6.185014,242.5
249.27,249.27,232.85,242.5,37.67,254.9327955,6.18733,232.58
242.5,242.5,230.76,232.58,23.62,253.2770328,6.18926,240
232.58,240,232.58,240,18.94,252.2935489,6.18962,227.94
240,254.38,223.54,227.94,21.32,250.4895823,6.188662,221.98
227.94,231.85,216.5,221.98,41.27,248.3777614,6.19238,220.11
221.98,224,219.66,220.11,12.48,246.2838532,6.19238,233.6
220.11,234.7,220.11,233.6,9.11,245.3443085,6.187326,223.01
233.6,233.6,223.01,223.01,2.31,243.6899153,6.19238,222.02
223.01,227.49,222,222.02,4.91,242.0847364,6.17822,226.79
222.02,229,222.02,226.79,10.28,240.9517929,6.17781,223.6
226.79,228,223.26,223.6,39.33,239.6664749,6.178008,234.74
223.6,235.23,223.6,234.74,93.12,239.3015509,6.181348,233.27
234.74,238.89,232.09,233.27,41.04,238.8547693,6.182038,234.99
233.27,235.69,231,234.99,23.61,238.5684901,6.178244,230.96
234.99,237.58,227.96,230.96,42.22,238.0048983,6.180546,227.49
230.96,232.14,226.03,227.49,5.8,237.2260169,6.177072,220.15
227.49,227.49,216.34,220.15,35.01,235.9611268,6.177204,228.26
220.15,238.56,217.34,228.26,28.26,235.3906729,6.176464,224.84
228.26,233.25,224,224.84,42.78,234.6091416,6.196754,226
224.84,232,224,226,24.59,233.9714274,6.185512,237.31
226,239.65,225.69,237.31,49.81,234.2187291,6.180966,232.1
237.31,238.97,231.7,232.1,30.42,234.0617862,6.1821,234.15
232.1,239.09,231.21,234.15,31.21,234.0683205,6.185554,240.36
234.15,242.5,234.15,240.36,24.95,234.5343709,6.186074,236.19
240.36,242.11,236.19,236.19,12.16,234.6570101,6.187106,235.59
236.19,239.11,231.42,235.59,14.64,234.7261204,6.188196,228
234.88,239.35,228,228,50.49,234.2278893,6.185728,235.71
228,242.44,227,235.71,25.63,234.3376753,6.181888,240.51
235.71,243,234.8,240.51,14.68,234.7948845,6.18551,241.74
240.51,243,234.13,241.74,14.44,235.3093375,6.187954,239.24
241.74,242.62,236.13,239.24,8.45,235.6004977,6.186933,241.86
239.24,243.15,238.8,241.86,35.81,236.0641645,6.186016,242.99
241.86,242.99,237.55,242.99,32.16,236.5771894,6.186976,235.09
242.99,244,235.08,235.09,63.85,236.4670272,6.186594,236.47
235.09,237.99,235,236.47,7.28,236.4672474,6.183198,238.98
238.51,240.05,237.49,238.98,1.22,236.6533772,6.179932,237.35
238.98,239.39,235.14,237.35,3.67,236.7049789,6.183107,235.86
237.35,237.57,235.6,235.86,1.39,236.6423879,6.183264,233.34
235.86,236.62,231.91,233.34,13.18,236.3977666,6.183148,232.78
233.34,233.91,231.43,232.78,24.91,236.1297839,6.181658,234.8
232.78,235.06,231.1,234.8,23.32,236.0312813,6.184546,236.09
234.55,238.18,233.97,236.09,11.64,236.0356309,6.183266,237.59
236.09,244,233.91,237.59,63.87,236.1507693,6.177258,237.39
237.59,240.84,237.39,237.39,28.22,236.2425642,6.178366,240.68
237.39,241.13,237.39,240.68,10.83,236.5712631,6.178466,235.92
240.68,240.68,234.83,235.92,31.94,236.5230214,6.178318,236.03
236.19,237.11,235.17,236.03,6.32,236.4865013,6.182018,235.3
236.03,238,234.77,235.3,8.24,236.3986123,6.184094,235.83
235.3,237.9,234.03,235.83,1.62,236.3564929,6.182338,234.91
235.83,235.92,234.91,234.91,8.44,236.2493453,6.183896,232.81
234.91,235.24,230.55,232.81,13.47,235.994579,6.18105,227.59
232.81,235.86,227.59,227.59,12.77,235.3720176,6.180976,224.23
227.59,232.4,222.03,224.23,33.59,234.5466829,6.180976,229.5
224.23,229.5,222.29,229.5,4.71,234.1728546,6.182216,227
229.5,229.5,226,227,23.8,233.641532,6.179866,223.12
227,228.79,223.04,223.12,48.91,232.8621593,6.181776,225
223.12,228.3,220.34,225,35.25,232.2797771,6.183196,223.7
225,225.65,223.7,223.7,5.36,231.644238,6.184394,224.35
223.7,225.33,223.7,224.35,0.3,231.1039241,6.184686,224.35
224.35,224.35,224.35,224.35,0,230.6036334,6.185008,230.92
226.79,230.92,226.79,230.92,2.41,230.627068,6.187768,227.26
230.92,230.92,226.57,227.26,8.95,230.3776556,6.18748,228.92
227.26,231.59,227.26,228.92,33.69,230.2696811,6.18689,229.44
228.92,233.15,228.86,229.44,62.23,230.2082232,6.19073,231.04
229.44,231.06,226.14,231.04,25.31,230.2698363,6.190068,232.15
232,233.29,231.19,232.15,18.23,230.4091077,6.189824,235.54
232.15,235.54,231.34,235.54,20.07,230.7891738,6.194442,247.14
235.54,251,233.82,247.14,140.78,232.0003461,6.190452,245.03
247.14,256.38,245.03,245.03,67.31,232.9655057,6.190734,247.5
245.03,252.66,244,247.5,29.81,234.0421349,6.191082,245.5
247.69,249.63,227,245.5,116.85,234.8908656,6.188398,243.85
245.5,245.5,241.5,243.85,19.41,235.5545052,6.162728,241
243.85,244.96,238.05,241,41.9,235.9578752,6.162532,248.08
241,248.08,241,248.08,39.37,236.8558104,6.186804,243.72
248.08,248.08,243.72,243.72,49.66,237.3642688,6.189404,241.67
243.72,243.72,240.17,241.67,1.31,237.6832119,6.18576,242.04
241.67,244,239.53,242.04,16.47,238.0059369,6.186788,242
242.04,244,242,242,1.76,238.3017935,6.19047,251.93
242,251.93,242,251.93,33.66,239.3112902,6.188466,248.5
251.93,260,247.45,248.5,55.48,239.9919354,6.188408,268.47
248.5,268.5,248.5,268.47,95.24,242.1014217,6.210902,262.63
268.47,273,258.49,262.63,67.94,243.6220571,6.188452,258.1
262.63,265.02,255.5,258.1,71.06,244.6944973,6.183754,254.74
258.1,259.76,253.43,254.74,15.94,245.4386086,6.181964,254.01
254.74,273,252.88,254.01,19.88,246.0735265,6.185244,262
254.01,263,254.01,262,17.28,247.2532653,6.185996,269.62
262,274.68,257.12,269.62,69.67,248.9100605,6.185742,274.59
269.62,278,268.14,274.59,96.76,250.8122782,6.197226,265.36
274.59,274.59,265,265.36,29.65,251.8898872,6.188226,270.01
265.36,276.32,265.36,270.01,35.2,253.2321178,6.190102,269.67
270.01,275.67,267.39,269.67,34.26,254.4497387,6.189352,284.54
269.67,297,268.96,284.54,167.87,256.6786469,6.189694,293.6
284.54,298.99,283.06,293.6,71.96,259.413562,6.190276,308.14
293.6,316.01,291.69,308.14,138.95,263.0229278,6.19005,290.18
308.14,312.3,269,290.18,337.1,265.0345627,6.193508,288.75
290.18,295.97,286.79,288.75,36.2,266.7912618,6.188248,287.5
288.75,293.79,287.5,287.5,9.26,268.3252424,6.188448,276.74
287.5,292,273.4,276.74,54.21,268.9485578,6.189792,280.38
276.74,281.31,275.52,280.38,4.76,269.7953313,6.189864,278.01
280.38,281.69,274.92,278.01,14.07,270.4038253,6.189938,275.54
278.01,279.57,274.32,275.54,0.4725,270.7842826,6.189672,277.56
275.54,280.4,275.54,277.56,83.54,271.2861876,6.187732,276.45
277.56,281.41,276.45,276.45,20.68,271.6686923,6.189042,276.98
276.45,279.38,275.31,276.98,60.14,272.0621225,6.183778,276.89
276.98,278.4,276.03,276.89,24.71,272.419743,6.188352,290
276.89,290,276.18,290,41.53,273.7219843,6.188952,288.92
290,291.81,286.67,288.92,27.57,274.8477632,6.187982,291.28
288.92,293.85,287.83,291.28,8.72,276.0649659,6.187982,296.1
291.28,296.1,286.55,296.1,11.07,277.5490425,6.187642,293.56
296.1,296.8,287,293.56,57.37,278.7350394,6.188652,291.61
293.56,293.56,280,291.61,29.31,279.6887402,6.188202,288.96
291.61,291.61,280,288.96,30.74,280.3755002,6.188082,293.48
288.96,293.48,280,293.48,41.34,281.3462039,6.188232,283.27
293.48,293.48,277.12,283.27,63.84,281.4887073,6.209574,283.84
283.27,289.89,277.91,283.84,0.8988,281.6628771,6.209592,283.87
283.84,285.51,280.57,283.87,18.34,281.8263677,6.20966,287.68
283.87,287.68,280.53,287.68,21.61,282.2599701,6.20988,284.83
287.68,287.77,281.02,284.83,30.98,282.4503427,6.20966,278.67
284.83,286.96,278.6,278.67,19.72,282.1703173,6.210314,281.04
278.67,290,274.15,281.04,62.78,282.0865901,6.209462,263.83
281.04,283.78,263.83,263.83,20.31,280.7342501,6.208812,269.77
263.83,269.77,258,269.77,23.82,279.9220834,6.20881,266.85
269.77,273.88,262.49,266.85,19.33,278.9537809,6.20863,270
266.85,270,260,270,99.5,278.2905379,6.20942,270
270,270,265.49,270,61.28,277.676424,6.302642,264.03
270,270,261.64,264.03,138.89,276.6655778,6.374764,268.33
264.03,270,262.01,268.33,368.75,276.0481276,6.39959,265.55
268.33,269.22,265.22,265.55,164.32,275.2704885,6.39416,260.35
265.55,270,257.01,260.35,263.6,274.1652671,6.392256,258.64
260.35,263.12,257.57,258.64,88.91,273.0152473,6.39115,247.99
258.64,259.93,247.99,247.99,480.9,271.1615253,6.39399,230.12
247.99,247.99,188.11,230.12,422.39,268.1214123,6.39512,236.87
230.12,238.71,228.91,236.87,527.39,265.8064929,6.395182,234.39
236.87,238.71,232.62,234.39,137.94,263.4793453,6.392668,231.99
234.39,235.32,223.1,231.99,171.18,261.1468012,6.387586,228.13
231.99,232.38,226.07,228.13,52.24,258.7011122,6.387612,212.48
228.13,228.13,209.79,212.48,288.68,255.2773261,6.38754,224.7
212.48,235.99,204.01,224.7,535.65,253.012339,6.40243,227.87
224.7,243.38,223.11,227.87,153.24,251.1499435,6.412044,226.01
227.87,233,225.31,226.01,176.15,249.2877255,6.41117,233.15
226.01,237.98,222.57,233.15,263.59,248.0923384,6.40755,229
233.15,234.97,228.95,229,99.35,246.6780911,6.39324,228.5
229,233.1,226.68,228.5,61.66,245.3315658,6.389898,230.92
228.5,233.51,226,230.92,98.64,244.2640424,6.38912,229.24
230.92,231.12,226.87,229.24,100.04,243.1511504,6.37921,226.82
229.24,232.99,226.82,226.82,191.81,241.9414356,6.367582,226.94
226.82,231.13,226.17,226.94,292.34,240.8302181,6.358118,231.01
226.94,231.79,226.55,231.01,151.63,240.1027946,6.356556,236.32
231.01,237,230.25,236.32,173.97,239.8225875,6.356416,241.99
236.32,243.38,236.32,241.99,112.16,239.9831366,6.356416,241.07
241.99,242.78,239.13,241.07,148.82,240.063645,6.35609,243.27
241.07,246.51,240.35,243.27,253.52,240.3011528,6.36362,239.03
243.27,244.97,238.18,239.03,194.48,240.2069933,6.366966,238.16
239.03,240.46,236.99,238.16,43.19,240.0553642,6.375252,239.43
238.16,241.65,238.16,239.43,69.18,240.0090409,6.37716,236.21
239.43,242.12,233.67,236.21,111.08,239.7276305,6.375392,232.43
236.21,237.45,228.68,232.43,88.56,239.1870653,6.374416,230.65
232.43,232.64,226.32,230.65,468.96,238.5546901,6.37494,229.12
230.65,232.32,228.6,229.12,122.06,237.8558241,6.37025,229.08
229.12,232.2,226.91,229.08,65.86,237.2057631,6.369714,233.37
229.08,236,227.88,233.37,43.24,236.9216325,6.371226,232.83
233.37,235.5,231.92,232.83,62.93,236.6185486,6.366792,232.01
232.83,233.29,230,232.01,70.59,236.2771746,6.364378,230.17
232.01,232.01,230.17,230.17,1.97,235.8247913,6.36392,227.17
230.17,231.49,226.95,227.17,32.07,235.1836957,6.36558,228.6
227.17,233.86,223.1,228.6,155.16,234.6960145,6.36859,230.24
228.6,231.08,228.23,230.24,101.29,234.3659394,6.37422,231.78
230.24,235,229.71,231.78,41.49,234.1743883,6.38175,236
231.78,237.2,231.78,236,142.01,234.3096188,6.384078,233.49
236,236,233.46,233.49,52.56,234.2489063,6.376232,230.62
233.49,235,230.62,230.62,29.87,233.9800984,6.374838,239.42
230.62,239.97,230.62,239.42,120.69,234.3830541,6.37438,238.02
239.42,240,235,238.02,95.55,234.6524575,6.37029,236
238.02,238.02,235,236,40.02,234.7522755,6.36486,237.8
236,238,234.59,237.8,37.17,234.9780328,6.358596,236.98
237.8,239.86,236.46,236.98,71,235.1263267,6.356352,238.8
236.98,238.8,236.43,238.8,18.77,235.3984506,6.35595,238.97
238.8,239.95,237.6,238.97,12.85,235.6630099,6.35595,240
238.97,240.44,237.16,240,81.09,235.9842684,6.35591,244.53
240,248.39,239.45,244.53,90.91,236.6172855,6.35698,243.69
244.53,247.2,234.55,243.69,131.5,237.1411903,6.35624,242.7
243.69,244.73,233,242.7,113,237.552954,6.3561,244.76
242.7,244.87,241.95,244.76,86.38,238.0868093,6.35391,245.64
244.76,245.64,241.75,245.64,30.59,238.6463049,6.347134,245.11
245.7,247.12,245.06,245.11,43.18,239.1250971,6.34586,245.93
245.11,247.11,244,245.93,27.4,239.629164,6.34587,249
245.93,249.51,244.01,249,106.55,240.3233,6.32686,253.64
249,253.66,241,253.64,113.09,241.3097222,6.337762,253.73
253.64,255,251.86,253.73,103.35,242.2297428,6.34488,258
253.73,268.51,253,258,274.76,243.39791,6.347346,268.54
258,271,258,268.54,94.7,245.260287,6.350474,257
268.54,270,252,257,56.32,246.1298954,6.35211,264.06
257,265.73,251,264.06,32.4,247.4580513,6.35203,270
264.06,270,264,270,114.12,249.1278253,6.35846,266.59
270,270.74,264.57,266.59,208.93,250.4213197,6.350918,274.2
266.59,278,263.73,274.2,70.23,252.1827034,6.34897,276.16
274.2,279.31,270,276.16,100.13,253.9587995,6.355548,283.38
276.16,283.38,276.16,283.38,75.76,256.1381476,6.35034,289.37
283.38,294.48,283.38,289.37,115.46,258.5997663,6.34923,285.21
289.37,289.37,280.64,285.21,64.43,260.5708948,6.35231,292.51
285.21,296.31,285.21,292.51,254.57,262.9367544,6.352642,290.16
292.51,305,290,290.16,141.9,264.9532911,6.357854,313.04
290.16,317.84,290.16,313.04,125.82,268.5152696,6.356698,325
313.04,333,311.77,325,330.76,272.6993237,6.32603,306.13
325,331,306.13,306.13,56.65,275.1756701,6.32529,307.44
306.13,320,304.69,307.44,54.31,277.5656204,6.3176,358.17
307.44,360,307.44,358.17,193.56,283.5363152,6.33446,398.01
358.17,418.97,307.23,398.01,386.28,292.0158474,6.338026,391.93
398.01,489.99,368.49,391.93,416.24,299.4168958,6.33593,380
391.93,438.72,341,380,193.96,305.3860146,6.34315,362.06
380,390,346.34,362.06,96.24,309.5840876,6.352326,383.89
362.06,389.81,362.06,383.89,53.7,315.0882292,6.35226,357
383.89,385,352,357,76.41,318.1928049,6.35212,371.69
357,378.66,350,371.69,52.39,322.15556,6.3608,337.83
371.69,379,327.93,337.83,123.53,323.3166297,6.360416,309.3
337.83,341,300,309.3,140.81,322.2783608,6.366944,330.95
309.3,341,301.56,330.95,178.07,322.9207045,6.368842,336.95
330.95,340.18,326.5,336.95,121.27,323.9599115,6.372932,329.74
336.95,339.47,326.03,329.74,51.79,324.3880662,6.37325,315
329.74,333.74,315,315,73.53,323.6926539,6.37321,321.91
315,330,315,321.91,83.01,323.5606055,6.37248,330
321.91,336.89,321.91,330,86.16,324.0375977,6.37638,326.5
330,334.75,326,326.5,60.88,324.2199978,6.38342,326.26
326.5,332.71,323.07,326.26,46.11,324.3711091,6.383346,317.21
326.26,326.26,310,317.21,78.94,323.8406566,6.384618,321.48
317.21,324.37,317.21,321.48,4.55,323.6657931,6.385532,322.85
321.48,325,319.03,322.85,36.68,323.605364,6.38577,322.68
320,323.5,319,322.68,68.89,323.5368185,6.38777,320.42
322.68,325,316.01,320.42,344.3,323.3059431,6.390386,329.69
320.42,330,317.57,329.69,180.61,323.7788362,6.389584,356.2
329.69,370,329.69,356.2,133.6,326.1804039,6.389276,360.59
356.2,364,350.53,360.59,86.19,328.7292629,6.39366,356.5
360.59,360.59,350.28,356.5,54.91,330.7863545,6.394042,370.39
356.5,373.77,353.03,370.39,87.7,333.7199579,6.39421,378.5
370.39,380.68,370.39,378.5,79.73,337.036998,6.39534,361.58
378.5,378.5,355,361.58,442.02,338.8549982,6.39785,362.02
361.58,362.41,349.2,362.02,220.97,340.5709242,6.399034,361.3
362.02,370,356.99,361.3,1152,342.1064113,6.400336,364.93
361.3,365.08,357.48,364.93,50.81,343.7970475,6.39914,389.64
364.93,390.58,363.93,389.64,205.27,347.1928218,6.400502,392.39
389.64,404.21,386.01,392.39,167.32,350.5407609,6.40082,395.3
392.39,398,384.07,395.3,244.4,353.8562601,6.40558,400
395.3,400,388.52,400,230.13,357.2743149,6.414974,416.33
400,420,400,416.33,295.14,361.6488101,6.42596,417.3
416.33,420,410.01,417.3,231.12,365.7711205,6.43599,443.12
417.3,445,416,443.12,462.82,371.5006671,6.447395,431
443.12,464,407.14,431,239.52,375.9080251,6.442686,432
431,438,418.37,432,39.9,380.0629862,6.452359,440.19
432,445,426.21,440.19,300.24,384.5168391,6.454231,460.49
440.19,464,430.01,460.49,187.03,390.1444806,6.458699,453.65
460.49,464.98,441,453.65,185.26,394.8485932,6.470792,451.03
453.65,459.15,445,451.03,67.71,399.0101789,6.480859,464.97
451.03,467.69,451.03,464.97,92.7,403.8960915,6.481875,458.01
464.97,464.97,455,458.01,52.99,407.9045292,6.482088,441.22
458.01,460.49,436,441.22,166.61,410.3723418,6.482395,441.75
441.22,446.96,426.7,441.75,193.74,412.6966128,6.481345,437.69
441.75,444.25,434.29,437.69,40.92,414.5479748,6.479563,444.83
437.69,445.99,435.47,444.83,65.77,416.7910878,6.476202,452.71
444.83,458,443.99,452.71,60.26,419.451748,6.47692,457.84
452.71,457.95,451.12,457.84,4.07,422.2953222,6.471257,417.47
457.84,457.84,409,417.47,216.29,421.9378909,6.468487,426.04
417.47,429.72,409.41,426.04,26.46,422.2417509,6.46809,418.78
426.04,429.36,418.78,418.78,108.99,421.9853249,6.468671,430.95
418.78,432.5,418.78,430.95,148.55,422.6493749,6.485139,424.31
430.95,435,420,424.31,48.79,422.7723841,6.490175,431.31
424.31,431.31,416.61,431.31,80.65,423.4048001,6.49133,431.51
431.31,434.97,430.74,431.51,14.32,424.0051853,6.501201,433.07
431.51,434.99,430.32,433.07,25.38,424.6766531,6.504246,427.63
433.07,434.99,422.98,427.63,14.39,424.8954195,6.503476,431.08
427.63,433.96,426.56,431.08,51.5,425.3535366,6.527556,431.32
431.08,434.73,429,431.32,33.76,425.7954968,6.521699,429.99
431.32,431.33,427.58,429.99,20.05,426.1062008,6.549517,457.88
429.99,457.88,427.78,457.88,132.76,428.4598155,6.58394,455.22
457.88,460,447.64,455.22,110.94,430.4420514,6.595137,451.38
455.22,459.87,450,451.38,84.78,431.9930106,6.586201,447.38
451.38,451.38,442.05,447.38,41.49,433.1327876,6.58645,450
447.38,454.53,443.81,450,106.93,434.3822107,6.572526,449.81
450,452.23,445.03,449.81,151.13,435.5250099,6.569598,433.98
449.81,455,427.17,433.98,191.65,435.4105647,6.573614,430
433.98,437.15,430,430,42.29,435.0097822,6.586832,374.41
430,430.91,372.66,374.41,590.29,430.5209094,6.585086,388.16
374.41,390.58,351.76,388.16,552.55,427.3830643,6.581094,385
388.16,395,381.6,385,135.81,424.243578,6.580006,390.1
385,391.82,376.58,390.1,246.35,421.7144241,6.57321,381.08
390.1,390.97,379.02,381.08,68.55,418.7044668,6.577124,419.46
381.08,425.13,375.93,419.46,792.43,418.7604322,6.578382,412.31
419.46,425.78,406.05,412.31,730.53,418.2826224,6.580525,382.82
412.31,412.31,375.52,382.82,510.72,415.6557615,6.579636,389.11
382.82,395,381.36,389.11,372.76,413.6894088,6.579332,400.68
389.11,406.71,385.81,400.68,609.63,412.7257489,6.579278,394.01
400.68,401.25,387.17,394.01,462.68,411.3393971,6.57908,395.95
394.01,406.7,390.45,395.95,719.82,410.1994418,6.581381,396
395.95,401.48,393.11,396,200.09,409.1476313,6.578372,379.27
396,398.03,376.97,379.27,316.78,406.9344734,6.576319,379.92
379.27,385.63,365,379.92,606.53,404.9334013,6.575282,378
379.92,383.18,376.12,378,216.06,402.9383345,6.575917,369.84
378,381,369.82,369.84,199.96,400.486606,6.576226,372
369.84,380,366.16,372,533.92,398.3764871,6.58365,373.71
372,376.68,372,373.71,362.3,396.5493399,6.580413,368
373.71,373.71,365.78,368,214.2,394.434574,6.577491,392
368,392,368,392,369.21,394.2542352,6.568021,387.22
392,392,382.48,387.22,492.86,393.7331807,6.574747,375.69
387.22,387.22,367.71,375.69,412.74,392.3966488,6.574047,372.82
375.69,381.23,371.55,372.82,185.05,390.9465267,6.574224,372
372.82,377.78,371.66,372,443.23,389.5430802,6.573669,378.48
372,381.4,371.26,378.48,733.23,388.7235928,6.573752,379.3
378.48,384.76,371.71,379.3,1257.01,388.0255489,6.573897,377.21
379.3,383.95,373.67,377.21,1274.38,387.2243971,6.572268,380.3
377.21,383.49,375.76,380.3,1037.16,386.7114788,6.572664,389.15
380.3,391.14,380.3,389.15,765.66,386.89211,6.565472,403.25
389.15,404.26,386.82,403.25,653.35,388.1038056,6.56597,396
403.25,409.31,392,396,736.74,388.6887089,6.506061,405.5
396,408.6,390.1,405.5,1021.74,389.9339897,6.517924,416.16
405.5,421.8,403.01,416.16,1183.09,391.8766571,6.52624,422
416.16,424.79,411.46,422,823.83,394.1080159,6.53047,417.05
422,422,413.13,417.05,446.29,395.8074221,6.52162,440.3
417.05,442,417.05,440.3,1124.57,399.1031686,6.52196,437.04
440.3,444,422.5,437.04,879.59,401.9133043,6.52216,433.35
437.04,437.04,422,433.35,819.77,404.2419484,6.52265,420.99
433.35,437.15,414.29,420.99,1304.29,405.4825448,6.52752,423.2
420.99,427.1,408.14,423.2,770.74,406.7949489,6.53037,421.85
423.2,426,416.7,421.85,739.44,407.9101379,6.53235,427.2
421.85,427.2,417.65,427.2,447.57,409.3390165,6.53797,433.04
427.2,436,427.2,433.04,626.68,411.0946449,6.53762,430.14
433.04,434.98,421.07,430.14,177.5,412.505412,6.53986,435.92
430.14,442,429.29,435.92,544.69,414.2398259,6.54985,429.88
435.92,439.41,422.79,429.88,1697.67,415.3983573,6.55239,424.39
429.88,432.48,412,424.39,1264.09,416.0644049,6.55162,419.62
424.39,431.11,417,419.62,3882.56,416.3277823,6.53747,406.71
419.62,424.46,404.87,406.71,2392.2,415.615354,6.51752,394.52
406.71,408.99,388.4,394.52,4809.95,414.0527352,6.51941,403.86
394.52,410.06,387.27,403.86,1897.16,413.2977178,6.51215,413.75
403.86,414.12,397.4,413.75,1302.37,413.3312202,6.51909,410.29
413.75,414.36,407.5,410.29,1318.45,413.1059446,6.50788,410.55
410.29,414.74,406.45,410.55,1526.59,412.9166154,6.51326,415.81
410.55,429.7,409.42,415.81,2769.06,413.1309402,6.50932,419.92
415.81,423.65,415,419.92,1562.08,413.6338335,6.49515,407.22
419.92,420.59,406.15,407.22,4268.69,413.1587347,6.4951,408.87
407.22,413.62,406.65,408.87,1999.17,412.8410507,6.4951,415.42
408.87,416.5,407.74,415.42,3410.81,413.0320839,6.49183,415.59
415.42,417.04,412.17,415.59,1855.24,413.2215592,6.51231,416.78
415.59,419.04,412.87,416.78,1497,413.4851474,6.52076,420.75
416.78,422.69,416.78,420.75,1963.65,414.0232846,6.48482,409.43
420.75,421,405.03,409.43,3199.64,413.6830413,6.47315,410.09
409.43,411.44,405.53,410.09,1860.96,413.4168901,6.47145,412.14
410.09,414.82,409.39,412.14,806.37,413.3223057,6.47173,411.76
412.14,414.36,407.68,411.76,1327.09,413.2065793,6.48162,414.82
411.76,417.9,411.17,414.82,1669.12,413.326092,6.48926,415.53
414.82,417.98,411.89,415.53,1267.5,413.4893444,6.49264,415.96
415.53,417.78,413.12,415.96,1197.63,413.6723559,6.51304,416.11
415.96,419.76,413.61,416.11,920.85,413.8529222,6.51325,417.31
416.11,418.4,415.28,417.31,975.38,414.109002,6.51193,424.97
417.31,430,415.9,424.97,1313.9,414.9135204,6.51305,423
424.97,426.39,421.13,423,1142.24,415.5125189,6.49965,415.71
423,428.11,405,415.71,1227.79,415.5271471,6.50494,413.38
415.71,416.7,409.12,413.38,1050.18,415.3680992,6.47135,417.56
413.38,419.99,412.42,417.56,2066.84,415.5304622,6.46669,417.9
417.56,419.04,415.5,417.9,633.93,415.7059835,6.47272,420.57
417.9,423.17,417.9,420.57,564.79,416.066281,6.479217,421.5
420.57,421.66,417.96,421.5,481.01,416.4687787,6.480869,420.14
421.5,421.6,417.54,420.14,560.66,416.740721,6.479358,423.39
420.14,424.97,419.5,423.39,998.65,417.2332602,6.477129,422.78
423.39,424.61,421.56,422.78,847.16,417.6441298,6.479973,422.61
422.78,424.39,420.06,422.61,1096.07,418.0119721,6.466143,418.31
422.61,425.96,418,418.31,861.04,418.0340482,6.465918,419.29
418.31,420.75,415,419.29,846.56,418.1270817,6.465948,420.95
419.29,422.92,416.96,420.95,1655.44,418.3361867,6.464682,422.58
420.95,424.5,420.23,422.58,1258.4,418.6505433,6.459198,427.08
422.58,430.36,422.58,427.08,1151.1,419.2749475,6.465316,423.54
427.08,427.71,422,423.54,1159.6,419.5908773,6.476974,424.52
423.54,425.77,422.39,424.52,532.25,419.9559975,6.479909,429.25
424.52,431.02,424.52,429.25,632.81,420.6444421,6.476494,429.12
429.25,434.23,427.97,429.12,690.59,421.2722612,6.477365,427.87
429.12,431.37,424.58,427.87,648.34,421.7609826,6.47693,428.02
427.87,429.8,426.28,428.02,1030.36,422.2246135,6.475655,436.92
428.02,438,426.8,436.92,1179.9,423.3131607,6.470728,441.77
436.92,444,434.27,441.77,1580.25,424.680334,6.469378,451.01
441.77,451.34,440.11,451.01,930.69,426.6306796,6.479293,446
451.01,451.01,442.7,446,641.31,428.0654441,6.495715,450.71
446,450.71,443.22,450.71,698.02,429.7428186,6.49852,460
450.71,460,445.4,460,1112.4,431.9840913,6.499971,464
460,469.69,452.5,464,1447.44,434.3556401,6.493799,469.3
464,470,461.88,469.3,899.83,436.9441112,6.495583,448.35
