"open","high","low","close","volume","will14","next1"
574.22,592.54,554.5,585.4,5.69,-69.46433192,579.02
585.4,591.15,579,579.02,5.73,-73.61818182,585.09
579.02,641.14,579,585.09,13.33,-67.50625058,502.78
585.09,599.27,502.78,502.78,34.78,-100,516.48
502.78,553,500,516.48,44.09,-89.15789474,514.99
516.48,518,505,514.99,6.11,-90.13815789,467.1
514.99,514.99,436.07,467.1,33.23,-85.62627386,462.39
467.1,530,443.35,462.39,17.6,-87.16535817,490.73
462.39,503.23,462.39,490.73,17.55,-73.34568684,443.63
490.73,497.15,443.63,443.63,15.11,-96.31345394,458.6
443.63,463.7,426.45,458.6,15.54,-85.02491965,458.84
458.6,550,440,458.84,21.14,-84.91313056,467.85
458.84,467.85,447.57,467.85,0.9441,-80.71638176,461.82
467.85,469.44,450,461.82,5.12,-83.52508268,462.08
461.82,475.32,450,462.08,7.09,-83.40397783,454.39
462.08,465.82,454.38,454.39,3.32,-86.98588663,461.09
454.39,462.09,450,461.09,1.27,-79.95602361,383.08
461.09,461.09,383.08,383.08,17.11,-100,430
383.08,583.75,353.76,430,16.22,-66.85073264,448
430,450,429.01,448,10.71,-59.0243054,429.79
448,448,407.07,429.79,9.32,-66.94204096,459.38
429.79,480.07,411.34,459.38,42.64,-54.07626419,523.74
459.38,573.67,450.5,523.74,30.52,-26.0924388,523.52
523.74,550.8,490.56,523.52,51.73,-26.18809513,504.29
523.52,530.36,495.53,504.29,16.15,-34.54932823,485.56
504.29,515,477.19,485.56,31.51,-42.69316057,504.5
485.56,525.28,479.96,504.5,10.97,-34.45801991,504.73
504.49,510,500,504.73,1.54,-34.35801557,496.42
504.73,517.31,485,496.42,17.33,-37.97121614,489.72
496.42,510.49,484.62,489.72,7.49,-40.88438628,495.62
489.72,504.5,489,495.62,7.02,-38.31905735,501.95
495.62,501.95,490,501.95,3.58,-35.56676377,471.02
501.95,503.48,449,471.02,27.38,-61.61464586,463.7
471.02,476.18,456.75,463.7,3.39,-66.00840336,438.72
463.7,463.7,438.72,438.72,2.91,-83.13312388,446.18
438.72,455.09,429.09,446.18,6.12,-88.17955457,445.68
446.18,454.62,435.65,445.68,7.31,-86.36923835,448.34
445.68,452.82,441.23,448.34,9.06,-80.9914091,459.32
448.34,464.42,448,459.32,14.51,-68.5726167,455.16
459.32,459.32,446.49,455.16,7.08,-72.89739058,441.04
455.16,455.16,432.43,441.04,8.5,-86.45431875,442
441.04,445.4,431.17,442,1.77,-85.36613013,429.18
442,442,429.18,429.18,5.66,-99.88943489,431.87
429.18,439.69,422.19,431.87,5.75,-88.23958207,441.89
431.87,452.74,431.61,441.89,20.36,-75.76577685,448.26
441.89,452,441.81,448.26,5.79,-67.92963464,450.63
448.26,459.22,441.81,450.63,4.04,-47.32357844,454.99
450.63,458,446.1,454.99,5.53,-22.33009709,441.5
454.99,454.99,432.88,441.5,11.53,-54.27421265,440.82
441.5,445.22,432.21,440.82,7.19,-55.88444234,440.78
440.82,444.76,436.45,440.78,4.51,-55.97916173,445.52
440.78,445.52,440.78,445.52,0.8711,-44.75491357,449.59
445.52,449.59,440.89,449.59,3.02,-26.20522489,453.83
449.59,453.83,447.1,453.83,5.59,-14.5557656,453.83
453.83,453.83,446.2,453.83,0.2061,-14.5557656,445.56
453.83,453.83,445.56,445.56,2.58,-36.88900891,445.56
445.56,445.56,445.56,445.56,0,-36.88900891,493.43
445.56,498.84,445.56,493.43,25.28,-8.047002826,494.77
493.43,497.67,490.85,494.77,4.24,-6.108359598,530
494.77,530,494.77,530,32.85,0,521.47
530,548.05,515.31,521.47,14.82,-22.94544199,530
521.47,530,515.21,530,2.62,-15.58183702,574.05
530,589,530,574.05,15.83,-9.535046878,583.2
574.05,589.11,563.68,583.2,10.95,-3.871348094,570.92
583.2,594.64,538.84,570.92,26.92,-15.4166125,575.83
570.92,589.16,565.22,575.83,4.52,-12.23414634,570.49
575.83,576.26,564.9,570.49,2.18,-16.19935605,616.08
570.49,628.61,566.15,616.08,18.38,-6.845124283,628.13
616.08,628.13,603.87,628.13,15.4,-0.262223436,627.54
628.13,673.37,621.79,627.54,37.05,-20.11764189,665.58
627.54,672.64,621.79,665.58,10.32,-3.419516264,671.43
665.58,677.91,652.26,671.43,16.68,-3.464129156,650.48
671.43,671.43,525,650.48,59.16,-14.97761276,657.01
650.48,669.75,650.45,657.01,15.16,-12.84572833,653.4
657.01,660,653.4,653.4,5.27,-15.06453596,659.8
653.4,659.8,636.68,659.8,4.75,-11.84356811,646.54
659.8,659.8,646,646.54,0.888,-20.51533582,643.44
646.54,656.44,636.5,643.44,4.65,-22.54267216,646.89
643.44,657.72,643.44,646.89,7.13,-20.28644301,617.99
646.89,649.93,617.99,617.99,19.6,-39.18644955,565.56
617.99,637.06,552,565.56,75.97,-73.4745929,589.68
565.56,617.31,565.56,589.68,19.43,-57.7006082,575.6
589.68,600,542.96,575.6,15.89,-66.90863907,589.55
575.6,589.55,534.28,589.55,34.51,-57.78562553,597.14
589.55,612.91,574.18,597.14,10.67,-52.82192139,608.97
597.14,608.98,586.25,608.97,2.8,-42.65519361,605.89
608.97,625,603.41,605.89,10,-47.1395881,595.93
605.89,627.05,594.12,595.93,8.41,-50.96245625,593.9
595.93,602.79,578.51,593.9,5.81,-52.50159337,590.59
593.9,598.5,581.09,590.59,0.7642,-55.13862333,596.24
590.59,602.33,584.75,596.24,8.34,-49.80557356,584.42
596.24,596.24,584.42,584.42,2.64,-59.38107583,586.15
584.42,595.23,576.13,586.15,2.85,-55.14915694,564.42
586.15,586.15,557.43,564.42,29.23,-70.67522864,583.26
564.42,583.26,564.42,583.26,2.76,-47.20275951,597.69
583.26,600,575.35,597.69,21.78,-31.64816212,596.12
597.69,604.38,590.76,596.12,4.14,-33.34051956,589.76
596.12,602.3,589.76,589.76,0.9983,-53.56219477,637.07
589.76,645,587.72,637.07,18.67,-9.055612653,650
637.07,657.83,634.16,650,12.04,-7.798804781,645.77
650,658.87,638,645.77,25.77,-12.91403785,647.55
645.77,655.08,638.89,647.55,6.04,-11.15930599,635.25
647.55,655,622.6,635.25,10.3,-23.28470032,628.99
635.25,635.25,618,628.99,3.74,-29.45583596,629.1
628.99,652.78,628.99,629.1,2.25,-29.34739748,625.99
629.1,638.97,614.74,625.99,6.47,-32.41324921,617.04
625.99,626.87,614.74,617.04,1.44,-41.23619874,627.9
617.04,627.9,615.35,627.9,1.63,-32.78983589,614.47
627.9,632.11,614.47,614.47,0.6427,-53.16091954,629.46
614.47,629.46,614.47,629.46,1.5,-41.33520731,632
629.46,639.34,629.46,632,0.6899,-37.76528461,626.5
632,653.49,625.29,626.5,1.05,-45.49543219,626.23
626.5,632.67,618.14,626.23,1.34,-73.51351351,620.03
626.23,626.23,620.03,620.03,0.18,-87.47747748,625.22
620.03,626.16,612.9,625.22,7.41,-70.79184448,624.98
625.22,630.01,610.35,624.98,0.9631,-67.23404255,626
624.98,629,615.17,626,12.29,-63.7227631,630
626,630,626,630,1.56,-54.45062587,619
630,630,619,619,0.5068,-79.94900325,629.77
619,629.77,619,629.77,0.0006352,-54.98377376,618.69
629.77,629.77,618.69,618.69,8.44,-80.66759388,618.62
618.69,623.98,610,618.62,7.5,-80.17935158,605.64
618.62,623.43,593.86,605.64,17.72,-80.2448432,596.08
605.64,623.22,593.8,596.08,8.67,-96.1802647,600
596.08,607.96,593.8,600,5.06,-89.6130005,600
600,600,600,600,0.1545,-84.04939542,591.9
600,600,574.58,591.9,4.09,-68.75338264,583.21
591.9,597.66,575.07,583.21,2.68,-84.43081364,566.75
583.21,588.98,566.75,566.75,11.67,-100,590.21
566.75,591.95,566.75,590.21,33.05,-62.90909091,596.4
590.21,602.36,584.77,596.4,3.05,-53.12252964,590.49
596.4,601.18,590.49,590.49,2.57,-62.46640316,578.86
590.49,594.8,578.86,578.86,1.79,-80.78387813,596.25
578.86,596.25,578.86,596.25,4.11,-53.18946366,579
596.25,598.03,579,579,9.04,-78.59514241,579
579,579,579,579,0,-78.38743825,580.58
579,593,577.24,580.58,16.81,-75.50911989,590
580.58,590,580.58,590,0.4273,-43.58165494,590
590,590,578.14,590,7.8,-34.70935131,583.24
590,595.36,583.24,583.24,1.66,-53.69278293,572.77
583.24,595.36,572.77,572.77,0.4779,-83.09463634,580
572.77,580,566.99,580,3.82,-62.79135074,535.08
580,580,531.64,535.08,4.35,-95.13574661,523.76
535.08,553.83,501,523.76,31.83,-77.54538279,530
523.76,530,501,530,22.87,-71.05210621,503.52
530,530,500,503.52,12.1,-96.40926247,500
503.52,539.99,500,500,2.65,-100,455
500,505,455,455,28.55,-100,500.5
455,500.5,455,500.5,77.76,-67.58335708,530
474.02,530,474.02,530,13.53,-46.56597321,505
530,530,500.01,505,4.62,-64.37731547,529.95
505,529.97,482.22,529.95,9.62,-46.6015959,525
529.95,529.95,482.27,525,0.5639,-50.12824166,524.88
525,525,524.88,524.88,0.7,-50.21373611,516.12
524.88,524.88,490.1,516.12,26.86,-51.104,516.12
516.12,516.12,516.12,516.12,0,-51.104,524.85
516.12,524.85,516.12,524.85,1.31,-29.32308004,495.08
524.85,524.85,495.08,495.08,0.02382,-52.84151077,524.88
495.08,524.88,495.08,524.88,0.5178,-17.77856218,524.27
524.88,524.88,495.26,524.27,0.4584,-18.49629368,509.98
524.27,524.27,490.5,509.98,5.61,-26.69333333,490.01
509.98,509.98,490.01,490.01,0.09953,-53.32,524.77
490.01,524.77,490.01,524.77,3.811e-05,-9.342622365,524.77
524.77,524.77,524.77,524.77,0,-10.94600251,475.01
524.77,524.77,475,475.01,3.41,-99.98180826,475.01
475.01,475.01,475.01,475.01,0,-99.98180164,524.77
475.01,524.77,475.01,524.77,0.1769,-0.46,480
524.77,524.77,480,480,1.24,-89.97594226,488.77
480,524.77,465,488.77,41.14,-60.30394122,475
488.77,488.77,465,475,0.5077,-83.2999332,475
475,475,475,475,0.02,-83.2999332,475
475,475,475,475,1.01,-83.2999332,475
475,475,475,475,0,-83.2999332,474.77
475,475,474.77,474.77,0.1492,-83.65400703,490
474.77,490,474.77,490,0.212,-58.17299649,465.01
490,490,465.01,465.01,3.08,-99.9832692,465
465.01,528,465,465,2.76,-100,445
465,465,445,445,5.14,-100,503.18
445,503.18,400,503.18,18.12,-19.390625,375.94
503.18,503.18,375.94,375.94,1.5,-100,385
375.94,466.67,375.94,385,0.1559,-94.0418256,385.01
385,450,385,385.01,1.2,-94.03524924,404.83
385.01,425,295,404.83,24.18,-52.86266094,449.81
404.83,453,404.83,449.81,6.9,-33.55793991,433.15
449.81,449.81,412.34,433.15,4.09,-40.70815451,397
433.15,433.15,397,397,4.51,-56.22317597,397
397,397,397,397,0,-56.22317597,397
397,397,397,397,0,-56.22317597,390
397,450,387.63,390,10.78,-59.22746781,370.94
390,394,370.01,370.94,0.7155,-67.40772532,380.02
370.94,393.22,370.12,380.02,6.68,-59.16034201,390
380.02,390,380.02,390,2,-54.36641368,370.11
390,390,370.1,370.11,0.275,-63.9206456,355
370.11,389.98,355,355,20.27,-65.04922235,322.11
355,369.63,322.11,322.11,38.11,-82.84177215,330
322.11,330,273.33,330,18.72,-68.45884121,349.85
330,349.85,300,349.85,53.41,-57.4108087,335
349.85,349.85,315.06,335,0.12,-65.09311145,359.98
335,359.98,335,359.98,8.1,-50.95375559,370.19
359.98,400,335.16,370.19,30.22,-45.17461935,355.59
370.19,378.99,355.59,355.59,7.78,-53.43861437,357.18
355.59,379,355.59,357.18,0.4618,-52.53863135,379
357.18,379,352.83,379,16.63,-16.57851109,400
379,400,370.1,400,20.85,0,411.26
400,418.99,395.28,411.26,29.73,-5.306879033,400.31
411.26,411.26,385.48,400.31,11.23,-12.82438556,389.14
400.31,400.31,374.61,389.14,16.08,-20.49292874,381.01
389.14,389.14,376.73,381.01,0.05216,-26.07441988,395.79
381.01,395.79,371,395.79,0.9598,-15.9275024,395.79
395.79,395.79,395.79,395.79,0,-19.49743676,391.24
395.79,395.79,391.24,391.24,0.05,-26.70066391,391.58
391.24,391.58,371,391.58,9.92,-32.63483748,388.71
391.58,393.49,371.38,388.71,2.66,-36.12072051,368.64
388.71,388.71,365,368.64,11.95,-76.10338573,373.35
368.64,373.69,355,373.35,7.6,-68.98428053,359.51
373.35,373.35,355,359.51,7.81,-89.90326481,362.5
359.51,384.72,359.51,362.5,6.12,-88.27941866,364.3
362.5,368.15,362.5,364.3,0.04324,-85.46647914,365.13
364.3,365.13,352.01,365.13,0.5898,-77.85654008,335.07
365.13,365.13,335.01,335.07,8.87,-99.90811639,346.02
335.07,350,335,346.02,7.56,-81.87201842,347.95
346.02,347.95,344.29,347.95,0.03559,-78.69715414,320
347.95,347.95,320,320,5.66,-100,323.94
320,325.19,320,323.94,0.1154,-94.80142499,325
323.94,325.19,323.94,325,4.97,-93.19635325,325
325,330,325,325,16.87,-93.19635325,328.2
325,348.2,325,328.2,9.73,-88.06578373,348
328.2,349.17,328.2,348,0.04009,-56.73671199,347.08
348,348,333,347.08,6.6,-58.15822002,350
347.08,350,330.16,350,4.81,-53.64647713,350
350,350,338.66,350,19.36,-37.69470405,355
350,370,350,355,3.57,-30,371.7
355,372.63,355,371.7,5.42,-1.767053012,423.48
371.7,430.36,371.7,423.48,219.46,-6.234142805,415
423.48,450,380,415,65.88,-26.92307692,395
415,417.77,395,395,23.16,-42.30769231,379.99
395,395,378.97,379.99,10.68,-53.85384615,380
379.99,395,379.56,380,1.56,-55.52911312,400
380,414.26,376,400,25.27,-40,375.02
400,400,370.39,375.02,13.23,-59.984,390
375.02,392.96,375.02,390,0.9256,-49.26108374,354.38
390,390,354.33,354.38,67.07,-79.78971963,360
354.38,360,342.66,360,1.64,-75.10013351,370
360,370,360,370,4.05,-71.85198491,370
370,370,360,370,4.76,-74.52953233,372
370,385,370,372,11.24,-72.66629402,376
372,390,372,376,10.13,-68.9398174,372.87
376,389.94,366.42,372.87,19.24,-71.85578535,376.9
372.87,385.69,365.01,376.9,2.38,-54.41352683,387
376.9,387,360.52,387,23.27,-38.0726257,379.09
387,387,379.09,379.09,4.2,-49.12011173,386.32
379.09,386.32,379.09,386.32,0.001595,-39.02234637,374.03
386.32,386.74,370.13,374.03,4.18,-45.2912452,386.15
374.03,386.15,372.91,386.15,3.81,-13.5387674,380
386.15,386.15,371.46,380,23.49,-21.12378538,379.75
380,380,364.72,379.75,3.76,-21.65188002,375.19
379.75,380,375.19,375.19,4.68,-49.36666667,374
375.19,394.59,367,374,34.17,-59.52587453,373.07
374,389.98,370.43,373.07,0.3818,-63.16407397,362.58
373.07,376.06,360.29,362.58,4.53,-93.32361516,345.49
362.58,376,342.46,345.49,6.64,-94.1876079,345.56
345.49,357.5,345.49,345.56,0.1607,-94.05332822,372.12
345.56,372.12,342.5,372.12,0.7364,-43.10377901,360
372.12,372.12,346.77,360,0.9118,-66.3533474,352
360,360,350,352,33.15,-81.69959716,350
352,358.98,350,350,0.6043,-85.5361596,343.07
350,358.98,342.04,343.07,22.78,-98.03996194,330.09
342.04,358.92,330.09,330.09,4.45,-100,329.99
330.09,355.33,315.02,329.99,30.11,-81.18637678,320
329.99,332.17,310,320,5.86,-88.17827166,349.98
320,368.12,310.03,349.98,23.07,-52.73673011,348.99
349.98,349.98,348.99,348.99,1.87,-51.25031258,325.01
348.99,348.99,319.67,325.01,39.87,-77.27823191,327.06
325.01,327.06,325.01,327.06,1.08,-74.15151515,338.75
327.06,342.08,327.06,338.75,0.5716,-53.71860914,320.38
338.75,338.75,320.38,320.38,4.11,-83.29040567,320.38
320.38,320.38,320.38,320.38,0,-83.29040567,320.48
320.38,320.48,320.38,320.48,0.01,-81.96834136,313.37
320.48,320.48,313.37,313.37,3.74,-94.20165175,313.01
313.37,320.04,313.01,313.01,1.9,-94.82105988,314.76
313.01,325,313.01,314.76,29.97,-91.81004818,313
314.76,338.95,313,313,4.55,-94.83826566,319.14
313,319.14,313,319.14,9.61,-84.27391604,325
319.14,325,314.03,325,0.435,-74.22964366,315.3
325,325,313.18,315.3,8.92,-93.78042185,295
315.3,319.93,295,295,52.48,-100,265.87
295,297.48,265.87,265.87,25.49,-100,277.4
265.87,280,252.32,277.4,61.92,-72.05882353,281.15
277.4,293.66,260,281.15,8.48,-66.72053561,300
281.15,300,269,300,7.71,-44.96132979,283.53
300,300,283.53,283.53,8.34,-63.97321944,283.5
283.53,295.72,283,283.5,3.5,-64.00784947,277.78
283.5,300,274.73,277.78,53.89,-70.61064296,265
277.78,277.78,265,265,1.77,-85.36303821,265.06
265,300,263.02,265.06,59.03,-85.29377814,216
265.06,268,215.09,216,200.71,-99.17204986,175
216,230.99,175,175,204.92,-100,219
175,236.47,175,219,133.32,-70.66666667,213.36
219,219,195.2,213.36,44.71,-73.53204996,200
213.36,213.36,196,200,9.22,-80,219.98
200,220,199.5,219.98,31.12,-64.016,211.01
219.98,219.98,206,211.01,7.54,-71.192,219.82
211.01,219.84,208.4,219.82,5.22,-64.144,224.49
219.82,225.91,206.1,224.49,47.35,-60.408,227.02
224.49,241.02,224.49,227.02,26.41,-58.384,228.04
227.02,231.24,222.68,228.04,10.24,-57.568,250.87
228.04,251.36,228.02,250.87,108.7,-39.304,257.06
250.87,257.06,241.28,257.06,46.71,-34.352,270
257.06,307.05,250.04,270,86.66,-28.05755396,250.85
270,270,205,250.85,59.44,-42.5596365,248
250.85,280,248,248,66.57,-44.71790988,231.83
248,248,222.28,231.83,36.22,-67.2507823,220
231.83,239.36,220,220,55.19,-78.38811346,216.69
220,239.98,216.69,216.69,13.39,-84.0167364,239.98
216.69,239.98,210.01,239.98,5.1,-65.72268496,228
239.98,239.98,223.94,228,5.23,-77.46202842,235.45
228,246.93,228,235.45,18.47,-70.16168545,228.9
235.45,235.45,221.85,228.9,15.17,-76.58010779,217
228.9,228.9,215.25,217,17.34,-88.2410583,221.92
217,225,215,221.92,12.4,-83.41989221,229.66
221.92,231.58,218.44,229.66,1.81,-75.83537482,229.23
229.66,229.66,218.81,229.23,14.25,-76.25673689,220.5
229.23,229.23,215,220.5,16.66,-79.33333333,215.01
220.5,221.92,215,215.01,3.39,-92.8561223,207.2
215.01,215.01,205,207.2,5.63,-94.88372093,224
207.2,224,207.2,224,2.52,-54.68638207,232.8
224,240,207,232.8,58.79,-33.69902218,250
232.8,250,228,250,44.01,0,233.94
250,264.8,228,233.94,48.46,-51.60535117,250.66
233.94,250.66,227.67,250.66,27.26,-23.64548495,249.98
250.66,250.66,230.3,249.98,7.42,-24.7826087,236
249.98,249.98,230.3,236,14.94,-48.16053512,240.1
236,244.06,236,240.1,6.17,-41.30434783,241.03
240.1,248.5,240.1,241.03,40.23,-39.74916388,240.12
241.03,244.09,240.09,240.12,0.2377,-41.27090301,235
240.12,247.44,235,235,21.4,-49.83277592,236.12
235,239.9,234.08,236.12,28.05,-47.95986622,238
236.12,238,236.12,238,0.88,-44.81605351,237.02
238,240.18,237.02,237.02,6.48,-48.06228374,239.64
237.02,239.64,235,239.64,22.71,-43.52941176,256
239.64,259.42,238,256,122.77,-23.70051172,250.13
256,256,244,250.13,43.61,-39.50983033,250.36
250.13,261.5,240.01,250.36,24.21,-32.92935265,271.37
250.36,280,249.89,271.37,53.78,-17.36418511,277
271.37,280.09,264.69,277,24.73,-6.206065475,269.4
277,285.73,267.32,269.4,36.32,-31.61665053,274.49
269.4,278.61,265.17,274.49,16.6,-21.76185866,260
274.49,275.46,260,260,10.93,-49.8160697,269.93
260,270,260,269.93,0.1874,-30.59051307,270.08
269.93,280,269.93,270.08,3.76,-30.30009681,297
270.08,297.51,270.08,297,18.78,-0.815869461,295
297,300,287.21,295,26.6,-7.692307692,295.68
295,299.94,289,295.68,37.08,-6.646153846,290.28
295.68,296.94,289.37,290.28,10.73,-15.67741935,285
290.28,293,272,285,77.95,-25.00416736,282.33
285,288.63,272.64,282.33,54.76,-29.45490915,288
282.33,288,281.51,288,0.1454,-23.94731591,294.44
288,294.44,288,294.44,32.99,-13.9,284
294.44,294.96,284,284,17.76,-40,257.48
284,288.2,250,257.48,37.81,-85.04,255
257.48,280.87,253.45,255,6.26,-90,261.65
255,271,255,261.65,1.21,-76.7,259.68
261.65,272.49,259.68,259.68,0.1201,-80.64,271.34
259.68,271.34,258.06,271.34,18.18,-57.32,266.58
271.34,272,263,266.58,9.08,-66.84,255.33
266.58,266.58,245,255.33,28.13,-81.19767019,250.98
255.33,255.33,237.69,250.98,10.57,-77.56962025,251.9
250.98,269,250.05,251.9,14.12,-75.18770735,252
251.9,252,242.88,252,0.6849,-75.01309586,252.5
252,255.7,247.81,252.5,2.12,-74.14003841,243.59
252.5,252.5,240.44,243.59,4.38,-89.69792212,269
243.59,269,240.19,269,4.65,-45.32914266,244.42
269,269,244.42,244.42,1.03,-86.67590576,242.98
244.42,249.24,241.06,242.98,17.81,-87.74895785,251.2
242.98,255.93,240,251.2,16.16,-61.17816092,252.9
251.2,256,249.37,252.9,6.6,-56.29310345,249.56
252.9,255,249.52,249.56,9.16,-65.4036724,259.99
249.56,259.99,249.56,259.99,1.45,-35.0043719,254.38
259.99,262.42,253.01,254.38,8.99,-46.69434685,248.84
254.42,256.88,246.51,248.84,25.79,-64.38837432,249.46
248.84,258.24,244.39,249.46,13.77,-67.37931034,249.27
249.46,249.46,239.96,249.27,7.55,-67.94077135,242.5
249.27,249.27,232.85,242.5,37.67,-73.30567082,232.58
242.5,242.5,230.76,232.58,23.62,-95.24058577,240
232.58,240,232.58,240,18.94,-75.83682008,227.94
240,254.38,223.54,227.94,21.32,-90.32116146,221.98
227.94,231.85,216.5,221.98,41.27,-88.06620209,220.11
221.98,224,219.66,220.11,12.48,-92.13850174,233.6
220.11,234.7,220.11,233.6,9.11,-62.76132404,223.01
233.6,233.6,223.01,223.01,2.31,-85.82317073,222.02
223.01,227.49,222,222.02,4.91,-87.97909408,226.79
222.02,229,222.02,226.79,10.28,-77.59146341,223.6
226.79,228,223.26,223.6,39.33,-82.98993771,234.74
223.6,235.23,223.6,234.74,93.12,-56.3009104,233.27
234.74,238.89,232.09,233.27,41.04,-55.72861668,234.99
233.27,235.69,231,234.99,23.61,-51.18796199,230.96
234.99,237.58,227.96,230.96,42.22,-61.82682154,227.49
230.96,232.14,226.03,227.49,5.8,-70.98732841,220.15
227.49,227.49,216.34,220.15,35.01,-89.98422713,228.26
220.15,238.56,217.34,228.26,28.26,-47.13968958,224.84
228.26,233.25,224,224.84,42.78,-62.3059867,226
224.84,232,224,226,24.59,-57.16186253,237.31
226,239.65,225.69,237.31,49.81,-10.03861004,232.1
237.31,238.97,231.7,232.1,30.42,-32.38953239,234.15
232.1,239.09,231.21,234.15,31.21,-23.5950236,240.36
234.15,242.5,234.15,240.36,24.95,-8.180428135,236.19
240.36,242.11,236.19,236.19,12.16,-24.12079511,235.59
236.19,239.11,231.42,235.59,14.64,-26.41437309,228
234.88,239.35,228,228,50.49,-55.42813456,235.71
228,242.44,227,235.71,25.63,-25.95565749,240.51
235.71,243,234.8,240.51,14.68,-9.339834959,241.74
240.51,243,234.13,241.74,14.44,-4.726181545,239.24
241.74,242.62,236.13,239.24,8.45,-14.65315666,241.86
239.24,243.15,238.8,241.86,35.81,-6.736292428,242.99
