"open","high","low","close","volume","ema12","ema26","next1"
572,572,450,522.84,60.12,607.9480902,663.2262343,593.14
522.84,650,522.84,593.14,105.88,605.6699225,658.0346614,596.49
593.14,629.9,580.5,596.49,45.84,604.2576267,653.4757975,573.94
596.49,599,570,573.94,29.32,599.5933764,647.584257,575
573.94,605,550,575,8.04,595.8097801,642.2076454,578
575,588.08,572.41,578,2.16,593.0698139,637.4515235,669.75
578,700,578,669.75,67.58,604.8667656,639.8440032,680.6
669.75,720,661.48,680.6,27.98,616.5180324,642.8629659,680.99
680.6,690.17,660.01,680.99,5.23,626.4367967,645.6871907,665.66
680.99,693,660.1,665.66,4.39,632.4711357,647.166658,641.48
665.66,680.46,628.73,641.48,13.85,633.8571148,646.7454241,636.01
641.48,667.99,623,636.01,4.22,634.1883279,645.9502075,641.57
636.01,658,629.05,641.57,1.82,635.3239698,645.6257477,642.08
641.57,684.5,630,642.08,6.5,636.363359,645.3630997,641.82
642.08,665.93,560,641.82,18.36,637.2028423,645.1006479,651.08
641.82,660,550.28,651.08,7.9,639.3377896,645.5435629,653.4
651.08,657.99,620,653.4,4.78,641.5012066,646.1255212,631.24
653.4,654.91,550,631.24,24.79,639.9225594,645.02289,646
631.24,646,618.29,646,3.2,640.8575503,645.0952685,651.95
646,652,639,651.95,7.62,642.564081,645.6030264,637.73
651.95,651.95,616,637.73,1.91,641.8203762,645.0198392,619.78
637.73,637.73,610.01,619.78,9.05,638.4295491,643.1502215,620
619.78,633.66,612.22,620,4.86,635.5942339,641.4353903,590
620,625.02,590,590,8.49,628.5797364,637.6253614,590
590,615.23,580,590,16.27,622.6443923,634.0975568,572.3
590,596,554.05,572.3,11.84,614.8991012,629.51996,574.22
572.3,596,566.36,574.22,1.31,608.6407779,625.4236667,585.4
574.22,592.54,554.5,585.4,5.69,605.0652736,622.4589506,579.02
585.4,591.15,579,579.02,5.73,601.0583084,619.2412506,585.09
579.02,641.14,579,585.09,13.33,598.6016456,616.7115283,502.78
585.09,599.27,502.78,502.78,34.78,583.859854,608.2721559,516.48
502.78,553,500,516.48,44.09,573.4937226,601.4727369,514.99
516.48,518,505,514.99,6.11,564.4931499,595.0666083,467.1
514.99,514.99,436.07,467.1,33.23,549.5095884,585.5876002,462.39
467.1,530,443.35,462.39,17.6,536.1065748,576.4618521,490.73
462.39,503.23,462.39,490.73,17.55,529.1255633,570.1113445,443.63
490.73,497.15,443.63,443.63,15.11,515.9723997,560.742356,458.6
443.63,463.7,426.45,458.6,15.54,507.1458767,553.1762556,458.84
458.6,550,440,458.84,21.14,499.7142033,546.1883848,467.85
458.84,467.85,447.57,467.85,0.9441,494.8120182,540.3855415,461.82
467.85,469.44,450,461.82,5.12,489.7363231,534.5658717,462.08
461.82,475.32,450,462.08,7.09,485.4815042,529.1965479,454.39
462.08,465.82,454.38,454.39,3.32,480.6981958,523.6553221,461.09
454.39,462.09,450,461.09,1.27,477.6815503,519.0208538,383.08
461.09,461.09,383.08,383.08,17.11,463.1274656,508.951161,430
383.08,583.75,353.76,430,16.22,458.0309325,503.1029268,448
430,450,429.01,448,10.71,456.4877121,499.0212285,429.79
448,448,407.07,429.79,9.32,452.3803718,493.8929894,459.38
429.79,480.07,411.34,459.38,42.64,453.4572377,491.3364716,523.74
459.38,573.67,450.5,523.74,30.52,464.2699703,493.736733,523.52
523.74,550.8,490.56,523.52,51.73,473.3853595,495.9429009,504.29
523.52,530.36,495.53,504.29,16.15,478.1399196,496.5612046,485.56
504.29,515,477.19,485.56,31.51,479.2814704,495.7463005,504.5
485.56,525.28,479.96,504.5,10.97,483.1612442,496.3947227,504.73
504.49,510,500,504.73,1.54,486.4795143,497.0121507,496.42
504.73,517.31,485,496.42,17.33,488.0088198,496.9682876,489.72
496.42,510.49,484.62,489.72,7.49,488.2720783,496.4313774,495.62
489.72,504.5,489,495.62,7.02,489.4025278,496.3712754,501.95
495.62,501.95,490,501.95,3.58,491.3329081,496.7845143,471.02
501.95,503.48,449,471.02,27.38,488.2078453,494.8760317,463.7
471.02,476.18,456.75,463.7,3.39,484.4374076,492.566696,438.72
463.7,463.7,438.72,438.72,2.91,477.4039603,488.5780519,446.18
438.72,455.09,429.09,446.18,6.12,472.6002741,485.4374555,445.68
446.18,454.62,435.65,445.68,7.31,468.4586935,482.4924588,448.34
445.68,452.82,441.23,448.34,9.06,465.3635098,479.962647,459.32
448.34,464.42,448,459.32,14.51,464.4337391,478.433562,455.16
459.32,459.32,446.49,455.16,7.08,463.00701,476.7095945,441.04
455.16,455.16,432.43,441.04,8.5,459.62747,474.0674023,442
441.04,445.4,431.17,442,1.77,456.9155515,471.6920392,429.18
442,442,429.18,429.18,5.66,452.6485436,468.5429992,431.87
429.18,439.69,422.19,431.87,5.75,449.4518446,465.8264808,441.89
431.87,452.74,431.61,441.89,20.36,448.2884839,464.0534081,448.26
441.89,452,441.81,448.26,5.79,448.2841018,462.883526,450.63
448.26,459.22,441.81,450.63,4.04,448.6450092,461.9758574,454.99
450.63,458,446.1,454.99,5.53,449.6211616,461.4583865,441.5
454.99,454.99,432.88,441.5,11.53,448.3717521,459.9799875,440.82
441.5,445.22,432.21,440.82,7.19,447.2099441,458.5607292,440.78
440.82,444.76,436.45,440.78,4.51,446.2207219,457.2436381,445.52
440.78,445.52,440.78,445.52,0.8711,446.1129186,456.3752205,449.59
445.52,449.59,440.89,449.59,3.02,446.6478542,455.8726116,453.83
449.59,453.83,447.1,453.83,5.59,447.7527997,455.721307,453.83
453.83,453.83,446.2,453.83,0.2061,448.6877536,455.5812102,445.56
453.83,453.83,445.56,445.56,2.58,448.2065607,454.8388983,445.56
445.56,445.56,445.56,445.56,0,447.7993975,454.1515725,493.43
445.56,498.84,445.56,493.43,25.28,454.8194902,457.0610857,494.77
493.43,497.67,490.85,494.77,4.24,460.9657225,459.8543386,530
494.77,530,494.77,530,32.85,471.5863806,465.0503135,521.47
530,548.05,515.31,521.47,14.82,479.2607836,469.2295495,530
521.47,530,515.21,530,2.62,487.0668169,473.7310644,574.05
530,589,530,574.05,15.83,500.448845,481.1620967,583.2
574.05,589.11,563.68,583.2,10.95,513.179792,488.7204599,570.92
583.2,594.64,538.84,570.92,26.92,522.0629009,494.8093147,575.83
570.92,589.16,565.22,575.83,4.52,530.3347623,500.8108469,570.49
575.83,576.26,564.9,570.49,2.18,536.5124912,505.9722657,616.08
570.49,628.61,566.15,616.08,18.38,548.7536464,514.1283941,628.13
616.08,628.13,603.87,628.13,15.4,560.9653931,522.5729575,627.54
628.13,673.37,621.79,627.54,37.05,571.2076403,530.348294,665.58
627.54,672.64,621.79,665.58,10.32,585.7264649,540.3654574,671.43
665.58,677.91,652.26,671.43,16.68,598.9116241,550.0739421,650.48
671.43,671.43,525,650.48,59.16,606.8452204,557.5114278,657.01
650.48,669.75,650.45,657.01,15.16,614.5628788,564.8816924,653.4
657.01,660,653.4,653.4,5.27,620.5378205,571.4386041,659.8
653.4,659.8,636.68,659.8,4.75,626.5781558,577.9838927,646.54
659.8,659.8,646,646.54,0.888,629.6492088,583.0621229,643.44
646.54,656.44,636.5,643.44,4.65,631.770869,587.5345582,646.89
643.44,657.72,643.44,646.89,7.13,634.0968891,591.9312576,617.99
646.89,649.93,617.99,617.99,19.6,631.6189062,593.8615348,565.56
617.99,637.06,552,565.56,75.97,621.4559975,591.7651248,589.68
565.56,617.31,565.56,589.68,19.43,616.5673825,591.6106711,575.6
589.68,600,542.96,575.6,15.89,610.2647083,590.4246955,589.55
575.6,589.55,534.28,589.55,34.51,607.0778301,590.3599032,597.14
589.55,612.91,574.18,597.14,10.67,605.5489332,590.8621326,608.97
597.14,608.98,586.25,608.97,2.8,606.0752511,592.2034561,605.89
608.97,625,603.41,605.89,10,606.046751,593.2172742,595.93
605.89,627.05,594.12,595.93,8.41,604.4903277,593.4182169,593.9
595.93,602.79,578.51,593.9,5.81,602.8610465,593.4539045,590.59
593.9,598.5,581.09,590.59,0.7642,600.9731932,593.2417634,596.24
590.59,602.33,584.75,596.24,8.34,600.2450097,593.463855,584.42
596.24,596.24,584.42,584.42,2.64,597.8103928,592.7939398,586.15
584.42,595.23,576.13,586.15,2.85,596.0164862,592.3017961,564.42
586.15,586.15,557.43,564.42,29.23,591.1554883,590.2364779,583.26
564.42,583.26,564.42,583.26,2.76,589.9407978,589.7197018,597.69
583.26,600,575.35,597.69,21.78,591.1329828,590.3100942,596.12
597.69,604.38,590.76,596.12,4.14,591.9002162,590.7404576,589.76
596.12,602.3,589.76,589.76,0.9983,591.5709522,590.6678311,637.07
589.76,645,587.72,637.07,18.67,598.5708057,594.1050288,650
637.07,657.83,634.16,650,12.04,606.4829894,598.2453971,645.77
650,658.87,638,645.77,25.77,612.5271449,601.765738,647.55
645.77,655.08,638.89,647.55,6.04,617.9152764,605.1571648,635.25
647.55,655,622.6,635.25,10.3,620.582157,607.3862637,628.99
635.25,635.25,618,628.99,3.74,621.8756713,608.9865405,629.1
628.99,652.78,628.99,629.1,2.25,622.9871065,610.4764264,625.99
629.1,638.97,614.74,625.99,6.47,623.4490901,611.62558,617.04
625.99,626.87,614.74,617.04,1.44,622.4630762,612.0266481,627.9
617.04,627.9,615.35,627.9,1.63,623.2995261,613.202452,614.47
627.9,632.11,614.47,614.47,0.6427,621.9411374,613.2963444,629.46
614.47,629.46,614.47,629.46,1.5,623.0978855,614.4936522,632
629.46,639.34,629.46,632,0.6899,624.4674416,615.7904187,626.5
632,653.49,625.29,626.5,1.05,624.7801429,616.5837211,626.23
626.5,632.67,618.14,626.23,1.34,625.0031978,617.2982602,620.03
626.23,626.23,620.03,620.03,0.18,624.2380905,617.5006113,625.22
620.03,626.16,612.9,625.22,7.41,624.3891535,618.0724179,624.98
625.22,630.01,610.35,624.98,0.9631,624.4800529,618.5840906,626
624.98,629,615.17,626,12.29,624.7138909,619.1334173,630
626,630,626,630,1.56,625.5271385,619.9383493,619
630,630,619,619,0.5068,624.5229633,619.868842,629.77
619,629.77,619,629.77,0.0006352,625.3301998,620.6022611,618.69
629.77,629.77,618.69,618.69,8.44,624.3086306,620.4606121,618.62
618.69,623.98,610,618.62,7.5,623.4334566,620.3242705,605.64
618.62,623.43,593.86,605.64,17.72,620.6960018,619.2365467,596.08
605.64,623.22,593.8,596.08,8.67,616.9089246,617.521247,600
596.08,607.96,593.8,600,5.06,614.3075516,616.2233768,600
600,600,600,600,0.1545,612.1063898,615.0216452,591.9
600,600,574.58,591.9,4.09,608.9977144,613.3089308,583.21
591.9,597.66,575.07,583.21,2.68,605.0303737,611.0793803,566.75
583.21,588.98,566.75,566.75,11.67,599.1410855,607.7957225,590.21
566.75,591.95,566.75,590.21,33.05,597.7670723,606.4930764,596.4
590.21,602.36,584.77,596.4,3.05,597.5567535,605.7454411,590.49
596.4,601.18,590.49,590.49,2.57,596.4695607,604.6154084,578.86
590.49,594.8,578.86,578.86,1.79,593.7603975,602.7076004,596.25
578.86,596.25,578.86,596.25,4.11,594.1434133,602.2292596,579
596.25,598.03,579,579,9.04,591.8136574,600.5085737,579
579,579,579,579,0,589.8423255,598.9153461,580.58
579,593,577.24,580.58,16.81,588.4173523,597.5571723,590
580.58,590,580.58,590,0.4273,588.6608366,596.9973817,590
590,590,578.14,590,7.8,588.8668617,596.4790572,583.24
590,595.36,583.24,583.24,1.66,588.0011907,595.4983863,572.77
583.24,595.36,572.77,572.77,0.4779,585.6579306,593.8148021,580
572.77,580,566.99,580,3.82,584.7874797,592.7914834,535.08
580,580,531.64,535.08,4.35,577.1401751,588.5165587,523.76
535.08,553.83,501,523.76,31.83,568.9278405,583.7197766,530
523.76,530,501,530,22.87,562.938942,579.7405339,503.52
530,530,500,503.52,12.1,553.7975663,574.0945684,500
503.52,539.99,500,500,2.65,545.5210176,568.6060819,455
500,505,455,455,28.55,531.5947072,560.1908165,500.5
455,500.5,455,500.5,77.76,526.8109061,555.7692746,530
474.02,530,474.02,530,13.53,527.3015359,553.8604394,505
530,530,500.01,505,4.62,523.8705304,550.2411476,529.95
505,529.97,482.22,529.95,9.62,524.8058334,548.7380996,525
529.95,529.95,482.27,525,0.5639,524.8357052,546.9797219,524.88
525,525,524.88,524.88,0.7,524.8425198,545.3427055,516.12
524.88,524.88,490.1,516.12,26.86,523.5005937,543.1780606,516.12
516.12,516.12,516.12,516.12,0,522.3651177,541.1737598,524.85
516.12,524.85,516.12,524.85,1.31,522.7474073,539.9645924,495.08
524.85,524.85,495.08,495.08,0.02382,518.4908831,536.6398078,524.88
495.08,524.88,495.08,524.88,0.5178,519.4738242,535.7687109,524.27
524.88,524.88,495.26,524.27,0.4584,520.2116974,534.9169546,509.98
524.27,524.27,490.5,509.98,5.61,518.6375901,533.0697727,490.01
509.98,509.98,490.01,490.01,0.09953,514.2333455,529.8801599,524.77
490.01,524.77,490.01,524.77,3.811e-05,515.8543692,529.5016296,524.77
524.77,524.77,524.77,524.77,0,517.2260047,529.1511385,475.01
524.77,524.77,475,475.01,3.41,510.7312348,525.1406838,475.01
475.01,475.01,475.01,475.01,0,505.2356602,521.4272998,524.77
475.01,524.77,475.01,524.77,0.1769,508.2409432,521.6749072,480
524.77,524.77,480,480,1.24,503.8961827,518.5878771,488.77
480,524.77,465,488.77,41.14,501.5690777,516.3791454,475
488.77,488.77,465,475,0.5077,497.4815273,513.3140235,475
475,475,475,475,0.02,494.0228308,510.4759477,475
475,475,475,475,1.01,491.0962414,507.8480998,475
475,475,475,475,0,488.6198966,505.4149072,474.77
475,475,474.77,474.77,0.1492,486.4891433,503.1449141,490
474.77,490,474.77,490,0.212,487.0292751,502.1712167,465.01
490,490,465.01,465.01,3.08,483.6416943,499.418534,465
465.01,528,465,465,2.76,480.7737413,496.869013,445
465,465,445,445,5.14,475.2700888,493.0268639,503.18
445,503.18,400,503.18,18.12,479.5639213,493.778948,375.94
503.18,503.18,375.94,375.94,1.5,463.6217796,485.050137,385
375.94,466.67,375.94,385,0.1559,451.5261212,477.6390158,385.01
385,450,385,385.01,1.2,441.2928718,470.7776072,404.83
385.01,425,295,404.83,24.18,435.6831992,465.8925993,449.81
404.83,453,404.83,449.81,6.9,437.8565532,464.7012956,433.15
449.81,449.81,412.34,433.15,4.09,437.1324681,462.3641626,397
433.15,433.15,397,397,4.51,430.9582422,457.5223728,397
397,397,397,397,0,425.7338972,453.0392341,397
397,397,397,397,0,421.3132977,448.8881797,390
397,450,387.63,390,10.78,416.4958673,444.5260923,370.94
390,394,370.01,370.94,0.7155,409.4872723,439.0752706,380.02
370.94,393.22,370.12,380.02,6.68,404.9538458,434.7008062,390
380.02,390,380.02,390,2,402.6532541,431.3896353,370.11
390,390,370.1,370.11,0.275,397.6465996,426.8504031,355
370.11,389.98,355,355,20.27,391.0855843,421.528151,322.11
355,369.63,322.11,322.11,38.11,380.473956,414.1638435,330
322.11,330,273.33,330,18.72,372.708732,407.9294847,349.85
330,349.85,300,349.85,53.41,369.192004,403.6273007,335
349.85,349.85,315.06,335,0.12,363.9316957,398.5437969,359.98
335,359.98,335,359.98,8.1,363.3237425,395.6872194,370.19
359.98,400,335.16,370.19,30.22,364.3800898,393.7985365,355.59
370.19,378.99,355.59,355.59,7.78,363.0277683,390.9682745,357.18
355.59,379,355.59,357.18,0.4618,362.1281116,388.4654394,379
357.18,379,352.83,379,16.63,364.7237868,387.7642957,400
379,400,370.1,400,20.85,370.1508965,388.6706442,411.26
400,418.99,395.28,411.26,29.73,376.475374,390.3439298,400.31
411.26,411.26,385.48,400.31,11.23,380.1422395,391.0821572,389.14
400.31,400.31,374.61,389.14,16.08,381.5265103,390.9382937,381.01
389.14,389.14,376.73,381.01,0.05216,381.4470472,390.2028645,395.79
381.01,395.79,371,395.79,0.9598,383.6536553,390.6167264,395.79
395.79,395.79,395.79,395.79,0,385.5207853,390.9999319,391.24
395.79,395.79,391.24,391.24,0.05,386.4006645,391.0177147,391.58
391.24,391.58,371,391.58,9.92,387.1974853,391.0593655,388.71
391.58,393.49,371.38,388.71,2.66,387.4301799,390.8853384,368.64
388.71,388.71,365,368.64,11.95,384.539383,389.2375356,373.35
368.64,373.69,355,373.35,7.6,382.8179394,388.0606811,359.51
373.35,373.35,355,359.51,7.81,379.2321026,385.9458158,362.5
359.51,384.72,359.51,362.5,6.12,376.657933,384.2090887,364.3
362.5,368.15,362.5,364.3,0.04324,374.7567125,382.7343414,365.13
364.3,365.13,352.01,365.13,0.5898,373.2756798,381.4303161,335.07
365.13,365.13,335.01,335.07,8.87,367.3978829,377.9962186,346.02
335.07,350,335,346.02,7.56,364.1089779,375.6276098,347.95
346.02,347.95,344.29,347.95,0.03559,361.6229813,373.5774165,320
347.95,347.95,320,320,5.66,355.2194457,369.608719,323.94
320,325.19,320,323.94,0.1154,350.4072233,366.2258509,325
323.94,325.19,323.94,325,4.97,346.4984197,363.1720842,325
325,330,325,325,16.87,343.1909705,360.3445224,328.2
325,348.2,325,328.2,9.73,340.8846674,357.9634467,348
328.2,349.17,328.2,348,0.04009,341.9793339,357.2254136,347.08
348,348,333,347.08,6.6,342.7640518,356.4739015,350
347.08,350,330.16,350,4.81,343.8772746,355.9943532,350
350,350,338.66,350,19.36,344.8192323,355.550327,355
350,370,350,355,3.57,346.3855043,355.5095621,371.7
355,372.63,355,371.7,5.42,350.2800421,356.7088538,423.48
371.7,430.36,371.7,423.48,219.46,361.5415741,361.6548646,415
423.48,450,380,415,65.88,369.7659473,365.6063561,395
415,417.77,395,395,23.16,373.6481092,367.7836631,379.99
395,395,378.97,379.99,10.68,374.6237847,368.6878362,380
379.99,395,379.56,380,1.56,375.4508948,369.5257742,400
380,414.26,376,400,25.27,379.2276802,371.7831243,375.02
400,400,370.39,375.02,13.23,378.5803448,372.0228929,390
375.02,392.96,375.02,390,0.9256,380.3372148,373.3545304,354.38
390,390,354.33,354.38,67.07,376.3437972,371.9490097,360
354.38,360,342.66,360,1.64,373.8293668,371.0638978,370
360,370,360,370,4.05,373.2402335,370.9850906,370
370,370,360,370,4.76,372.741736,370.9121209,372
370,385,370,372,11.24,372.6276228,370.9927045,376
372,390,372,376,10.13,373.14645,371.3636153,372.87
376,389.94,366.42,372.87,19.24,373.1039193,371.4751994,376.9
372.87,385.69,365.01,376.9,2.38,373.6879317,371.8770365,387
376.9,387,360.52,387,23.27,375.7359422,372.997256,379.09
387,387,379.09,379.09,4.2,376.2519511,373.4485703,386.32
379.09,386.32,379.09,386.32,0.001595,377.8008817,374.4020096,374.03
386.32,386.74,370.13,374.03,4.18,377.220746,374.3744533,386.15
374.03,386.15,372.91,386.15,3.81,378.5944774,375.246716,380
386.15,386.15,371.46,380,23.49,378.8107117,375.5988111,379.75
380,380,364.72,379.75,3.76,378.9552176,375.9063066,375.19
379.75,380,375.19,375.19,4.68,378.3759533,375.8532469,374
375.19,394.59,367,374,34.17,377.7027297,375.7159693,373.07
374,389.98,370.43,373.07,0.3818,376.9900021,375.5199716,362.58
373.07,376.06,360.29,362.58,4.53,374.7730787,374.5614552,345.49
362.58,376,342.46,345.49,6.64,370.2679897,372.4080141,345.56
345.49,357.5,345.49,345.56,0.1607,366.4667605,370.4192723,372.12
345.56,372.12,342.5,372.12,0.7364,367.3364896,370.5452521,360
372.12,372.12,346.77,360,0.9118,366.2077989,369.7641223,352
360,360,350,352,33.15,364.0219837,368.4482614,350
352,358.98,350,350,0.6043,361.8647554,367.0817235,343.07
350,358.98,342.04,343.07,22.78,358.9732546,365.3030773,330.09
342.04,358.92,330.09,330.09,4.45,354.529677,362.6947012,329.99
330.09,355.33,315.02,329.99,30.11,350.7543421,360.2721308,320
329.99,332.17,310,320,5.86,346.0229048,357.28901,349.98
320,368.12,310.03,349.98,23.07,346.6316887,356.7476018,348.99
349.98,349.98,348.99,348.99,1.87,346.9945058,356.1729647,325.01
348.99,348.99,319.67,325.01,39.87,343.6122742,353.8645969,327.06
325.01,327.06,325.01,327.06,1.08,341.0657704,351.8790712,338.75
327.06,342.08,327.06,338.75,0.5716,340.7094981,350.9065474,320.38
338.75,338.75,320.38,320.38,4.11,337.581883,348.6453217,320.38
320.38,320.38,320.38,320.38,0,334.9354394,346.5515941,320.48
320.38,320.48,320.38,320.48,0.01,332.7115257,344.620365,313.37
320.48,320.48,313.37,313.37,3.74,329.7359063,342.3055231,313.01
313.37,320.04,313.01,313.01,1.9,327.16269,340.1354844,314.76
313.01,325,313.01,314.76,29.97,325.2545838,338.2558188,313
314.76,338.95,313,313,4.55,323.3692632,336.3850175,319.14
313,319.14,313,319.14,9.61,322.7186074,335.1076088,325
319.14,325,314.03,325,0.435,323.0695908,334.358897,315.3
325,325,313.18,315.3,8.92,321.8742692,332.9471268,295
315.3,319.93,295,295,52.48,317.7397662,330.1362286,265.87
295,297.48,265.87,265.87,25.49,309.7598022,325.3757672,277.4
265.87,280,252.32,277.4,61.92,304.7813711,321.8220067,281.15
277.4,293.66,260,281.15,8.48,301.1457755,318.8092654,300
281.15,300,269,300,7.71,300.9695024,317.4159865,283.53
300,300,283.53,283.53,8.34,298.286502,314.9059134,283.5
283.53,295.72,283,283.5,3.5,296.0116555,312.5795495,277.78
283.5,300,274.73,277.78,53.89,293.2067855,310.0018051,265
277.78,277.78,265,265,1.77,288.86728,306.668338,265.06
265,300,263.02,265.06,59.03,285.2046215,303.5862389,216
265.06,268,215.09,216,200.71,274.5577567,297.0983694,175
216,230.99,175,175,204.92,259.2411787,288.0540457,219
175,236.47,175,219,133.32,253.0502282,282.9389312,213.36
219,219,195.2,213.36,44.71,246.9440392,277.7849363,200
213.36,213.36,196,200,9.22,239.7218793,272.0230892,219.98
200,220,199.5,219.98,31.12,236.6846671,268.1680455,211.01
219.98,219.98,206,211.01,7.54,232.7347183,263.9341162,219.82
211.01,219.84,208.4,219.82,5.22,230.7478386,260.6664039,224.49
219.82,225.91,206.1,224.49,47.35,229.7850942,257.9866703,227.02
224.49,241.02,224.49,227.02,26.41,229.3596951,255.6928429,228.04
227.02,231.24,222.68,228.04,10.24,229.1566651,253.6444841,250.87
228.04,251.36,228.02,250.87,108.7,232.4971781,253.4389668,257.06
250.87,257.06,241.28,257.06,46.71,236.2760738,253.7071915,270
257.06,307.05,250.04,270,86.66,241.4643701,254.9140662,250.85
270,270,205,250.85,59.44,242.9083132,254.6130242,248
250.85,280,248,248,66.57,243.6916496,254.1231706,231.83
248,248,222.28,231.83,36.22,241.8667805,252.4718246,220
231.83,239.36,220,220,55.19,238.5026604,250.0665043,216.69
220,239.98,216.69,216.69,13.39,235.1468665,247.5941706,239.98
216.69,239.98,210.01,239.98,5.1,235.8904255,247.030158,228
239.98,239.98,223.94,228,5.23,234.6765139,245.6205167,235.45
228,246.93,228,235.45,18.47,234.7955117,244.8671451,228.9
235.45,235.45,221.85,228.9,15.17,233.8885099,243.6843936,217
228.9,228.9,215.25,217,17.34,231.2902776,241.7077718,221.92
217,225,215,221.92,12.4,229.8486965,240.2420109,229.66
221.92,231.58,218.44,229.66,1.81,229.8196662,239.4581583,229.23
229.66,229.66,218.81,229.23,14.25,229.7289484,238.7005169,220.5
229.23,229.23,215,220.5,16.66,228.3091101,237.3523305,215.01
220.5,221.92,215,215.01,3.39,226.2630932,235.697343,207.2
215.01,215.01,205,207.2,5.63,223.3303096,233.5864287,224
207.2,224,207.2,224,2.52,223.4333389,232.8763229,232.8
224,240,207,232.8,58.79,224.8743637,232.8706694,250
232.8,250,228,250,44.01,228.7398462,234.1395087,233.94
250,264.8,228,233.94,48.46,229.5398699,234.1247303,250.66
233.94,250.66,227.67,250.66,27.26,232.7891207,235.349565,249.98
250.66,250.66,230.3,249.98,7.42,235.4338713,236.433301,236
249.98,249.98,230.3,236,14.94,235.520968,236.4012046,240.1
236,244.06,236,240.1,6.17,236.2254345,236.6751894,241.03
240.1,248.5,240.1,241.03,40.23,236.9645984,236.997768,240.12
241.03,244.09,240.09,240.12,0.2377,237.4500448,237.2290444,235
240.12,247.44,235,235,21.4,237.0731148,237.06393,236.12
235,239.9,234.08,236.12,28.05,236.9264818,236.9940093,238
236.12,238,236.12,238,0.88,237.0916384,237.0685271,237.02
238,240.18,237.02,237.02,6.48,237.0806171,237.0649325,239.64
