"open","high","low","close","volume","ema12","ema26","next1"
237.02,239.64,235,239.64,22.71,237.4743684,237.2556783,256
239.64,259.42,238,256,122.77,240.3244655,238.6441465,250.13
256,256,244,250.13,43.61,241.8330093,239.4949505,250.36
250.13,261.5,240.01,250.36,24.21,243.144854,240.299769,271.37
250.36,280,249.89,271.37,53.78,247.4871842,242.6012676,277
271.37,280.09,264.69,277,24.73,252.0276174,245.1493218,269.4
277,285.73,267.32,269.4,36.32,254.7002916,246.9456684,274.49
269.4,278.61,265.17,274.49,16.6,257.7448621,248.9859892,260
274.49,275.46,260,260,10.93,258.0918064,249.8018419,269.93
260,270,260,269.93,0.1874,259.913067,251.2928166,270.08
269.93,280,269.93,270.08,3.76,261.4772105,252.6844598,297
270.08,297.51,270.08,297,18.78,266.9422551,255.9670924,295
297,300,287.21,295,26.6,271.2588312,258.8584189,295.68
295,299.94,289,295.68,37.08,275.0159341,261.5859434,290.28
295.68,296.94,289.37,290.28,10.73,277.3642519,263.7114291,285
290.28,293,272,285,77.95,278.5389824,265.2883603,282.33
285,288.63,272.64,282.33,54.76,279.1222159,266.5507039,288
282.33,288,281.51,288,0.1454,280.4880288,268.1395407,294.44
288,294.44,288,294.44,32.99,282.6344859,270.0877229,284
294.44,294.96,284,284,17.76,282.844565,271.1182619,257.48
284,288.2,250,257.48,37.81,278.9423242,270.1080203,255
257.48,280.87,253.45,255,6.26,275.2588897,268.9889077,261.65
255,271,255,261.65,1.21,273.1652144,268.4452849,259.68
261.65,272.49,259.68,259.68,0.1201,271.090566,267.7960045,271.34
259.68,271.34,258.06,271.34,18.18,271.1289405,268.0585227,266.58
271.34,272,263,266.58,9.08,270.4291035,267.9490025,255.33
266.58,266.58,245,255.33,28.13,268.1061645,267.0142616,250.98
255.33,255.33,237.69,250.98,10.57,265.47137,265.8265385,251.9
250.98,269,250.05,251.9,14.12,263.3834669,264.794943,252
251.9,252,242.88,252,0.6849,261.6321643,263.8471695,252.5
252,255.7,247.81,252.5,2.12,260.2272159,263.0066384,243.59
252.5,252.5,240.44,243.59,4.38,257.6676443,261.5683689,269
243.59,269,240.19,269,4.65,259.4110836,262.1188601,244.42
269,269,244.42,244.42,1.03,257.104763,260.8078334,242.98
244.42,249.24,241.06,242.98,17.81,254.9317226,259.4872532,251.2
242.98,255.93,240,251.2,16.16,254.3576114,258.8733826,252.9
251.2,256,249.37,252.9,6.6,254.1333635,258.4309098,249.56
252.9,255,249.52,249.56,9.16,253.4297691,257.7738054,259.99
249.56,259.99,249.56,259.99,1.45,254.4390354,257.9379679,254.38
259.99,262.42,253.01,254.38,8.99,254.429953,257.6744147,248.84
254.42,256.88,246.51,248.84,25.79,253.5699603,257.0200136,249.46
248.84,258.24,244.39,249.46,13.77,252.9376587,256.4600126,249.27
249.46,249.46,239.96,249.27,7.55,252.3734035,255.9274191,242.5
249.27,249.27,232.85,242.5,37.67,250.8544183,254.9327955,232.58
242.5,242.5,230.76,232.58,23.62,248.0429694,253.2770328,240
232.58,240,232.58,240,18.94,246.8055895,252.2935489,227.94
240,254.38,223.54,227.94,21.32,243.9031911,250.4895823,221.98
227.94,231.85,216.5,221.98,41.27,240.5303925,248.3777614,220.11
221.98,224,219.66,220.11,12.48,237.3887936,246.2838532,233.6
220.11,234.7,220.11,233.6,9.11,236.8059023,245.3443085,223.01
233.6,233.6,223.01,223.01,2.31,234.6834558,243.6899153,222.02
223.01,227.49,222,222.02,4.91,232.7352318,242.0847364,226.79
222.02,229,222.02,226.79,10.28,231.8205808,240.9517929,223.6
226.79,228,223.26,223.6,39.33,230.555876,239.6664749,234.74
223.6,235.23,223.6,234.74,93.12,231.1995874,239.3015509,233.27
234.74,238.89,232.09,233.27,41.04,231.5181124,238.8547693,234.99
233.27,235.69,231,234.99,23.61,232.052249,238.5684901,230.96
234.99,237.58,227.96,230.96,42.22,231.8842107,238.0048983,227.49
230.96,232.14,226.03,227.49,5.8,231.2081783,237.2260169,220.15
227.49,227.49,216.34,220.15,35.01,229.5069201,235.9611268,228.26
220.15,238.56,217.34,228.26,28.26,229.3150862,235.3906729,224.84
228.26,233.25,224,224.84,42.78,228.6266114,234.6091416,226
224.84,232,224,226,24.59,228.2225173,233.9714274,237.31
226,239.65,225.69,237.31,49.81,229.6205916,234.2187291,232.1
237.31,238.97,231.7,232.1,30.42,230.002039,234.0617862,234.15
232.1,239.09,231.21,234.15,31.21,230.6401869,234.0683205,240.36
234.15,242.5,234.15,240.36,24.95,232.1355427,234.5343709,236.19
240.36,242.11,236.19,236.19,12.16,232.7593054,234.6570101,235.59
236.19,239.11,231.42,235.59,14.64,233.1947969,234.7261204,228
234.88,239.35,228,228,50.49,232.3955974,234.2278893,235.71
228,242.44,227,235.71,25.63,232.9055055,234.3376753,240.51
235.71,243,234.8,240.51,14.68,234.0754277,234.7948845,241.74
240.51,243,234.13,241.74,14.44,235.2545927,235.3093375,239.24
241.74,242.62,236.13,239.24,8.45,235.8677323,235.6004977,241.86
239.24,243.15,238.8,241.86,35.81,236.7896196,236.0641645,242.99
241.86,242.99,237.55,242.99,32.16,237.7435243,236.5771894,235.09
242.99,244,235.08,235.09,63.85,237.3352898,236.4670272,236.47
235.09,237.99,235,236.47,7.28,237.2021683,236.4672474,238.98
238.51,240.05,237.49,238.98,1.22,237.4756808,236.6533772,237.35
238.98,239.39,235.14,237.35,3.67,237.4563453,236.7049789,235.86
237.35,237.57,235.6,235.86,1.39,237.2107537,236.6423879,233.34
235.86,236.62,231.91,233.34,13.18,236.6152532,236.3977666,232.78
233.34,233.91,231.43,232.78,24.91,236.0252142,236.1297839,234.8
232.78,235.06,231.1,234.8,23.32,235.8367197,236.0312813,236.09
234.55,238.18,233.97,236.09,11.64,235.8756859,236.0356309,237.59
236.09,244,233.91,237.59,63.87,236.1394265,236.1507693,237.39
237.59,240.84,237.39,237.39,28.22,236.3318225,236.2425642,240.68
237.39,241.13,237.39,240.68,10.83,237.0007729,236.5712631,235.92
240.68,240.68,234.83,235.92,31.94,236.8345001,236.5230214,236.03
236.19,237.11,235.17,236.03,6.32,236.7107309,236.4865013,235.3
236.03,238,234.77,235.3,8.24,236.4936953,236.3986123,235.83
235.3,237.9,234.03,235.83,1.62,236.3915884,236.3564929,234.91
235.83,235.92,234.91,234.91,8.44,236.1636517,236.2493453,232.81
234.91,235.24,230.55,232.81,13.47,235.6477053,235.994579,227.59
232.81,235.86,227.59,227.59,12.77,234.4080583,235.3720176,224.23
227.59,232.4,222.03,224.23,33.59,232.8422032,234.5466829,229.5
224.23,229.5,222.29,229.5,4.71,232.3280181,234.1728546,227
229.5,229.5,226,227,23.8,231.508323,233.641532,223.12
227,228.79,223.04,223.12,48.91,230.2178118,232.8621593,225
223.12,228.3,220.34,225,35.25,229.4150715,232.2797771,223.7
225,225.65,223.7,223.7,5.36,228.5358297,231.644238,224.35
223.7,225.33,223.7,224.35,0.3,227.8918559,231.1039241,224.35
224.35,224.35,224.35,224.35,0,227.346955,230.6036334,230.92
226.79,230.92,226.79,230.92,2.41,227.8966542,230.627068,227.26
230.92,230.92,226.57,227.26,8.95,227.7987074,230.3776556,228.92
227.26,231.59,227.26,228.92,33.69,227.971214,230.2696811,229.44
228.92,233.15,228.86,229.44,62.23,228.1971811,230.2082232,231.04
229.44,231.06,226.14,231.04,25.31,228.6345378,230.2698363,232.15
232,233.29,231.19,232.15,18.23,229.1753782,230.4091077,235.54
232.15,235.54,231.34,235.54,20.07,230.1545507,230.7891738,247.14
235.54,251,233.82,247.14,140.78,232.7676968,232.0003461,245.03
247.14,256.38,245.03,245.03,67.31,234.654205,232.9655057,247.5
245.03,252.66,244,247.5,29.81,236.6304811,234.0421349,245.5
247.69,249.63,227,245.5,116.85,237.9950225,234.8908656,243.85
245.5,245.5,241.5,243.85,19.41,238.8957883,235.5545052,241
243.85,244.96,238.05,241,41.9,239.2195131,235.9578752,248.08
241,248.08,241,248.08,39.37,240.582665,236.8558104,243.72
248.08,248.08,243.72,243.72,49.66,241.0653319,237.3642688,241.67
243.72,243.72,240.17,241.67,1.31,241.1583578,237.6832119,242.04
241.67,244,239.53,242.04,16.47,241.293995,238.0059369,242
242.04,244,242,242,1.76,241.4026112,238.3017935,251.93
242,251.93,242,251.93,33.66,243.0222095,239.3112902,248.5
251.93,260,247.45,248.5,55.48,243.8649465,239.9919354,268.47
248.5,268.5,248.5,268.47,95.24,247.6503393,242.1014217,262.63
268.47,273,258.49,262.63,67.94,249.9549025,243.6220571,258.1
262.63,265.02,255.5,258.1,71.06,251.2079944,244.6944973,254.74
258.1,259.76,253.43,254.74,15.94,251.7513799,245.4386086,254.01
254.74,273,252.88,254.01,19.88,252.0988599,246.0735265,262
254.01,263,254.01,262,17.28,253.6221122,247.2532653,269.62
262,274.68,257.12,269.62,69.67,256.0833257,248.9100605,274.59
269.62,278,268.14,274.59,96.76,258.9305064,250.8122782,265.36
274.59,274.59,265,265.36,29.65,259.9196593,251.8898872,270.01
265.36,276.32,265.36,270.01,35.2,261.4720194,253.2321178,269.67
270.01,275.67,267.39,269.67,34.26,262.7332472,254.4497387,284.54
269.67,297,268.96,284.54,167.87,266.0881322,256.6786469,293.6
284.54,298.99,283.06,293.6,71.96,270.3207273,259.413562,308.14
293.6,316.01,291.69,308.14,138.95,276.1390769,263.0229278,290.18
308.14,312.3,269,290.18,337.1,278.2992189,265.0345627,288.75
290.18,295.97,286.79,288.75,36.2,279.9070314,266.7912618,287.5
288.75,293.79,287.5,287.5,9.26,281.0751804,268.3252424,276.74
287.5,292,273.4,276.74,54.21,280.4082296,268.9485578,280.38
276.74,281.31,275.52,280.38,4.76,280.4038866,269.7953313,278.01
280.38,281.69,274.92,278.01,14.07,280.0355963,270.4038253,275.54
278.01,279.57,274.32,275.54,0.4725,279.3439661,270.7842826,277.56
275.54,280.4,275.54,277.56,83.54,279.0695098,271.2861876,276.45
277.56,281.41,276.45,276.45,20.68,278.6665083,271.6686923,276.98
276.45,279.38,275.31,276.98,60.14,278.4070455,272.0621225,276.89
276.98,278.4,276.03,276.89,24.71,278.1736539,272.419743,290
276.89,290,276.18,290,41.53,279.9930917,273.7219843,288.92
290,291.81,286.67,288.92,27.57,281.3664622,274.8477632,291.28
288.92,293.85,287.83,291.28,8.72,282.8916219,276.0649659,296.1
291.28,296.1,286.55,296.1,11.07,284.9236801,277.5490425,293.56
296.1,296.8,287,293.56,57.37,286.2523447,278.7350394,291.61
293.56,293.56,280,291.61,29.31,287.0765993,279.6887402,288.96
291.61,291.61,280,288.96,30.74,287.3663533,280.3755002,293.48
288.96,293.48,280,293.48,41.34,288.3069143,281.3462039,283.27
293.48,293.48,277.12,283.27,63.84,287.5320044,281.4887073,283.84
283.27,289.89,277.91,283.84,0.8988,286.9640037,281.6628771,283.87
283.84,285.51,280.57,283.87,18.34,286.4880032,281.8263677,287.68
283.87,287.68,280.53,287.68,21.61,286.6713873,282.2599701,284.83
287.68,287.77,281.02,284.83,30.98,286.3880969,282.4503427,278.67
284.83,286.96,278.6,278.67,19.72,285.2006974,282.1703173,281.04
278.67,290,274.15,281.04,62.78,284.5605901,282.0865901,263.83
281.04,283.78,263.83,263.83,20.31,281.3712686,280.7342501,269.77
263.83,269.77,258,269.77,23.82,279.586458,279.9220834,266.85
269.77,273.88,262.49,266.85,19.33,277.6270029,278.9537809,270
266.85,270,260,270,99.5,276.4536179,278.2905379,270
270,270,265.49,270,61.28,275.4607536,277.676424,264.03
270,270,261.64,264.03,138.89,273.7021761,276.6655778,268.33
264.03,270,262.01,268.33,368.75,272.8756875,276.0481276,265.55
268.33,269.22,265.22,265.55,164.32,271.7486586,275.2704885,260.35
265.55,270,257.01,260.35,263.6,269.9950188,274.1652671,258.64
260.35,263.12,257.57,258.64,88.91,268.2480929,273.0152473,247.99
258.64,259.93,247.99,247.99,480.9,265.1314632,271.1615253,230.12
247.99,247.99,188.11,230.12,422.39,259.7450842,268.1214123,236.87
230.12,238.71,228.91,236.87,527.39,256.2258405,265.8064929,234.39
236.87,238.71,232.62,234.39,137.94,252.8664804,263.4793453,231.99
234.39,235.32,223.1,231.99,171.18,249.6547142,261.1468012,228.13
231.99,232.38,226.07,228.13,52.24,246.3432197,258.7011122,212.48
228.13,228.13,209.79,212.48,288.68,241.1334936,255.2773261,224.7
212.48,235.99,204.01,224.7,535.65,238.6052638,253.012339,227.87
224.7,243.38,223.11,227.87,153.24,236.9536848,251.1499435,226.01
227.87,233,225.31,226.01,176.15,235.270041,249.2877255,233.15
226.01,237.98,222.57,233.15,263.59,234.9438808,248.0923384,229
233.15,234.97,228.95,229,99.35,234.0294376,246.6780911,228.5
229,233.1,226.68,228.5,61.66,233.1787549,245.3315658,230.92
228.5,233.51,226,230.92,98.64,232.8312541,244.2640424,229.24
230.92,231.12,226.87,229.24,100.04,232.2787535,243.1511504,226.82
229.24,232.99,226.82,226.82,191.81,231.4389453,241.9414356,226.94
226.82,231.13,226.17,226.94,292.34,230.7467999,240.8302181,231.01
226.94,231.79,226.55,231.01,151.63,230.7872922,240.1027946,236.32
231.01,237,230.25,236.32,173.97,231.638478,239.8225875,241.99
236.32,243.38,236.32,241.99,112.16,233.2310198,239.9831366,241.07
241.99,242.78,239.13,241.07,148.82,234.4370168,240.063645,243.27
241.07,246.51,240.35,243.27,253.52,235.7959373,240.3011528,239.03
243.27,244.97,238.18,239.03,194.48,236.2934854,240.2069933,238.16
239.03,240.46,236.99,238.16,43.19,236.5806415,240.0553642,239.43
238.16,241.65,238.16,239.43,69.18,237.0190043,240.0090409,236.21
239.43,242.12,233.67,236.21,111.08,236.8945421,239.7276305,232.43
236.21,237.45,228.68,232.43,88.56,236.2076895,239.1870653,230.65
232.43,232.64,226.32,230.65,468.96,235.3526603,238.5546901,229.12
230.65,232.32,228.6,229.12,122.06,234.3937895,237.8558241,229.08
229.12,232.2,226.91,229.08,65.86,233.5762834,237.2057631,233.37
229.08,236,227.88,233.37,43.24,233.5445475,236.9216325,232.83
233.37,235.5,231.92,232.83,62.93,233.4346171,236.6185486,232.01
232.83,233.29,230,232.01,70.59,233.2154453,236.2771746,230.17
232.01,232.01,230.17,230.17,1.97,232.7469152,235.8247913,227.17
230.17,231.49,226.95,227.17,32.07,231.8889283,235.1836957,228.6
227.17,233.86,223.1,228.6,155.16,231.3829393,234.6960145,230.24
228.6,231.08,228.23,230.24,101.29,231.2071025,234.3659394,231.78
230.24,235,229.71,231.78,41.49,231.2952406,234.1743883,236
231.78,237.2,231.78,236,142.01,232.0190497,234.3096188,233.49
236,236,233.46,233.49,52.56,232.2453498,234.2489063,230.62
233.49,235,230.62,230.62,29.87,231.9952959,233.9800984,239.42
230.62,239.97,230.62,239.42,120.69,233.1375581,234.3830541,238.02
239.42,240,235,238.02,95.55,233.888703,234.6524575,236
238.02,238.02,235,236,40.02,234.2135179,234.7522755,237.8
236,238,234.59,237.8,37.17,234.7652844,234.9780328,236.98
237.8,239.86,236.46,236.98,71,235.1060099,235.1263267,238.8
236.98,238.8,236.43,238.8,18.77,235.6743161,235.3984506,238.97
238.8,239.95,237.6,238.97,12.85,236.1813444,235.6630099,240
238.97,240.44,237.16,240,81.09,236.7688298,235.9842684,244.53
240,248.39,239.45,244.53,90.91,237.962856,236.6172855,243.69
244.53,247.2,234.55,243.69,131.5,238.8439551,237.1411903,242.7
243.69,244.73,233,242.7,113,239.4371928,237.552954,244.76
242.7,244.87,241.95,244.76,86.38,240.2560862,238.0868093,245.64
244.76,245.64,241.75,245.64,30.59,241.0843806,238.6463049,245.11
245.7,247.12,245.06,245.11,43.18,241.7037067,239.1250971,245.93
245.11,247.11,244,245.93,27.4,242.3539057,239.629164,249
245.93,249.51,244.01,249,106.55,243.3763817,240.3233,253.64
249,253.66,241,253.64,113.09,244.9553999,241.3097222,253.73
253.64,255,251.86,253.73,103.35,246.3053384,242.2297428,258
253.73,268.51,253,258,274.76,248.1045171,243.39791,268.54
258,271,258,268.54,94.7,251.2484375,245.260287,257
268.54,270,252,257,56.32,252.1332933,246.1298954,264.06
257,265.73,251,264.06,32.4,253.9681713,247.4580513,270
264.06,270,264,270,114.12,256.4346064,249.1278253,266.59
270,270.74,264.57,266.59,208.93,257.9969747,250.4213197,274.2
266.59,278,263.73,274.2,70.23,260.4897478,252.1827034,276.16
274.2,279.31,270,276.16,100.13,262.9005558,253.9587995,283.38
276.16,283.38,276.16,283.38,75.76,266.0512396,256.1381476,289.37
283.38,294.48,283.38,289.37,115.46,269.6387412,258.5997663,285.21
289.37,289.37,280.64,285.21,64.43,272.0343194,260.5708948,292.51
285.21,296.31,285.21,292.51,254.57,275.1844241,262.9367544,290.16
292.51,305,290,290.16,141.9,277.4883589,264.9532911,313.04
290.16,317.84,290.16,313.04,125.82,282.9578421,268.5152696,325
313.04,333,311.77,325,330.76,289.4258664,272.6993237,306.13
325,331,306.13,306.13,56.65,291.9957331,275.1756701,307.44
306.13,320,304.69,307.44,54.31,294.3717742,277.5656204,358.17
307.44,360,307.44,358.17,193.56,304.1868859,283.5363152,398.01
358.17,418.97,307.23,398.01,386.28,318.6212111,292.0158474,391.93
398.01,489.99,368.49,391.93,416.24,329.8994863,299.4168958,380
391.93,438.72,341,380,193.96,337.6072577,305.3860146,362.06
380,390,346.34,362.06,96.24,341.369218,309.5840876,383.89
362.06,389.81,362.06,383.89,53.7,347.9108768,315.0882292,357
383.89,385,352,357,76.41,349.3092034,318.1928049,371.69
357,378.66,350,371.69,52.39,352.7524029,322.15556,337.83
371.69,379,327.93,337.83,123.53,350.4566486,323.3166297,309.3
337.83,341,300,309.3,140.81,344.1248565,322.2783608,330.95
309.3,341,301.56,330.95,178.07,342.0979555,322.9207045,336.95
330.95,340.18,326.5,336.95,121.27,341.3059624,323.9599115,329.74
336.95,339.47,326.03,329.74,51.79,339.5265835,324.3880662,315
329.74,333.74,315,315,73.53,335.753263,323.6926539,321.91
315,330,315,321.91,83.01,333.6235302,323.5606055,330
321.91,336.89,321.91,330,86.16,333.066064,324.0375977,326.5
330,334.75,326,326.5,60.88,332.0559003,324.2199978,326.26
326.5,332.71,323.07,326.26,46.11,331.1642234,324.3711091,317.21
326.26,326.26,310,317.21,78.94,329.0174198,323.8406566,321.48
317.21,324.37,317.21,321.48,4.55,327.8578167,323.6657931,322.85
321.48,325,319.03,322.85,36.68,327.0873834,323.605364,322.68
320,323.5,319,322.68,68.89,326.4093244,323.5368185,320.42
322.68,325,316.01,320.42,344.3,325.4878899,323.3059431,329.69
320.42,330,317.57,329.69,180.61,326.1343684,323.7788362,356.2
329.69,370,329.69,356.2,133.6,330.7598501,326.1804039,360.59
356.2,364,350.53,360.59,86.19,335.349104,328.7292629,356.5
360.59,360.59,350.28,356.5,54.91,338.603088,330.7863545,370.39
356.5,373.77,353.03,370.39,87.7,343.4933821,333.7199579,378.5
370.39,380.68,370.39,378.5,79.73,348.8790157,337.036998,361.58
378.5,378.5,355,361.58,442.02,350.8330132,338.8549982,362.02
361.58,362.41,349.2,362.02,220.97,352.5540881,340.5709242,361.3
362.02,370,356.99,361.3,1152,353.899613,342.1064113,364.93
361.3,365.08,357.48,364.93,50.81,355.5965956,343.7970475,389.64
364.93,390.58,363.93,389.64,205.27,360.8340425,347.1928218,392.39
389.64,404.21,386.01,392.39,167.32,365.6888052,350.5407609,395.3
392.39,398,384.07,395.3,244.4,370.2443736,353.8562601,400
395.3,400,388.52,400,230.13,374.8221623,357.2743149,416.33
400,420,400,416.33,295.14,381.2079835,361.6488101,417.3
416.33,420,410.01,417.3,231.12,386.7606014,365.7711205,443.12
417.3,445,416,443.12,462.82,395.4312781,371.5006671,431
443.12,464,407.14,431,239.52,400.9033892,375.9080251,432
431,438,418.37,432,39.9,405.6874831,380.0629862,440.19
432,445,426.21,440.19,300.24,410.9955627,384.5168391,460.49
440.19,464,430.01,460.49,187.03,418.6100915,390.1444806,453.65
460.49,464.98,441,453.65,185.26,424.0008466,394.8485932,451.03
453.65,459.15,445,451.03,67.71,428.1591779,399.0101789,464.97
451.03,467.69,451.03,464.97,92.7,433.8223813,403.8960915,458.01
464.97,464.97,455,458.01,52.99,437.5435534,407.9045292,441.22
458.01,460.49,436,441.22,166.61,438.1091606,410.3723418,441.75
441.22,446.96,426.7,441.75,193.74,438.6692897,412.6966128,437.69
441.75,444.25,434.29,437.69,40.92,438.5186298,414.5479748,444.83
437.69,445.99,435.47,444.83,65.77,439.4896098,416.7910878,452.71
444.83,458,443.99,452.71,60.26,441.523516,419.451748,457.84
452.71,457.95,451.12,457.84,4.07,444.0337443,422.2953222,417.47
457.84,457.84,409,417.47,216.29,439.9470144,421.9378909,426.04
417.47,429.72,409.41,426.04,26.46,437.8074737,422.2417509,418.78
426.04,429.36,418.78,418.78,108.99,434.8801701,421.9853249,430.95
418.78,432.5,418.78,430.95,148.55,434.2755285,422.6493749,424.31
430.95,435,420,424.31,48.79,432.7423703,422.7723841,431.31
424.31,431.31,416.61,431.31,80.65,432.5220056,423.4048001,431.51
431.31,434.97,430.74,431.51,14.32,432.3663125,424.0051853,433.07
431.51,434.99,430.32,433.07,25.38,432.4745721,424.6766531,427.63
433.07,434.99,422.98,427.63,14.39,431.7292533,424.8954195,431.08
427.63,433.96,426.56,431.08,51.5,431.6293682,425.3535366,431.32
431.08,434.73,429,431.32,33.76,431.5817731,425.7954968,429.99
431.32,431.33,427.58,429.99,20.05,431.3368849,426.1062008,457.88
429.99,457.88,427.78,457.88,132.76,435.4204411,428.4598155,455.22
457.88,460,447.64,455.22,110.94,438.4665271,430.4420514,451.38
455.22,459.87,450,451.38,84.78,440.4532152,431.9930106,447.38
451.38,451.38,442.05,447.38,41.49,441.5188744,433.1327876,450
447.38,454.53,443.81,450,106.93,442.823663,434.3822107,449.81
450,452.23,445.03,449.81,151.13,443.898484,435.5250099,433.98
449.81,455,427.17,433.98,191.65,442.3725634,435.4105647,430
433.98,437.15,430,430,42.29,440.4690921,435.0097822,374.41
430,430.91,372.66,374.41,590.29,430.3061549,430.5209094,388.16
374.41,390.58,351.76,388.16,552.55,423.822131,427.3830643,385
388.16,395,381.6,385,135.81,417.8494955,424.243578,390.1
385,391.82,376.58,390.1,246.35,413.5803423,421.7144241,381.08
390.1,390.97,379.02,381.08,68.55,408.5802897,418.7044668,419.46
381.08,425.13,375.93,419.46,792.43,410.2540913,418.7604322,412.31
419.46,425.78,406.05,412.31,730.53,410.5703849,418.2826224,382.82
412.31,412.31,375.52,382.82,510.72,406.3010949,415.6557615,389.11
382.82,395,381.36,389.11,372.76,403.6563111,413.6894088,400.68
389.11,406.71,385.81,400.68,609.63,403.1984171,412.7257489,394.01
400.68,401.25,387.17,394.01,462.68,401.7848145,411.3393971,395.95
394.01,406.7,390.45,395.95,719.82,400.8871507,410.1994418,396
395.95,401.48,393.11,396,200.09,400.1352814,409.1476313,379.27
396,398.03,376.97,379.27,316.78,396.9252381,406.9344734,379.92
379.27,385.63,365,379.92,606.53,394.3090476,404.9334013,378
379.92,383.18,376.12,378,216.06,391.7999634,402.9383345,369.84
378,381,369.82,369.84,199.96,388.4215075,400.486606,372
369.84,380,366.16,372,533.92,385.8951217,398.3764871,373.71
372,376.68,372,373.71,362.3,384.0204876,396.5493399,368
373.71,373.71,365.78,368,214.2,381.5557972,394.434574,392
368,392,368,392,369.21,383.1625976,394.2542352,387.22
392,392,382.48,387.22,492.86,383.7868134,393.7331807,375.69
387.22,387.22,367.71,375.69,412.74,382.5411498,392.3966488,372.82
375.69,381.23,371.55,372.82,185.05,381.0455883,390.9465267,372
372.82,377.78,371.66,372,443.23,379.6539593,389.5430802,378.48
372,381.4,371.26,378.48,733.23,379.4733502,388.7235928,379.3
378.48,384.76,371.71,379.3,1257.01,379.4466809,388.0255489,377.21
379.3,383.95,373.67,377.21,1274.38,379.1025762,387.2243971,380.3
377.21,383.49,375.76,380.3,1037.16,379.2867952,386.7114788,389.15
380.3,391.14,380.3,389.15,765.66,380.8042113,386.89211,403.25
389.15,404.26,386.82,403.25,653.35,384.2574096,388.1038056,396
403.25,409.31,392,396,736.74,386.063962,388.6887089,405.5
396,408.6,390.1,405.5,1021.74,389.0541217,389.9339897,416.16
405.5,421.8,403.01,416.16,1183.09,393.2242568,391.8766571,422
416.16,424.79,411.46,422,823.83,397.6512942,394.1080159,417.05
422,422,413.13,417.05,446.29,400.6357105,395.8074221,440.3
417.05,442,417.05,440.3,1124.57,406.7379089,399.1031686,437.04
440.3,444,422.5,437.04,879.59,411.399769,401.9133043,433.35
437.04,437.04,422,433.35,819.77,414.7767277,404.2419484,420.99
433.35,437.15,414.29,420.99,1304.29,415.7326157,405.4825448,423.2
420.99,427.1,408.14,423.2,770.74,416.8814441,406.7949489,421.85
423.2,426,416.7,421.85,739.44,417.6458373,407.9101379,427.2
421.85,427.2,417.65,427.2,447.57,419.1157085,409.3390165,433.04
427.2,436,427.2,433.04,626.68,421.2579072,411.0946449,430.14
433.04,434.98,421.07,430.14,177.5,422.624383,412.505412,435.92
430.14,442,429.29,435.92,544.69,424.6698625,414.2398259,429.88
435.92,439.41,422.79,429.88,1697.67,425.4714221,415.3983573,424.39
429.88,432.48,412,424.39,1264.09,425.3050495,416.0644049,419.62
424.39,431.11,417,419.62,3882.56,424.4304265,416.3277823,406.71
419.62,424.46,404.87,406.71,2392.2,421.704207,415.615354,394.52
406.71,408.99,388.4,394.52,4809.95,417.5220213,414.0527352,403.86
394.52,410.06,387.27,403.86,1897.16,415.4201719,413.2977178,413.75
403.86,414.12,397.4,413.75,1302.37,415.1632224,413.3312202,410.29
413.75,414.36,407.5,410.29,1318.45,414.4134959,413.1059446,410.55
410.29,414.74,406.45,410.55,1526.59,413.8191119,412.9166154,415.81
410.55,429.7,409.42,415.81,2769.06,414.1254024,413.1309402,419.92
415.81,423.65,415,419.92,1562.08,415.0168789,413.6338335,407.22
419.92,420.59,406.15,407.22,4268.69,413.8173591,413.1587347,408.87
407.22,413.62,406.65,408.87,1999.17,413.0562269,412.8410507,415.42
408.87,416.5,407.74,415.42,3410.81,413.4198843,413.0320839,415.59
415.42,417.04,412.17,415.59,1855.24,413.7537483,413.2215592,416.78
415.59,419.04,412.87,416.78,1497,414.2193255,413.4851474,420.75
416.78,422.69,416.78,420.75,1963.65,415.2240446,414.0232846,409.43
420.75,421,405.03,409.43,3199.64,414.3326531,413.6830413,410.09
409.43,411.44,405.53,410.09,1860.96,413.6799373,413.4168901,412.14
410.09,414.82,409.39,412.14,806.37,413.4430238,413.3223057,411.76
412.14,414.36,407.68,411.76,1327.09,413.1840971,413.2065793,414.82
411.76,417.9,411.17,414.82,1669.12,413.4357745,413.326092,415.53
414.82,417.98,411.89,415.53,1267.5,413.757963,413.4893444,415.96
415.53,417.78,413.12,415.96,1197.63,414.0967379,413.6723559,416.11
415.96,419.76,413.61,416.11,920.85,414.4064706,413.8529222,417.31
416.11,418.4,415.28,417.31,975.38,414.8531674,414.109002,424.97
417.31,430,415.9,424.97,1313.9,416.4096032,414.9135204,423
424.97,426.39,421.13,423,1142.24,417.4235104,415.5125189,415.71
423,428.11,405,415.71,1227.79,417.1598934,415.5271471,413.38
415.71,416.7,409.12,413.38,1050.18,416.5783713,415.3680992,417.56
413.38,419.99,412.42,417.56,2066.84,416.7293911,415.5304622,417.9
417.56,419.04,415.5,417.9,633.93,416.9094848,415.7059835,420.57
417.9,423.17,417.9,420.57,564.79,417.472641,416.066281,421.5
420.57,421.66,417.96,421.5,481.01,418.0922347,416.4687787,420.14
421.5,421.6,417.54,420.14,560.66,418.4072755,416.740721,423.39
420.14,424.97,419.5,423.39,998.65,419.1738485,417.2332602,422.78
423.39,424.61,421.56,422.78,847.16,419.728641,417.6441298,422.61
422.78,424.39,420.06,422.61,1096.07,420.171927,418.0119721,418.31
