close,volume,macd,rsi,obv,atr,mom,usd_close,gold_close,sma_plus_3
"4,610.38",2.92,-22.03,45.64539929,228.25,78.21083065,0.985334473,"10,277.50","1.312,40",4620.966667
"4,624.34",2.85,-22.06,46.73746405,231.1,75.50577132,0.979641728,"10,280.00","1.311,00",4630.32
"4,640.78",2.71,-20.52,48.06091383,233.81,72.92321623,0.982298319,"10,285.00","1.310,60",4649.97
"4,597.78",2.6,-22.51,44.9171552,231.21,71.92370078,0.98264579,"10,290.00","1.334,70",4679.086667
"4,652.40",2.97,-19.46,49.44115176,234.18,70.72986501,0.975926967,"10,290.00","1.321,20",4651.17
"4,699.73",3.47,-13.07,53.04030751,237.65,69.27630323,0.996106484,"10,292.50","1.334,00",4522.433333
"4,685.13",2.8,-9.08,51.81495891,234.85,65.91299585,1.002355524,"10,350.00","1.361,60",4352.383333
"4,568.65",3.29,-15.14,43.23356452,231.56,69.53706758,0.980634789,"10,385.00","1.371,70",4235.65
"4,313.52",3.91,-40.07,31.08855036,227.65,80.67370561,0.941719955,"10,490.00","1.366,20",4188.28
"4,174.98",5.4,-70.19,26.70203477,222.25,92.85558378,0.905932312,"10,685.00","1.373,10",4186.563333
"4,218.45",5.09,-89.53,30.03769975,227.34,94.16589922,0.914989654,"10,775.00","1.370,60",4153.97
"4,171.41",5.91,-107.41,28.52491472,221.43,95.35404928,0.902055212,"10,817.50","1.371,20",4086.113333
"4,169.83",4.1,-120.32,28.4730444,217.33,94.85518862,0.898519214,"10,780.00","1.395,70",4038.33
"4,120.67",3.47,-132.99,26.83780616,213.86,93.47410371,0.896230355,"10,845.00","1.393,00",4032.636667
"3,967.84",4.16,-153.59,22.50969703,209.7,97.17738202,0.85285874,"10,925.00","1.420,60",4108.386667
"4,026.48",4.98,-163.3,27.35088088,214.68,104.2268547,0.85674709,"10,945.00","1.419,00",4154.23
"4,103.59",4.58,-162.9,33.2558652,219.26,102.2627937,0.875875376,"10,935.00","1.412,90",4144.186667
"4,195.09",4.67,-153.42,39.53614907,223.93,102.1940227,0.918234052,"10,920.00","1.396,10",4096.11
"4,164.01",3.98,-146.73,38.22059645,219.95,99.33516394,0.965339213,"11,065.00","1.412,00",4065.556667
"4,073.46",4.62,-147.04,34.60752515,215.33,98.97622366,0.975683716,"11,125.00","1.389,90",4104.823333
"4,050.86",3.88,-147.41,33.74997949,211.45,99.6414934,0.960272138,"11,125.00","1.373,10",4207.25
"4,072.35",3.29,-144.31,35.38944705,214.74,96.78638673,0.976252634,"11,175.00","1.386,70",4299.606667
"4,191.26",4.17,-130.75,43.69269819,218.91,96.21878767,1.005139298,"11,160.00","1.386,80",4354.72
"4,358.14",6.77,-105.32,52.85052053,225.68,101.2660171,1.057628978,"11,235.00","1.364,10",4360.52
"4,349.42",5.19,-84.89,52.37120999,220.49,102.2427302,1.096168192,"11,345.00","1.363,90",4418.126667
"4,356.60",4.49,-67.35,52.75118173,224.98,98.7611066,1.081987244,"11,350.00","1.330,40",4471.8
"4,375.54",3.87,-51.32,53.79826273,228.85,95.80102756,1.066271241,"11,410.00","1.308,40",4501.036667
"4,522.24",5.45,-26.48,61.00632203,234.3,99.43666845,1.077984024,"11,377.50","1.317,90",4550.533333
"4,517.62",5.18,-7.08,60.68522259,229.12,96.45119213,1.084920545,"11,445.00","1.309,50",4572.603333
"4,463.25",4.91,3.86,56.8902833,224.21,94.52896412,1.09569015,"11,475.00","1.307,80",4605.806667
"4,670.73",8.32,28.93,65.70412686,232.53,103.1483238,1.153021827,"11,282.50","1.369,40",4535.7
"4,583.83",4.39,41.32,60.15657359,228.14,102.5241578,1.125598242,"11,350.00","1.332,50",4476.68
"4,562.86",3.48,48.88,58.86497043,224.66,98.81886085,1.088660689,"11,445.00","1.326,90",4424.356667
"4,460.41",4.1,46.07,52.89022212,220.56,101.1296565,1.023466433,"11,470.00","1.316,00",4412.126667
"4,406.77",3.45,39.07,50.02716466,217.11,100.3453953,1.013185666,"11,485.00","1.335,90",4381.93
"4,405.89",3.71,33.07,49.97936508,213.4,98.49500995,1.011313869,"11,457.50","1.323,60",4361.933333
