"rsi","sma_plus_3"
"46.54050477","4887.216667"
"49.5852917","4866.61"
"46.99057286","4851.366667"
"44.27329855","4850.69"
"42.41784291","4847.783333"
"41.78392173","4857.88"
"44.9809142","4852.176667"
"42.10103815","4865.376667"
"47.32271666","4869.513333"
"43.84732017","4890.56"
"48.80980032","4893.943333"
"49.70419385","4928.676667"
"53.01948641","4967.49"
"50.05732089","5037.25"
"61.84205607","5051.773333"
"65.00547488","5050.556667"
"70.42920995","5041.493333"
"61.299076","5068.603333"
"59.82555142","5085.316667"
"63.85972146","5090.713333"
"66.95560369","5095.11"
"61.34615906","5099.216667"
"62.59483062","5103.093333"
"65.62844402","5090.32"
"59.93796157","5102.23"
"61.19456859","5105.713333"
"59.87824255","5095.523333"
"62.56198187","5078.1"
"61.09357299","5059.656667"
"54.23149836","5077.993333"
"55.16453346","5099.8"
"53.39349606","5137.97"
"59.66752911","5152.073333"
"61.46699011","5157.593333"
"64.64704008","5153.753333"
"62.67182774","5156.96"
"61.62136787","5170.696667"
"62.42316416","5187.16"
"63.31527563","5198.403333"
"65.90360744","5196.666667"
"67.48197603","5176.803333"
"65.99055551","5165.586667"
"63.09892262","5165.426667"
"55.83850841","5162.196667"
"58.35111676","5174.31"
"60.81982515","5187.526667"
"52.51806899","5210.346667"
"60.42558696","5215.593333"
"62.75180306","5223.043333"
"59.60315313","5202.266667"
"60.95041941","5177.726667"
"64.08156731","5143.866667"
"49.04558942","5139.703333"
"49.13500976","5154.526667"
"49.29339627","5175.606667"
"47.37113149","5207.966667"
"54.94943734","5218.506667"
"57.24382556","5211.83"
"59.41195509","5193.973333"
"58.14126718","5187.833333"
"53.15436014","5169.316667"
"51.05602276","5158.65"
"54.78713901","5137.383333"
"45.41276956","5140.166667"
"46.7598833","5093.1"
"46.18448848","5030.356667"
"46.71527568","4983.433333"
"32.28688947","4994.11"
"28.771758","4997.166667"
"36.15939387","4995.08"
"40.44236293","4971.786667"
"34.7381328","4956.63"
"39.1366624","4932.863333"
"36.80095202","4932.856667"
"33.34189118","4945.71"
"34.60583611","4981.166667"
"39.81100911","5007.03"
"38.87552612","5032.94"
"47.87889885","5048.063333"
"49.08809979","5069.06"
"47.93090431","5083.636667"
"52.75242544","5066.96"
"55.62511915","5032.886667"
"52.0697521","5028.146667"
"46.89832933","5049.9"
"44.64769256","5077.97"
"50.98840315","5082"
"54.01461782","5074.426667"
"53.54606762","5057.333333"
"51.80086945","5029.493333"
"51.29301143","4995.68"
"47.32935238","4995.03"
"42.27747441","5015.503333"
"40.10771893","5043.263333"
"48.71427901","5049"
"50.60667002","5050.7"
"50.58603436","5068.633333"
"50.69048016","5094.78"
"51.29216751","5107.99"
"57.39751029","5111.18"
"60.21500645","5115.79"
"54.9347508","5124.246667"
"57.11188688","5131.246667"
"60.42496517","5133.956667"
"56.79693275","5149.073333"
"58.4566879","5163.323333"
"60.4138989","5168.706667"
"62.05899993","5172.996667"
"63.36826438","5177.063333"
"61.43269118","5169.72"
"62.82728249","5151.436667"
"64.18557695","5143.91"
"55.34186022","5146.803333"
"51.56653381","5159.51"
"57.73384316","5140.516667"
"55.48817716","5098.296667"
"56.59454003","5056.703333"
"47.96826519","5058.343333"
"38.06672377","5097.873333"
"39.63339579","5127.913333"
"50.52045036","5136.486667"
"54.107573","5143.94"
"51.67551752","5161.473333"
"53.27147909","5190.766667"
"56.51688306","5216.03"
"57.8048302","5229.906667"
"62.85797168","5210.61"
"64.35500322","5198.726667"
"60.5708375","5196.003333"
"53.05473682","5211.873333"
"57.31644868","5205.476667"
"57.82667975","5206.32"
"58.37729195","5187.32"
"53.87894255","5187.58"
"57.14906928","5165.586667"
"49.35147077","5167.726667"
"53.01722813","5176.58"
"47.83884848","5211.513333"
"50.14181871","5264.11"
"55.95711161","5279.026667"
"59.84508934","5287.016667"
"65.89224825","5268.673333"
"57.47304306","5269.573333"
"58.98685852","5273.656667"
"57.91119469","5276.12"
"57.08325802","5285.786667"
"59.77852982","5294.413333"
"57.84867781","5295.633333"
"59.50476227","5312.566667"
"61.95473317","5323.63"
"56.43320937","5337.486667"
"62.75938469","5335.486667"
"63.30462205","5333.8"
"59.07770381","5351.366667"
"60.65472815","5351.693333"
"61.38833659","5367.373333"
"64.56489795","5376.016667"
"58.39698258","5397.943333"
"63.77788892","5406.896667"
"64.67462253","5421.9"
"64.9822762","5437.946667"
"66.37373128","5448.94"
"69.00209483","5459.846667"
"69.58324567","5467.58"
"69.33256114","5466.836667"
"71.98186768","5457.876667"
"71.2096859","5471.266667"
"64.99676392","5470.123333"
"65.35100742","5474.116667"
"72.07424356","5442.376667"
"58.61355689","5440.776667"
"60.676492","5428.623333"
"53.8299076","5433.856667"
"56.31055415","5433.63"
"54.24096906","5429.19"
"55.40363212","5435.383333"
"55.93525305","5436.686667"
"51.50453271","5444.67"
"57.21748721","5442.603333"
"55.3556849","5430.08"
"54.30456889","5407.313333"
"55.90085053","5390.38"
"48.59514083","5401.436667"
"43.29254087","5451.393333"
"47.9671319","5474.733333"
"54.04768164","5480.646667"
"62.96652161","5467.766667"
"55.4613359","5486.573333"
"54.05878186","5496.633333"
"56.71906368","5503.59"
"61.15392241","5492.94"
"55.91773406","5479.883333"
"57.44829704","5452.62"
"56.0491735","5427.023333"
"50.02058469","5418.13"
"46.54722201","5415.306667"
"45.99303477","5410.723333"
"46.91547662","5424.003333"
"45.54761477","5432.83"
"44.19435394","5444.633333"
"53.27537243","5436.226667"
"49.84809501","5372.336667"
"49.71443898","5307.653333"
"49.5791443","5197.723333"
"30.09983621","5144.713333"
"29.88079678","5111.04"
"22.54499248","5129.29"
"21.73964388","5162.133333"
"29.49404801","5165.25"
"32.03475288","5172.55"
"35.2638321","5168.393333"
"32.9089707","5186.766667"
"37.07445427","5208.073333"
"36.32934009","5226.28"
"40.69952216","5237.013333"
"45.61610304","5244.76"
"43.78025262","5266.643333"
"45.11893338","5291.776667"
"48.9746601","5307.036667"
"51.68283874","5316.42"
"53.98449972","5296.48"
"54.20724959","5270.563333"
"54.90403933","5235.723333"
"46.04524265","5222.533333"
"44.22510453","5186.9"
"41.88136504","5146.713333"
"41.59226709","5108.963333"
"33.48959825","5070.46"
"30.80003811","5005.146667"
"31.61018165","4949.476667"
"25.75894625","4920.75"
"20.31253767","4932.73"
"25.28996338","4900.806667"
"25.05229657","4882.07"
"26.15522969","4885.38"
"21.41021513","4921.283333"
"26.50873853","4958.753333"
"35.91712777","4963.253333"
"35.90021219","4960.636667"
"40.65692674","4950.14"
"38.64343552","4937.07"
"36.98925335","4932.186667"
"39.05351216","4908.54"
"36.34815216","4905.413333"
"36.76522499","4899.1"
"33.53394356","4919.833333"
"37.63471838","4921.86"
"37.05601471","4922.523333"
"42.89076684","4898.12"
"40.13200651","4871.966667"
"39.09947002","4856.293333"
"35.89183847","4863.743333"
"33.07091659","4884.92"
"36.42497692","4888.526667"
"41.71413772","4892.783333"
"42.87161613","4893.13"
"39.45376909","4888.713333"
"44.90611842","4843.58"
"44.45672131","4780.883333"
"39.34903682","4735.723333"
"32.03737023","4716.123333"
"28.28655204","4745.38"
"29.28958534","4771.733333"
"28.70293488","4794.6"
"41.80060472","4810.6"
"41.58587838","4812.726667"
"39.79741374","4809.13"
"48.47742874","4775.27"
"44.13784668","4713.946667"
"40.88732515","4617.01"
"39.06316046","4562.11"
"30.41444417","4549.71"
"23.94796846","4560.04"
"34.86582154","4526.703333"
"34.97521702","4478.876667"
"31.2598864","4420.7"
"30.05548965","4313.863333"
"28.16994306","4242.726667"
"24.09502237","4209.986667"
"19.2268348","4298.953333"
"25.33657669","4371.52"
"26.19334574","4462.146667"
"41.34267302","4456.09"
"42.37088079","4441.12"
"46.48509759","4415.62"
"41.58654507","4416.58"
"41.05090653","4389.013333"
"43.29167749","4360.403333"
"42.32411253","4336.376667"
"37.4203264","4350.336667"
"39.65319021","4364.7"
"39.44083874","4366"
"40.90000272","4356.68"
"43.44939409","4352.683333"
"40.71594298","4363.736667"
"39.80168845","4378.26"
"44.0387596","4366.813333"
"44.21758796","4321.516667"
"43.88749318","4265.97"
"41.3739741","4191.456667"
"34.71697623","4169.45"
"32.72511946","4174.273333"
"28.28309441","4219.066667"
"34.51581047","4228.863333"
"39.00138705","4268.793333"
"41.9177383","4332.426667"
"38.87496359","4425.536667"
"50.12856452","4474.78"
"56.59309631","4522.633333"
"58.9162342","4570.493333"
"59.16101017","4567.71"
"64.36690484","4540.326667"
"66.32047706","4504.05"
"54.77894705","4532.97"
"56.1219301","4559.18"
"56.96062706","4586.963333"
"59.67092991","4591.87"
"60.56207461","4614.313333"
"61.6699796","4643.14"
"59.74515666","4672.973333"
"63.78454775","4658.17"
"65.8586914","4584.94"
"64.0504376","4511.98"
"57.7327954","4464.053333"
"47.23165143","4484.41"
"46.1189262","4536.87"
"46.90131038","4574.293333"
"52.11740772","4585.446667"
"57.37703586","4547.763333"
"54.51034147","4505.703333"
"53.63791769","4467.383333"
"48.4012762","4454.956667"
"44.98258825","4462.22"
"45.02918224","4459.083333"
"45.99960113","4471.99"
"47.00427776","4480.346667"
"44.43172687","4505.933333"
"50.07245334","4526.06"
"49.7909","4540.446667"
"51.8096042","4549.26"
"55.6778978","4557.333333"
"53.4687749","4563.83"
"53.88792945","4530.856667"
"57.71143633","4521.563333"
"54.6741986","4516.663333"
"43.43447665","4546.97"
"53.47397421","4530.563333"
"52.41015854","4522.406667"
"51.61612301","4498.006667"
"48.89453697","4483.926667"
"50.16038592","4441.303333"
"44.86884889","4411.306667"
"45.09019893","4392.293333"
"39.04499158","4422.27"
"37.60130207","4482.86"
"41.79539861","4502.686667"
"49.55002106","4505.096667"
"55.74796044","4492.3"
"48.0872805","4510.3"
"49.95592295","4532.523333"
"52.21685818","4549.786667"
"52.6520634","4573.24"
"55.62514468","4562.763333"
"56.63997507","4558.916667"
"58.6456059","4564.24"
"51.38446823","4565.75"
"54.28291482","4561.906667"
"58.55096235","4514.073333"
"50.7230521","4508.1"
"52.11373162","4505.063333"
"45.11807572","4520.963333"
"49.37884051","4524.78"
"51.50313102","4509.633333"
"49.33246198","4481.233333"
"50.34662084","4444.616667"
"47.30280059","4432.95"
"41.90680943","4458.886667"
"40.81758388","4491"
"45.50999955","4533.296667"
"50.38657712","4565.643333"
"50.83865536","4600.54"
"57.37704105","4614.206667"
"58.92114772","4609.076667"
"59.92518934","4602.726667"
"60.71930572","4616.456667"
"56.02416164","4686.96"
"56.86162064","4744.466667"
"62.96804202","4766.686667"
"71.31820281","4758.99"
"67.58072227","4740.91"
"63.31999983","4745.083333"
"66.08336984","4741.633333"
"59.26942275","4763.1"
"61.4036358","4747.286667"
"62.8097897","4728.323333"
"63.73116623","4686.743333"
"54.78966891","4673.463333"
"55.70099893","4656.696667"
"50.31216832","4683.063333"
"50.65790537","4720.81"
"50.7182796","4761.363333"
"57.6741144","4795.713333"
"60.69301458","4820.073333"
"61.40032633","4843.706667"
"65.5601197","4842.166667"
"66.10863294","4831.166667"
"66.60830908","4811.94"
"63.75216345","4806.006667"
"60.76582418","4828.17"
"58.21512553","4847.03"
"60.28611249","4862.916667"
"65.92077015","4865.636667"
"61.80975003","4877.613333"
"62.85787794","4885.52"
"65.0087712","4875.66"
"65.01057087","4865.15"
"64.91169892","4845.793333"
"59.74340483","4818.3"
"59.40499493","4794.006667"
"54.71973732","4790.526667"
"46.86450276","4814.44"
"48.01748738","4835.07"
"53.07168757","4846.246667"
"56.75087723","4850.48"
"56.38949054","4858.826667"
"57.3278082","4864.53"
"58.41542402","4860.74"
"59.83506656","4833.653333"
"59.63222983","4821.08"
"55.21677881","4823.18"
"44.84353249","4832.473333"
"51.79865169","4830.473333"
"55.14855266","4834.65"
"49.15791351","4857.01"
"50.48197746","4874.686667"
"56.37005999","4887.206667"
"58.44965279","4898.143333"
"57.49056511","4898.896667"
"60.92252571","4869.23"
"62.36170709","4846.203333"
"55.57332027","4836.046667"
"45.86699169","4844.21"
"50.41311143","4831.763333"
"50.79791137","4819.72"
"49.3169114","4814.393333"
"44.96236483","4794.723333"
"45.63545739","4778.343333"
"47.45173571","4770.796667"
"37.80952267","4788.8"
"40.27234849","4788.33"
"46.37334963","4765.53"
"46.90604034","4740.81"
"41.41901083","4731.693333"
"37.9544696","4722.58"
"37.68425145","4716.82"
"38.70253998","4719.92"
"35.1202913","4722.11"
"36.72327988","4742.476667"
"43.01398896","4756.11"
"38.72568781","4790.756667"
"49.07105229","4798.72"
"50.7388545","4817.09"
"54.88419304","4823.256667"
"52.08972962","4842.273333"
"57.65402618","4861.056667"
"56.58904774","4894.643333"
"59.19679082","4915.356667"
"63.94313996","4908.946667"
"67.60337","4880.303333"
"64.28478425","4844.026667"
