"open","high","low","close","volume","ema26","cny","ltc","next1"
281.15,300,269,300,7.71,317.4159865,6.198144,0.007318,283.53
300,300,283.53,283.53,8.34,314.9059134,6.198018,0.007124,283.5
283.53,295.72,283,283.5,3.5,312.5795495,6.194036,0.006967,277.78
283.5,300,274.73,277.78,53.89,310.0018051,6.192516,0.006098,265
277.78,277.78,265,265,1.77,306.668338,6.191442,0.006604,265.06
265,300,263.02,265.06,59.03,303.5862389,6.187672,0.006426,216
265.06,268,215.09,216,200.71,297.0983694,6.182272,0.007059,175
216,230.99,175,175,204.92,288.0540457,6.179778,0.006701,219
175,236.47,175,219,133.32,282.9389312,6.173942,0.006174,213.36
219,219,195.2,213.36,44.71,277.7849363,6.189518,0.006774,200
213.36,213.36,196,200,9.22,272.0230892,6.191802,0.006622,219.98
200,220,199.5,219.98,31.12,268.1680455,6.192786,0.0064,211.01
219.98,219.98,206,211.01,7.54,263.9341162,6.201666,0.006296,219.82
211.01,219.84,208.4,219.82,5.22,260.6664039,6.198032,0.006336,224.49
219.82,225.91,206.1,224.49,47.35,257.9866703,6.195224,0.006162,227.02
224.49,241.02,224.49,227.02,26.41,255.6928429,6.193808,0.006167,228.04
227.02,231.24,222.68,228.04,10.24,253.6444841,6.20981,0.006182,250.87
228.04,251.36,228.02,250.87,108.7,253.4389668,6.212876,0.007625,257.06
250.87,257.06,241.28,257.06,46.71,253.7071915,6.214534,0.008892,270
257.06,307.05,250.04,270,86.66,254.9140662,6.235164,0.007793,250.85
270,270,205,250.85,59.44,254.6130242,6.227182,0.007968,248
250.85,280,248,248,66.57,254.1231706,6.228882,0.00803,231.83
248,248,222.28,231.83,36.22,252.4718246,6.227606,0.00828,220
231.83,239.36,220,220,55.19,250.0665043,6.231504,0.008347,216.69
220,239.98,216.69,216.69,13.39,247.5941706,6.23267,0.008669,239.98
216.69,239.98,210.01,239.98,5.1,247.030158,6.235354,0.008103,228
239.98,239.98,223.94,228,5.23,245.6205167,6.242494,0.007804,235.45
228,246.93,228,235.45,18.47,244.8671451,6.23958,0.008021,228.9
235.45,235.45,221.85,228.9,15.17,243.6843936,6.230141,0.007993,217
228.9,228.9,215.25,217,17.34,241.7077718,6.232536,0.008024,221.92
217,225,215,221.92,12.4,240.2420109,6.226046,0.008018,229.66
221.92,231.58,218.44,229.66,1.81,239.4581583,6.224384,0.007975,229.23
229.66,229.66,218.81,229.23,14.25,238.7005169,6.225212,0.008018,220.5
229.23,229.23,215,220.5,16.66,237.3523305,6.228572,0.007907,215.01
220.5,221.92,215,215.01,3.39,235.697343,6.222678,0.00802,207.2
215.01,215.01,205,207.2,5.63,233.5864287,6.222798,0.007916,224
207.2,224,207.2,224,2.52,232.8763229,6.225156,0.007937,232.8
224,240,207,232.8,58.79,232.8706694,6.220958,0.007735,250
232.8,250,228,250,44.01,234.1395087,6.220068,0.007565,233.94
250,264.8,228,233.94,48.46,234.1247303,6.220052,0.00782,250.66
233.94,250.66,227.67,250.66,27.26,235.349565,6.227482,0.007681,249.98
250.66,250.66,230.3,249.98,7.42,236.433301,6.232794,0.007679,236
249.98,249.98,230.3,236,14.94,236.4012046,6.23278,0.007718,240.1
236,244.06,236,240.1,6.17,236.6751894,6.233576,0.007672,241.03
240.1,248.5,240.1,241.03,40.23,236.997768,6.2338,0.007563,240.12
241.03,244.09,240.09,240.12,0.2377,237.2290444,6.234042,0.007564,235
240.12,247.44,235,235,21.4,237.06393,6.23389,0.007609,236.12
235,239.9,234.08,236.12,28.05,236.9940093,6.23475,0.007591,238
236.12,238,236.12,238,0.88,237.0685271,6.233038,0.007625,237.02
238,240.18,237.02,237.02,6.48,237.0649325,6.23795,0.007578,239.64
237.02,239.64,235,239.64,22.71,237.2556783,6.237038,0.00759,256
239.64,259.42,238,256,122.77,238.6441465,6.244064,0.007325,250.13
256,256,244,250.13,43.61,239.4949505,6.24639,0.007239,250.36
250.13,261.5,240.01,250.36,24.21,240.299769,6.247276,0.007293,271.37
250.36,280,249.89,271.37,53.78,242.6012676,6.251716,0.007082,277
271.37,280.09,264.69,277,24.73,245.1493218,6.252259,0.006956,269.4
277,285.73,267.32,269.4,36.32,246.9456684,6.247736,0.007087,274.49
269.4,278.61,265.17,274.49,16.6,248.9859892,6.245256,0.006981,260
274.49,275.46,260,260,10.93,249.8018419,6.241726,0.006982,269.93
260,270,260,269.93,0.1874,251.2928166,6.24162,0.006955,270.08
269.93,280,269.93,270.08,3.76,252.6844598,6.242398,0.006916,297
270.08,297.51,270.08,297,18.78,255.9670924,6.242458,0.006698,295
297,300,287.21,295,26.6,258.8584189,6.24172,0.006867,295.68
295,299.94,289,295.68,37.08,261.5859434,6.242622,0.006816,290.28
295.68,296.94,289.37,290.28,10.73,263.7114291,6.241802,0.00694,285
290.28,293,272,285,77.95,265.2883603,6.238828,0.006985,282.33
285,288.63,272.64,282.33,54.76,266.5507039,6.238026,0.007063,288
282.33,288,281.51,288,0.1454,268.1395407,6.238878,0.007047,294.44
288,294.44,288,294.44,32.99,270.0877229,6.242318,0.006978,284
294.44,294.96,284,284,17.76,271.1182619,6.231002,0.006969,257.48
284,288.2,250,257.48,37.81,270.1080203,6.212376,0.006866,255
257.48,280.87,253.45,255,6.26,268.9889077,6.182772,0.006822,261.65
255,271,255,261.65,1.21,268.4452849,6.191134,0.00678,259.68
261.65,272.49,259.68,259.68,0.1201,267.7960045,6.191622,0.006727,271.34
259.68,271.34,258.06,271.34,18.18,268.0585227,6.191178,0.006696,266.58
271.34,272,263,266.58,9.08,267.9490025,6.197228,0.006685,255.33
266.58,266.58,245,255.33,28.13,267.0142616,6.190508,0.006769,250.98
255.33,255.33,237.69,250.98,10.57,265.8265385,6.194106,0.006809,251.9
250.98,269,250.05,251.9,14.12,264.794943,6.192328,0.006811,252
251.9,252,242.88,252,0.6849,263.8471695,6.195346,0.006819,252.5
252,255.7,247.81,252.5,2.12,263.0066384,6.195082,0.006747,243.59
252.5,252.5,240.44,243.59,4.38,261.5683689,6.19499,0.006807,269
243.59,269,240.19,269,4.65,262.1188601,6.19499,0.006799,244.42
269,269,244.42,244.42,1.03,260.8078334,6.19165,0.006743,242.98
244.42,249.24,241.06,242.98,17.81,259.4872532,6.183712,0.00674,251.2
242.98,255.93,240,251.2,16.16,258.8733826,6.181772,0.006672,252.9
251.2,256,249.37,252.9,6.6,258.4309098,6.182224,0.006653,249.56
252.9,255,249.52,249.56,9.16,257.7738054,6.159464,0.006647,259.99
249.56,259.99,249.56,259.99,1.45,257.9379679,6.158774,0.006546,254.38
259.99,262.42,253.01,254.38,8.99,257.6744147,6.157342,0.00656,248.84
254.42,256.88,246.51,248.84,25.79,257.0200136,6.167532,0.006585,249.46
248.84,258.24,244.39,249.46,13.77,256.4600126,6.179114,0.006618,249.27
249.46,249.46,239.96,249.27,7.55,255.9274191,6.185014,0.006499,242.5
249.27,249.27,232.85,242.5,37.67,254.9327955,6.18733,0.006471,232.58
242.5,242.5,230.76,232.58,23.62,253.2770328,6.18926,0.006167,240
232.58,240,232.58,240,18.94,252.2935489,6.18962,0.006219,227.94
240,254.38,223.54,227.94,21.32,250.4895823,6.188662,0.006183,221.98
227.94,231.85,216.5,221.98,41.27,248.3777614,6.19238,0.00632,220.11
221.98,224,219.66,220.11,12.48,246.2838532,6.19238,0.00619,233.6
220.11,234.7,220.11,233.6,9.11,245.3443085,6.187326,0.006166,223.01
233.6,233.6,223.01,223.01,2.31,243.6899153,6.19238,0.006366,222.02
223.01,227.49,222,222.02,4.91,242.0847364,6.17822,0.006298,226.79
222.02,229,222.02,226.79,10.28,240.9517929,6.17781,0.006246,223.6
226.79,228,223.26,223.6,39.33,239.6664749,6.178008,0.006266,234.74
223.6,235.23,223.6,234.74,93.12,239.3015509,6.181348,0.006121,233.27
234.74,238.89,232.09,233.27,41.04,238.8547693,6.182038,0.006208,234.99
233.27,235.69,231,234.99,23.61,238.5684901,6.178244,0.006148,230.96
234.99,237.58,227.96,230.96,42.22,238.0048983,6.180546,0.006154,227.49
230.96,232.14,226.03,227.49,5.8,237.2260169,6.177072,0.006207,220.15
227.49,227.49,216.34,220.15,35.01,235.9611268,6.177204,0.006084,228.26
220.15,238.56,217.34,228.26,28.26,235.3906729,6.176464,0.006061,224.84
228.26,233.25,224,224.84,42.78,234.6091416,6.196754,0.006031,226
224.84,232,224,226,24.59,233.9714274,6.185512,0.006051,237.31
226,239.65,225.69,237.31,49.81,234.2187291,6.180966,0.006115,232.1
237.31,238.97,231.7,232.1,30.42,234.0617862,6.1821,0.006077,234.15
232.1,239.09,231.21,234.15,31.21,234.0683205,6.185554,0.006068,240.36
234.15,242.5,234.15,240.36,24.95,234.5343709,6.186074,0.005951,236.19
240.36,242.11,236.19,236.19,12.16,234.6570101,6.187106,0.005914,235.59
236.19,239.11,231.42,235.59,14.64,234.7261204,6.188196,0.00596,228
234.88,239.35,228,228,50.49,234.2278893,6.185728,0.006031,235.71
228,242.44,227,235.71,25.63,234.3376753,6.181888,0.006099,240.51
235.71,243,234.8,240.51,14.68,234.7948845,6.18551,0.006046,241.74
240.51,243,234.13,241.74,14.44,235.3093375,6.187954,0.005967,239.24
241.74,242.62,236.13,239.24,8.45,235.6004977,6.186933,0.005963,241.86
239.24,243.15,238.8,241.86,35.81,236.0641645,6.186016,0.005951,242.99
241.86,242.99,237.55,242.99,32.16,236.5771894,6.186976,0.005959,235.09
242.99,244,235.08,235.09,63.85,236.4670272,6.186594,0.006109,236.47
235.09,237.99,235,236.47,7.28,236.4672474,6.183198,0.006115,238.98
238.51,240.05,237.49,238.98,1.22,236.6533772,6.179932,0.006117,237.35
238.98,239.39,235.14,237.35,3.67,236.7049789,6.183107,0.00614,235.86
237.35,237.57,235.6,235.86,1.39,236.6423879,6.183264,0.006124,233.34
235.86,236.62,231.91,233.34,13.18,236.3977666,6.183148,0.006187,232.78
233.34,233.91,231.43,232.78,24.91,236.1297839,6.181658,0.006243,234.8
232.78,235.06,231.1,234.8,23.32,236.0312813,6.184546,0.006223,236.09
234.55,238.18,233.97,236.09,11.64,236.0356309,6.183266,0.006277,237.59
236.09,244,233.91,237.59,63.87,236.1507693,6.177258,0.007585,237.39
237.59,240.84,237.39,237.39,28.22,236.2425642,6.178366,0.007465,240.68
237.39,241.13,237.39,240.68,10.83,236.5712631,6.178466,0.007568,235.92
240.68,240.68,234.83,235.92,31.94,236.5230214,6.178318,0.007522,236.03
236.19,237.11,235.17,236.03,6.32,236.4865013,6.182018,0.007616,235.3
236.03,238,234.77,235.3,8.24,236.3986123,6.184094,0.00775,235.83
235.3,237.9,234.03,235.83,1.62,236.3564929,6.182338,0.007738,234.91
235.83,235.92,234.91,234.91,8.44,236.2493453,6.183896,0.007716,232.81
234.91,235.24,230.55,232.81,13.47,235.994579,6.18105,0.007743,227.59
232.81,235.86,227.59,227.59,12.77,235.3720176,6.180976,0.007081,224.23
227.59,232.4,222.03,224.23,33.59,234.5466829,6.180976,0.007209,229.5
224.23,229.5,222.29,229.5,4.71,234.1728546,6.182216,0.007354,227
229.5,229.5,226,227,23.8,233.641532,6.179866,0.007481,223.12
227,228.79,223.04,223.12,48.91,232.8621593,6.181776,0.007418,225
223.12,228.3,220.34,225,35.25,232.2797771,6.183196,0.0077,223.7
225,225.65,223.7,223.7,5.36,231.644238,6.184394,0.007784,224.35
223.7,225.33,223.7,224.35,0.3,231.1039241,6.184686,0.007768,224.35
224.35,224.35,224.35,224.35,0,230.6036334,6.185008,0.007804,230.92
226.79,230.92,226.79,230.92,2.41,230.627068,6.187768,0.007862,227.26
230.92,230.92,226.57,227.26,8.95,230.3776556,6.18748,0.007657,228.92
227.26,231.59,227.26,228.92,33.69,230.2696811,6.18689,0.007797,229.44
228.92,233.15,228.86,229.44,62.23,230.2082232,6.19073,0.007856,231.04
229.44,231.06,226.14,231.04,25.31,230.2698363,6.190068,0.007999,232.15
232,233.29,231.19,232.15,18.23,230.4091077,6.189824,0.008538,235.54
232.15,235.54,231.34,235.54,20.07,230.7891738,6.194442,0.008438,247.14
235.54,251,233.82,247.14,140.78,232.0003461,6.190452,0.01132,245.03
247.14,256.38,245.03,245.03,67.31,232.9655057,6.190734,0.01151,247.5
245.03,252.66,244,247.5,29.81,234.0421349,6.191082,0.01244,245.5
247.69,249.63,227,245.5,116.85,234.8908656,6.188398,0.01152,243.85
245.5,245.5,241.5,243.85,19.41,235.5545052,6.162728,0.01232,241
243.85,244.96,238.05,241,41.9,235.9578752,6.162532,0.01231,248.08
241,248.08,241,248.08,39.37,236.8558104,6.186804,0.01217,243.72
248.08,248.08,243.72,243.72,49.66,237.3642688,6.189404,0.01218,241.67
243.72,243.72,240.17,241.67,1.31,237.6832119,6.18576,0.01169,242.04
241.67,244,239.53,242.04,16.47,238.0059369,6.186788,0.01172,242
242.04,244,242,242,1.76,238.3017935,6.19047,0.0118,251.93
242,251.93,242,251.93,33.66,239.3112902,6.188466,0.0124,248.5
251.93,260,247.45,248.5,55.48,239.9919354,6.188408,0.0124,268.47
248.5,268.5,248.5,268.47,95.24,242.1014217,6.210902,0.01464,262.63
268.47,273,258.49,262.63,67.94,243.6220571,6.188452,0.01555,258.1
262.63,265.02,255.5,258.1,71.06,244.6944973,6.183754,0.01525,254.74
258.1,259.76,253.43,254.74,15.94,245.4386086,6.181964,0.01603,254.01
254.74,273,252.88,254.01,19.88,246.0735265,6.185244,0.01619,262
254.01,263,254.01,262,17.28,247.2532653,6.185996,0.0159,269.62
262,274.68,257.12,269.62,69.67,248.9100605,6.185742,0.0176,274.59
269.62,278,268.14,274.59,96.76,250.8122782,6.197226,0.01982,265.36
274.59,274.59,265,265.36,29.65,251.8898872,6.188226,0.02013,270.01
265.36,276.32,265.36,270.01,35.2,253.2321178,6.190102,0.02287,269.67
270.01,275.67,267.39,269.67,34.26,254.4497387,6.189352,0.02864,284.54
269.67,297,268.96,284.54,167.87,256.6786469,6.189694,0.0152,293.6
284.54,298.99,283.06,293.6,71.96,259.413562,6.190276,0.01478,308.14
293.6,316.01,291.69,308.14,138.95,263.0229278,6.19005,0.01684,290.18
308.14,312.3,269,290.18,337.1,265.0345627,6.193508,0.0159,288.75
290.18,295.97,286.79,288.75,36.2,266.7912618,6.188248,0.01595,287.5
288.75,293.79,287.5,287.5,9.26,268.3252424,6.188448,0.01471,276.74
287.5,292,273.4,276.74,54.21,268.9485578,6.189792,0.01303,280.38
276.74,281.31,275.52,280.38,4.76,269.7953313,6.189864,0.01347,278.01
280.38,281.69,274.92,278.01,14.07,270.4038253,6.189938,0.01445,275.54
278.01,279.57,274.32,275.54,0.4725,270.7842826,6.189672,0.01336,277.56
275.54,280.4,275.54,277.56,83.54,271.2861876,6.187732,0.01417,276.45
277.56,281.41,276.45,276.45,20.68,271.6686923,6.189042,0.01371,276.98
276.45,279.38,275.31,276.98,60.14,272.0621225,6.183778,0.01383,276.89
276.98,278.4,276.03,276.89,24.71,272.419743,6.188352,0.01375,290
276.89,290,276.18,290,41.53,273.7219843,6.188952,0.01608,288.92
290,291.81,286.67,288.92,27.57,274.8477632,6.187982,0.01611,291.28
288.92,293.85,287.83,291.28,8.72,276.0649659,6.187982,0.01592,296.1
291.28,296.1,286.55,296.1,11.07,277.5490425,6.187642,0.01594,293.56
296.1,296.8,287,293.56,57.37,278.7350394,6.188652,0.01732,291.61
293.56,293.56,280,291.61,29.31,279.6887402,6.188202,0.01665,288.96
291.61,291.61,280,288.96,30.74,280.3755002,6.188082,0.01603,293.48
288.96,293.48,280,293.48,41.34,281.3462039,6.188232,0.01622,283.27
293.48,293.48,277.12,283.27,63.84,281.4887073,6.209574,0.01499,283.84
283.27,289.89,277.91,283.84,0.8988,281.6628771,6.209592,0.0149,283.87
283.84,285.51,280.57,283.87,18.34,281.8263677,6.20966,0.01504,287.68
283.87,287.68,280.53,287.68,21.61,282.2599701,6.20988,0.01538,284.83
287.68,287.77,281.02,284.83,30.98,282.4503427,6.20966,0.0154,278.67
284.83,286.96,278.6,278.67,19.72,282.1703173,6.210314,0.01454,281.04
278.67,290,274.15,281.04,62.78,282.0865901,6.209462,0.01498,263.83
281.04,283.78,263.83,263.83,20.31,280.7342501,6.208812,0.01489,269.77
263.83,269.77,258,269.77,23.82,279.9220834,6.20881,0.01483,266.85
269.77,273.88,262.49,266.85,19.33,278.9537809,6.20863,0.01498,270
266.85,270,260,270,99.5,278.2905379,6.20942,0.01526,270
270,270,265.49,270,61.28,277.676424,6.302642,0.01515,264.03
270,270,261.64,264.03,138.89,276.6655778,6.374764,0.01472,268.33
264.03,270,262.01,268.33,368.75,276.0481276,6.39959,0.01518,265.55
268.33,269.22,265.22,265.55,164.32,275.2704885,6.39416,0.01504,260.35
265.55,270,257.01,260.35,263.6,274.1652671,6.392256,0.01536,258.64
260.35,263.12,257.57,258.64,88.91,273.0152473,6.39115,0.01544,247.99
258.64,259.93,247.99,247.99,480.9,271.1615253,6.39399,0.0155,230.12
247.99,247.99,188.11,230.12,422.39,268.1214123,6.39512,0.01534,236.87
230.12,238.71,228.91,236.87,527.39,265.8064929,6.395182,0.01536,234.39
236.87,238.71,232.62,234.39,137.94,263.4793453,6.392668,0.01535,231.99
234.39,235.32,223.1,231.99,171.18,261.1468012,6.387586,0.01528,228.13
231.99,232.38,226.07,228.13,52.24,258.7011122,6.387612,0.01499,212.48
228.13,228.13,209.79,212.48,288.68,255.2773261,6.38754,0.01419,224.7
212.48,235.99,204.01,224.7,535.65,253.012339,6.40243,0.01346,227.87
224.7,243.38,223.11,227.87,153.24,251.1499435,6.412044,0.01311,226.01
227.87,233,225.31,226.01,176.15,249.2877255,6.41117,0.01284,233.15
226.01,237.98,222.57,233.15,263.59,248.0923384,6.40755,0.01255,229
233.15,234.97,228.95,229,99.35,246.6780911,6.39324,0.01258,228.5
229,233.1,226.68,228.5,61.66,245.3315658,6.389898,0.01242,230.92
228.5,233.51,226,230.92,98.64,244.2640424,6.38912,0.01236,229.24
230.92,231.12,226.87,229.24,100.04,243.1511504,6.37921,0.01242,226.82
229.24,232.99,226.82,226.82,191.81,241.9414356,6.367582,0.01228,226.94
226.82,231.13,226.17,226.94,292.34,240.8302181,6.358118,0.01157,231.01
226.94,231.79,226.55,231.01,151.63,240.1027946,6.356556,0.01179,236.32
231.01,237,230.25,236.32,173.97,239.8225875,6.356416,0.01244,241.99
236.32,243.38,236.32,241.99,112.16,239.9831366,6.356416,0.01283,241.07
241.99,242.78,239.13,241.07,148.82,240.063645,6.35609,0.01275,243.27
241.07,246.51,240.35,243.27,253.52,240.3011528,6.36362,0.01253,239.03
243.27,244.97,238.18,239.03,194.48,240.2069933,6.366966,0.01231,238.16
239.03,240.46,236.99,238.16,43.19,240.0553642,6.375252,0.01233,239.43
238.16,241.65,238.16,239.43,69.18,240.0090409,6.37716,0.01227,236.21
239.43,242.12,233.67,236.21,111.08,239.7276305,6.375392,0.01208,232.43
236.21,237.45,228.68,232.43,88.56,239.1870653,6.374416,0.01218,230.65
232.43,232.64,226.32,230.65,468.96,238.5546901,6.37494,0.01232,229.12
230.65,232.32,228.6,229.12,122.06,237.8558241,6.37025,0.01223,229.08
229.12,232.2,226.91,229.08,65.86,237.2057631,6.369714,0.01225,233.37
229.08,236,227.88,233.37,43.24,236.9216325,6.371226,0.01254,232.83
233.37,235.5,231.92,232.83,62.93,236.6185486,6.366792,0.01275,232.01
232.83,233.29,230,232.01,70.59,236.2771746,6.364378,0.01237,230.17
232.01,232.01,230.17,230.17,1.97,235.8247913,6.36392,0.01232,227.17
230.17,231.49,226.95,227.17,32.07,235.1836957,6.36558,0.01229,228.6
227.17,233.86,223.1,228.6,155.16,234.6960145,6.36859,0.01233,230.24
228.6,231.08,228.23,230.24,101.29,234.3659394,6.37422,0.01243,231.78
230.24,235,229.71,231.78,41.49,234.1743883,6.38175,0.01245,236
231.78,237.2,231.78,236,142.01,234.3096188,6.384078,0.01242,233.49
236,236,233.46,233.49,52.56,234.2489063,6.376232,0.01221,230.62
233.49,235,230.62,230.62,29.87,233.9800984,6.374838,0.01225,239.42
230.62,239.97,230.62,239.42,120.69,234.3830541,6.37438,0.01276,238.02
239.42,240,235,238.02,95.55,234.6524575,6.37029,0.01266,236
238.02,238.02,235,236,40.02,234.7522755,6.36486,0.01273,237.8
236,238,234.59,237.8,37.17,234.9780328,6.358596,0.01268,236.98
237.8,239.86,236.46,236.98,71,235.1263267,6.356352,0.01256,238.8
236.98,238.8,236.43,238.8,18.77,235.3984506,6.35595,0.01267,238.97
238.8,239.95,237.6,238.97,12.85,235.6630099,6.35595,0.01256,240
238.97,240.44,237.16,240,81.09,235.9842684,6.35591,0.01253,244.53
240,248.39,239.45,244.53,90.91,236.6172855,6.35698,0.01275,243.69
244.53,247.2,234.55,243.69,131.5,237.1411903,6.35624,0.01256,242.7
243.69,244.73,233,242.7,113,237.552954,6.3561,0.01254,244.76
242.7,244.87,241.95,244.76,86.38,238.0868093,6.35391,0.01272,245.64
244.76,245.64,241.75,245.64,30.59,238.6463049,6.347134,0.01267,245.11
245.7,247.12,245.06,245.11,43.18,239.1250971,6.34586,0.01275,245.93
245.11,247.11,244,245.93,27.4,239.629164,6.34587,0.01279,249
245.93,249.51,244.01,249,106.55,240.3233,6.32686,0.01273,253.64
249,253.66,241,253.64,113.09,241.3097222,6.337762,0.0124,253.73
253.64,255,251.86,253.73,103.35,242.2297428,6.34488,0.01216,258
253.73,268.51,253,258,274.76,243.39791,6.347346,0.01179,268.54
258,271,258,268.54,94.7,245.260287,6.350474,0.01131,257
268.54,270,252,257,56.32,246.1298954,6.35211,0.01149,264.06
257,265.73,251,264.06,32.4,247.4580513,6.35203,0.01151,270
264.06,270,264,270,114.12,249.1278253,6.35846,0.01141,266.59
270,270.74,264.57,266.59,208.93,250.4213197,6.350918,0.01153,274.2
266.59,278,263.73,274.2,70.23,252.1827034,6.34897,0.01132,276.16
274.2,279.31,270,276.16,100.13,253.9587995,6.355548,0.01122,283.38
276.16,283.38,276.16,283.38,75.76,256.1381476,6.35034,0.01099,289.37
283.38,294.48,283.38,289.37,115.46,258.5997663,6.34923,0.01068,285.21
289.37,289.37,280.64,285.21,64.43,260.5708948,6.35231,0.0109,292.51
285.21,296.31,285.21,292.51,254.57,262.9367544,6.352642,0.01049,290.16
292.51,305,290,290.16,141.9,264.9532911,6.357854,0.01018,313.04
290.16,317.84,290.16,313.04,125.82,268.5152696,6.356698,0.01238,325
313.04,333,311.77,325,330.76,272.6993237,6.32603,0.01217,306.13
325,331,306.13,306.13,56.65,275.1756701,6.32529,0.01163,307.44
306.13,320,304.69,307.44,54.31,277.5656204,6.3176,0.01175,358.17
307.44,360,307.44,358.17,193.56,283.5363152,6.33446,0.01141,398.01
358.17,418.97,307.23,398.01,386.28,292.0158474,6.338026,0.01126,391.93
398.01,489.99,368.49,391.93,416.24,299.4168958,6.33593,0.009992,380
391.93,438.72,341,380,193.96,305.3860146,6.34315,0.009918,362.06
380,390,346.34,362.06,96.24,309.5840876,6.352326,0.009398,383.89
362.06,389.81,362.06,383.89,53.7,315.0882292,6.35226,0.009225,357
383.89,385,352,357,76.41,318.1928049,6.35212,0.009171,371.69
357,378.66,350,371.69,52.39,322.15556,6.3608,0.008901,337.83
371.69,379,327.93,337.83,123.53,323.3166297,6.360416,0.009202,309.3
337.83,341,300,309.3,140.81,322.2783608,6.366944,0.009647,330.95
309.3,341,301.56,330.95,178.07,322.9207045,6.368842,0.00977,336.95
330.95,340.18,326.5,336.95,121.27,323.9599115,6.372932,0.009617,329.74
336.95,339.47,326.03,329.74,51.79,324.3880662,6.37325,0.009606,315
329.74,333.74,315,315,73.53,323.6926539,6.37321,0.009618,321.91
315,330,315,321.91,83.01,323.5606055,6.37248,0.009658,330
321.91,336.89,321.91,330,86.16,324.0375977,6.37638,0.009607,326.5
330,334.75,326,326.5,60.88,324.2199978,6.38342,0.009531,326.26
326.5,332.71,323.07,326.26,46.11,324.3711091,6.383346,0.009623,317.21
326.26,326.26,310,317.21,78.94,323.8406566,6.384618,0.00968,321.48
317.21,324.37,317.21,321.48,4.55,323.6657931,6.385532,0.009662,322.85
321.48,325,319.03,322.85,36.68,323.605364,6.38577,0.00968,322.68
320,323.5,319,322.68,68.89,323.5368185,6.38777,0.009668,320.42
322.68,325,316.01,320.42,344.3,323.3059431,6.390386,0.009737,329.69
320.42,330,317.57,329.69,180.61,323.7788362,6.389584,0.01008,356.2
329.69,370,329.69,356.2,133.6,326.1804039,6.389276,0.01022,360.59
356.2,364,350.53,360.59,86.19,328.7292629,6.39366,0.009967,356.5
360.59,360.59,350.28,356.5,54.91,330.7863545,6.394042,0.009826,370.39
356.5,373.77,353.03,370.39,87.7,333.7199579,6.39421,0.0099,378.5
370.39,380.68,370.39,378.5,79.73,337.036998,6.39534,0.009535,361.58
378.5,378.5,355,361.58,442.02,338.8549982,6.39785,0.009498,362.02
361.58,362.41,349.2,362.02,220.97,340.5709242,6.399034,0.00935,361.3
362.02,370,356.99,361.3,1152,342.1064113,6.400336,0.009325,364.93
361.3,365.08,357.48,364.93,50.81,343.7970475,6.39914,0.00928,389.64
364.93,390.58,363.93,389.64,205.27,347.1928218,6.400502,0.009082,392.39
389.64,404.21,386.01,392.39,167.32,350.5407609,6.40082,0.008826,395.3
392.39,398,384.07,395.3,244.4,353.8562601,6.40558,0.009187,400
395.3,400,388.52,400,230.13,357.2743149,6.414974,0.00882,416.33
400,420,400,416.33,295.14,361.6488101,6.42596,0.008782,417.3
416.33,420,410.01,417.3,231.12,365.7711205,6.43599,0.008766,443.12
417.3,445,416,443.12,462.82,371.5006671,6.447395,0.008481,431
443.12,464,407.14,431,239.52,375.9080251,6.442686,0.008256,432
431,438,418.37,432,39.9,380.0629862,6.452359,0.008208,440.19
432,445,426.21,440.19,300.24,384.5168391,6.454231,0.008088,460.49
440.19,464,430.01,460.49,187.03,390.1444806,6.458699,0.008189,453.65
460.49,464.98,441,453.65,185.26,394.8485932,6.470792,0.008068,451.03
453.65,459.15,445,451.03,67.71,399.0101789,6.480859,0.008197,464.97
451.03,467.69,451.03,464.97,92.7,403.8960915,6.481875,0.008077,458.01
464.97,464.97,455,458.01,52.99,407.9045292,6.482088,0.008017,441.22
458.01,460.49,436,441.22,166.61,410.3723418,6.482395,0.007951,441.75
441.22,446.96,426.7,441.75,193.74,412.6966128,6.481345,0.007831,437.69
441.75,444.25,434.29,437.69,40.92,414.5479748,6.479563,0.007788,444.83
437.69,445.99,435.47,444.83,65.77,416.7910878,6.476202,0.008026,452.71
444.83,458,443.99,452.71,60.26,419.451748,6.47692,0.007985,457.84
452.71,457.95,451.12,457.84,4.07,422.2953222,6.471257,0.007942,417.47
457.84,457.84,409,417.47,216.29,421.9378909,6.468487,0.008267,426.04
417.47,429.72,409.41,426.04,26.46,422.2417509,6.46809,0.008289,418.78
426.04,429.36,418.78,418.78,108.99,421.9853249,6.468671,0.008221,430.95
418.78,432.5,418.78,430.95,148.55,422.6493749,6.485139,0.008113,424.31
430.95,435,420,424.31,48.79,422.7723841,6.490175,0.0081,431.31
424.31,431.31,416.61,431.31,80.65,423.4048001,6.49133,0.008101,431.51
431.31,434.97,430.74,431.51,14.32,424.0051853,6.501201,0.00816,433.07
431.51,434.99,430.32,433.07,25.38,424.6766531,6.504246,0.00808,427.63
433.07,434.99,422.98,427.63,14.39,424.8954195,6.503476,0.0081,431.08
427.63,433.96,426.56,431.08,51.5,425.3535366,6.527556,0.00807,431.32
431.08,434.73,429,431.32,33.76,425.7954968,6.521699,0.00803,429.99
431.32,431.33,427.58,429.99,20.05,426.1062008,6.549517,0.00801,457.88
429.99,457.88,427.78,457.88,132.76,428.4598155,6.58394,0.00787,455.22
457.88,460,447.64,455.22,110.94,430.4420514,6.595137,0.00787,451.38
