"open","high","low","close","volume","ema26","cny","ltc","next1"
455.22,459.87,450,451.38,84.78,431.9930106,6.586201,0.00793,447.38
451.38,451.38,442.05,447.38,41.49,433.1327876,6.58645,0.00791,450
447.38,454.53,443.81,450,106.93,434.3822107,6.572526,0.00794,449.81
450,452.23,445.03,449.81,151.13,435.5250099,6.569598,0.00791,433.98
449.81,455,427.17,433.98,191.65,435.4105647,6.573614,0.00804,430
433.98,437.15,430,430,42.29,435.0097822,6.586832,0.00802,374.41
430,430.91,372.66,374.41,590.29,430.5209094,6.585086,0.00838,388.16
374.41,390.58,351.76,388.16,552.55,427.3830643,6.581094,0.00797,385
388.16,395,381.6,385,135.81,424.243578,6.580006,0.00788,390.1
385,391.82,376.58,390.1,246.35,421.7144241,6.57321,0.00788,381.08
390.1,390.97,379.02,381.08,68.55,418.7044668,6.577124,0.00792,419.46
381.08,425.13,375.93,419.46,792.43,418.7604322,6.578382,0.00807,412.31
419.46,425.78,406.05,412.31,730.53,418.2826224,6.580525,0.00783,382.82
412.31,412.31,375.52,382.82,510.72,415.6557615,6.579636,0.00802,389.11
382.82,395,381.36,389.11,372.76,413.6894088,6.579332,0.00797,400.68
389.11,406.71,385.81,400.68,609.63,412.7257489,6.579278,0.0079,394.01
400.68,401.25,387.17,394.01,462.68,411.3393971,6.57908,0.00794,395.95
394.01,406.7,390.45,395.95,719.82,410.1994418,6.581381,0.008,396
395.95,401.48,393.11,396,200.09,409.1476313,6.578372,0.00832,379.27
396,398.03,376.97,379.27,316.78,406.9344734,6.576319,0.00811,379.92
379.27,385.63,365,379.92,606.53,404.9334013,6.575282,0.00815,378
379.92,383.18,376.12,378,216.06,402.9383345,6.575917,0.00809,369.84
378,381,369.82,369.84,199.96,400.486606,6.576226,0.00824,372
369.84,380,366.16,372,533.92,398.3764871,6.58365,0.0082,373.71
372,376.68,372,373.71,362.3,396.5493399,6.580413,0.00817,368
373.71,373.71,365.78,368,214.2,394.434574,6.577491,0.00823,392
368,392,368,392,369.21,394.2542352,6.568021,0.00808,387.22
392,392,382.48,387.22,492.86,393.7331807,6.574747,0.00807,375.69
387.22,387.22,367.71,375.69,412.74,392.3966488,6.574047,0.00817,372.82
375.69,381.23,371.55,372.82,185.05,390.9465267,6.574224,0.00813,372
372.82,377.78,371.66,372,443.23,389.5430802,6.573669,0.00814,378.48
372,381.4,371.26,378.48,733.23,388.7235928,6.573752,0.00812,379.3
378.48,384.76,371.71,379.3,1257.01,388.0255489,6.573897,0.00805,377.21
379.3,383.95,373.67,377.21,1274.38,387.2243971,6.572268,0.00804,380.3
377.21,383.49,375.76,380.3,1037.16,386.7114788,6.572664,0.00801,389.15
380.3,391.14,380.3,389.15,765.66,386.89211,6.565472,0.00795,403.25
389.15,404.26,386.82,403.25,653.35,388.1038056,6.56597,0.00783,396
403.25,409.31,392,396,736.74,388.6887089,6.506061,0.00785,405.5
396,408.6,390.1,405.5,1021.74,389.9339897,6.517924,0.0078,416.16
405.5,421.8,403.01,416.16,1183.09,391.8766571,6.52624,0.00774,422
416.16,424.79,411.46,422,823.83,394.1080159,6.53047,0.00768,417.05
422,422,413.13,417.05,446.29,395.8074221,6.52162,0.00767,440.3
417.05,442,417.05,440.3,1124.57,399.1031686,6.52196,0.00784,437.04
440.3,444,422.5,437.04,879.59,401.9133043,6.52216,0.00784,433.35
437.04,437.04,422,433.35,819.77,404.2419484,6.52265,0.0079,420.99
433.35,437.15,414.29,420.99,1304.29,405.4825448,6.52752,0.00804,423.2
420.99,427.1,408.14,423.2,770.74,406.7949489,6.53037,0.00791,421.85
423.2,426,416.7,421.85,739.44,407.9101379,6.53235,0.00793,427.2
421.85,427.2,417.65,427.2,447.57,409.3390165,6.53797,0.00793,433.04
427.2,436,427.2,433.04,626.68,411.0946449,6.53762,0.00786,430.14
433.04,434.98,421.07,430.14,177.5,412.505412,6.53986,0.00787,435.92
430.14,442,429.29,435.92,544.69,414.2398259,6.54985,0.00783,429.88
435.92,439.41,422.79,429.88,1697.67,415.3983573,6.55239,0.00789,424.39
429.88,432.48,412,424.39,1264.09,416.0644049,6.55162,0.00787,419.62
424.39,431.11,417,419.62,3882.56,416.3277823,6.53747,0.00785,406.71
419.62,424.46,404.87,406.71,2392.2,415.615354,6.51752,0.00785,394.52
406.71,408.99,388.4,394.52,4809.95,414.0527352,6.51941,0.00792,403.86
394.52,410.06,387.27,403.86,1897.16,413.2977178,6.51215,0.00786,413.75
403.86,414.12,397.4,413.75,1302.37,413.3312202,6.51909,0.00785,410.29
413.75,414.36,407.5,410.29,1318.45,413.1059446,6.50788,0.00785,410.55
410.29,414.74,406.45,410.55,1526.59,412.9166154,6.51326,0.0079,415.81
410.55,429.7,409.42,415.81,2769.06,413.1309402,6.50932,0.00783,419.92
415.81,423.65,415,419.92,1562.08,413.6338335,6.49515,0.00801,407.22
419.92,420.59,406.15,407.22,4268.69,413.1587347,6.4951,0.00795,408.87
407.22,413.62,406.65,408.87,1999.17,412.8410507,6.4951,0.00791,415.42
408.87,416.5,407.74,415.42,3410.81,413.0320839,6.49183,0.0079,415.59
415.42,417.04,412.17,415.59,1855.24,413.2215592,6.51231,0.00794,416.78
415.59,419.04,412.87,416.78,1497,413.4851474,6.52076,0.00791,420.75
416.78,422.69,416.78,420.75,1963.65,414.0232846,6.48482,0.0079,409.43
420.75,421,405.03,409.43,3199.64,413.6830413,6.47315,0.00774,410.09
409.43,411.44,405.53,410.09,1860.96,413.4168901,6.47145,0.00776,412.14
410.09,414.82,409.39,412.14,806.37,413.3223057,6.47173,0.00776,411.76
412.14,414.36,407.68,411.76,1327.09,413.2065793,6.48162,0.00777,414.82
411.76,417.9,411.17,414.82,1669.12,413.326092,6.48926,0.00775,415.53
414.82,417.98,411.89,415.53,1267.5,413.4893444,6.49264,0.00775,415.96
415.53,417.78,413.12,415.96,1197.63,413.6723559,6.51304,0.00775,416.11
415.96,419.76,413.61,416.11,920.85,413.8529222,6.51325,0.00773,417.31
416.11,418.4,415.28,417.31,975.38,414.109002,6.51193,0.00773,424.97
417.31,430,415.9,424.97,1313.9,414.9135204,6.51305,0.00776,423
424.97,426.39,421.13,423,1142.24,415.5125189,6.49965,0.00689,415.71
423,428.11,405,415.71,1227.79,415.5271471,6.50494,0.00775,413.38
415.71,416.7,409.12,413.38,1050.18,415.3680992,6.47135,0.00777,417.56
413.38,419.99,412.42,417.56,2066.84,415.5304622,6.46669,0.00782,417.9
417.56,419.04,415.5,417.9,633.93,415.7059835,6.47272,0.00778,420.57
417.9,423.17,417.9,420.57,564.79,416.066281,6.479217,0.00776,421.5
420.57,421.66,417.96,421.5,481.01,416.4687787,6.480869,0.00775,420.14
421.5,421.6,417.54,420.14,560.66,416.740721,6.479358,0.00773,423.39
420.14,424.97,419.5,423.39,998.65,417.2332602,6.477129,0.00768,422.78
423.39,424.61,421.56,422.78,847.16,417.6441298,6.479973,0.0077,422.61
422.78,424.39,420.06,422.61,1096.07,418.0119721,6.466143,0.0077,418.31
422.61,425.96,418,418.31,861.04,418.0340482,6.465918,0.0077,419.29
418.31,420.75,415,419.29,846.56,418.1270817,6.465948,0.00769,420.95
419.29,422.92,416.96,420.95,1655.44,418.3361867,6.464682,0.0077,422.58
420.95,424.5,420.23,422.58,1258.4,418.6505433,6.459198,0.00768,427.08
422.58,430.36,422.58,427.08,1151.1,419.2749475,6.465316,0.00766,423.54
427.08,427.71,422,423.54,1159.6,419.5908773,6.476974,0.00764,424.52
423.54,425.77,422.39,424.52,532.25,419.9559975,6.479909,0.00766,429.25
424.52,431.02,424.52,429.25,632.81,420.6444421,6.476494,0.00765,429.12
429.25,434.23,427.97,429.12,690.59,421.2722612,6.477365,0.0076,427.87
429.12,431.37,424.58,427.87,648.34,421.7609826,6.47693,0.00764,428.02
427.87,429.8,426.28,428.02,1030.36,422.2246135,6.475655,0.00758,436.92
428.02,438,426.8,436.92,1179.9,423.3131607,6.470728,0.007571,441.77
436.92,444,434.27,441.77,1580.25,424.680334,6.469378,0.007428,451.01
441.77,451.34,440.11,451.01,930.69,426.6306796,6.479293,0.007469,446
451.01,451.01,442.7,446,641.31,428.0654441,6.495715,0.007476,450.71
446,450.71,443.22,450.71,698.02,429.7428186,6.49852,0.007402,460
450.71,460,445.4,460,1112.4,431.9840913,6.499971,0.007985,464
460,469.69,452.5,464,1447.44,434.3556401,6.493799,0.008315,469.3
464,470,461.88,469.3,899.83,436.9441112,6.495583,0.008706,448.35
469.3,469.3,445.48,448.35,1475.35,437.7889918,6.49597,0.008865,450.86
448.35,451.48,435.43,450.86,1919.74,438.7572147,6.478205,0.008459,456.22
450.86,457.22,447.39,456.22,953.38,440.0507543,6.476542,0.008402,446.44
456.22,458.12,446.44,446.44,1176.69,440.5240318,6.475936,0.008191,452.07
446.44,454.47,446.44,452.07,293.27,441.3792887,6.475137,0.008196,444
452.07,453.58,440,444,1306.69,441.5734154,6.475707,0.008286,451.92
444,452.52,442.52,451.92,1262.5,442.3398291,6.485601,0.008354,448
451.92,451.92,444.86,448,729,442.759101,6.495644,0.008363,448.74
448,450,447.22,448.74,642.47,443.2021306,6.504156,0.0083,460.7
448.74,462.37,447.17,460.7,1842.71,444.4982691,6.500085,0.008242,459.1
460.7,462.34,457.92,459.1,277.86,445.5798788,6.498556,0.008698,459.1
459.1,461.79,455.95,459.1,634.19,446.5813692,6.497878,0.008593,461.75
459.1,464.99,455.99,461.75,1279.65,447.7049715,6.512597,0.008894,452.13
461.75,463.49,450,452.13,1013.32,448.0327514,6.516608,0.00848,453.97
452.13,455,450.99,453.97,1766.78,448.4725476,6.497408,0.008554,454.95
453.97,455,449.39,454.95,869.91,448.9523589,6.515368,0.008515,456.05
454.95,457.5,452.61,456.05,1274.72,449.4781101,6.527461,0.00863,455.4
456.05,458.06,453.79,455.4,972.97,449.9167686,6.530977,0.008815,457.65
455.4,459.79,454.14,457.65,274.15,450.4896005,6.532749,0.008928,454.39
457.65,458,450.17,454.39,1237.42,450.778519,6.525979,0.008846,454.16
454.39,455,451,454.16,1000.13,451.0289991,6.525029,0.008814,453.24
454.16,455.88,452.35,453.24,1429.97,451.1927769,6.536439,0.008846,432
453.24,453.85,431.88,432,1254.84,449.7710898,6.539599,0.008706,439.65
432,442.63,427.06,439.65,1114.34,449.0213794,6.550117,0.008766,441
439.65,441,431.01,441,680.49,448.4272032,6.547087,0.008926,437.89
441,442,433.34,437.89,2785.85,447.6466696,6.547087,0.008946,442.5
437.89,444.01,435.55,442.5,2887.46,447.2654348,6.553941,0.008946,444.6
442.5,445.79,441.48,444.6,1284.15,447.0679952,6.555291,0.008813,448.3
444.6,449.21,442.94,448.3,722.13,447.1592548,6.555107,0.008934,452.41
448.3,452.45,445.19,452.41,915.01,447.5481989,6.557132,0.009011,471.36
452.41,477,451.22,471.36,1764.3,449.312036,6.562911,0.009444,523.99
471.36,545,450.55,523.99,5187.17,454.843737,6.563612,0.008644,518.98
523.99,549,470,518.98,2673.43,459.5945713,6.56473,0.008583,531.43
518.98,540,518.98,531.43,916.05,464.9157142,6.579177,0.008578,530
531.43,544.53,510.97,530,2715.14,469.7367724,6.582888,0.008755,536.12
530,541.77,485.9,536.12,1996.79,474.6540485,6.577646,0.008784,539.2
536.12,539.67,531.52,539.2,1793.27,479.4352301,6.583717,0.008783,567.43
539.2,576.03,536.06,567.43,2726.68,485.9533612,6.56524,0.008586,573.18
567.43,588.71,562,573.18,2453.02,492.4145937,6.565083,0.008385,574.11
573.18,583.67,568.07,574.11,1186.64,498.4661053,6.562708,0.008405,583
574.11,586.3,573.35,583,1014.48,504.7278753,6.56706,0.008491,577.38
583,589.91,565.38,577.38,3420.29,510.1095141,6.571582,0.008289,581.98
577.38,582.13,571.71,581.98,1370.72,515.4332538,6.564724,0.008195,575.01
581.98,581.98,571.6,575.01,1374.98,519.8463461,6.564421,0.008212,579.26
575.01,581.8,573,579.26,1378.66,524.2473575,6.561821,0.008393,595.99
579.26,595.99,579,595.99,1276.7,529.5616274,6.562589,0.008369,665.8
595.99,683.06,595.99,665.8,5399.75,539.6533587,6.562793,0.007933,703.27
665.8,717.79,659,703.27,4015.14,551.7731099,6.581304,0.007524,687.34
703.27,703.95,647.26,687.34,4406.38,561.8151017,6.594342,0.007557,692.07
687.34,697.59,671.58,692.07,1900.47,571.4636127,6.583605,0.007567,767.05
692.07,776.71,692.07,767.05,5696.94,585.9514933,6.5981,0.00742,747.08
767.05,776,702,747.08,5794.92,597.8869382,6.589414,0.007488,761.02
747.08,781.15,728.87,761.02,6019.57,609.9708687,6.584732,0.007369,765.87
761.02,769.99,745.03,765.87,2487.23,621.5189525,6.58479,0.007277,737
765.87,768.83,725.02,737,3884.15,630.0731042,6.58028,0.007178,673.41
737,738.36,630.2,673.41,8315.46,633.2832446,6.583048,0.007279,594.46
673.41,679.85,590,594.46,6714.94,630.4074487,6.578001,0.006577,623.54
594.46,635,551.49,623.54,5206.35,629.8987488,6.577707,0.006237,669.26
623.54,762.24,618.51,669.26,5940.81,632.814397,6.61089,0.00645,674.15
669.26,703.34,641.41,674.15,2243.09,635.8762936,6.604101,0.006392,633.04
674.15,680.91,615.26,633.04,1350.42,635.6661977,6.604379,0.006484,648.49
633.04,664.08,627,648.49,1230.6,636.616109,6.642108,0.006405,647.01
648.49,664.86,640,647.01,2494.16,637.3860269,6.647567,0.006344,639.5
647.01,650.53,615.85,639.5,2053.6,637.5426175,6.636821,0.006357,669.7
639.5,675,635,669.7,1688.09,639.9246458,6.643207,0.006238,677.74
669.7,691.2,665.85,677.74,2111.15,642.7257832,6.654986,0.00632,700
677.74,703.94,674,700,1228.66,646.9683177,6.656558,0.006582,664.82
700,703.96,644.65,664.82,1540.96,648.2906646,6.65626,0.00653,679.26
664.82,684.73,645,679.26,1654.77,650.5846894,6.659963,0.006669,666.5
679.26,683.11,659.57,666.5,970.34,651.7636013,6.676075,0.006639,677.59
666.5,681.23,665.85,677.59,906.68,653.6766679,6.689446,0.006629,640
677.59,681.99,610.7,640,2909.92,652.6635814,6.682783,0.006458,670
640,670.07,634.04,670,1772.69,653.9477605,6.688398,0.006409,657.95
670,671.93,622,657.95,1923.47,654.2442227,6.688151,0.006381,651.2
657.95,657.95,642.42,651.2,495.79,654.0187247,6.68847,0.006372,652.98
651.2,663.32,645.32,652.98,815.62,653.9417822,6.69333,0.006356,674.21
652.98,675.98,647.14,674.21,974.64,655.4431316,6.690359,0.00626,662.88
674.21,674.21,657.96,662.88,928.63,655.9940108,6.686362,0.006298,662.78
662.88,665.92,650,662.78,1157.1,656.4966766,6.684581,0.006317,663.87
662.78,669,660,663.87,1157.88,657.0428487,6.688424,0.006258,665
663.87,669.1,661,665,432.23,657.6322673,6.688366,0.006275,677.88
665,685,661.52,677.88,927.5,659.1320994,6.689617,0.006186,675.28
677.88,686,667.58,675.28,1296.12,660.3282402,6.699971,0.006165,673.51
675.28,676.55,666.02,673.51,991.27,661.3046668,6.695872,0.006179,667
673.51,676.15,660,667,1552.88,661.7265434,6.690007,0.006204,664.5
667,669.46,658.89,664.5,554.76,661.9319846,6.676397,0.006221,648.97
664.5,668.97,644.54,648.97,1532.52,660.9718376,6.678447,0.006202,657.71
648.97,660,645.94,657.71,715.12,660.73022,6.677655,0.006187,662.9
657.71,668.44,651.98,662.9,873.13,660.8909444,6.679506,0.00614,654.28
662.9,664.68,652.01,654.28,847.7,660.4012448,6.678686,0.006148,655.03
654.28,659.1,642.5,655.03,1130.07,660.0033749,6.674166,0.006072,654.03
655.03,663.94,648,654.03,1755.59,659.5609026,6.671306,0.006054,653.87
654.03,661.1,651.7,653.87,889.65,659.1393543,6.659602,0.006057,653
653.87,659.57,651.7,653,1002.86,658.6845873,6.639728,0.006207,654.93
653,658.18,651.9,654.93,453.11,658.4064697,6.639295,0.00621,623.68
654.93,656.67,623.68,623.68,1301.11,655.8341386,6.637542,0.006301,605
623.68,627.05,601.01,605,2577.04,652.0686469,6.643832,0.006365,506
605,611.44,479,506,7142.29,641.2487471,6.644524,0.006855,564.94
506,572,502.75,564.94,5302.46,635.5962473,6.646511,0.006617,582.92
564.94,589,564.94,582.92,2819.75,631.6943031,6.636071,0.00652,575.65
582.92,584.41,567.41,575.65,1017.31,627.5428732,6.651785,0.006496,591.6
575.65,598,569.88,591.6,1036.92,624.8804382,6.653047,0.006435,593
591.6,607.51,570.11,593,1356.87,622.5189242,6.654844,0.006407,590.31
593,597.35,585,590.31,915.87,620.133078,6.660472,0.006408,586.3
590.31,593.37,583.2,586.3,1082.41,617.6269241,6.657402,0.006374,588.95
586.3,603.14,582,588.95,1855.27,615.5027075,6.64193,0.006342,588.23
588.95,599.98,588,588.23,1600.83,613.4825069,6.632362,0.00634,588.36
588.23,592.19,582.51,588.36,945.09,611.6215805,6.635499,0.006304,585.1
588.36,590.79,583.31,585.1,449.04,609.657019,6.635375,0.006349,569.67
585.1,585.51,561.4,569.67,1081.67,606.6950176,6.634856,0.006387,570.74
569.67,575,561.48,570.74,795.16,604.0316829,6.637276,0.006302,581
570.74,587.8,565.34,581,1200.53,602.3256323,6.627776,0.006274,574.43
581,581.06,569.54,574.43,751.15,600.2592892,6.633014,0.006293,572
574.43,579.36,570.81,572,616.91,598.1660085,6.631382,0.006288,572.95
572,577.99,572,572.95,601.61,596.298156,6.646807,0.006279,580
572.95,584,572.03,580,469.89,595.0908852,6.650456,0.00621,580.53
580,586.12,577.52,580.53,393.36,594.0123011,6.651296,0.006219,586
580.53,592.13,579.85,586,794.09,593.4187973,6.649863,0.006235,584.9
586,588.99,580.1,584.9,764,592.7877753,6.647006,0.006756,580.47
584.9,587.71,579.36,580.47,524.66,591.8753475,6.65575,0.006618,576.85
580.47,582.25,569.89,576.85,1358.06,590.7623588,6.656444,0.006584,579.36
576.85,580.51,572.99,579.36,349.58,589.9177396,6.664172,0.006616,569.02
579.36,579.71,564.27,569.02,612.63,588.3697589,6.668375,0.006563,574.73
569.02,580.97,567.06,574.73,561.73,587.3594064,6.67015,0.00651,574.69
574.73,582.01,570.47,574.69,898.12,586.4209319,6.678254,0.006547,579.21
574.69,581.7,573.42,579.21,717.82,585.8867888,6.679795,0.006596,573.36
579.21,579.21,569.42,573.36,454.42,584.9588785,6.678307,0.006591,571.1
573.36,575,568.24,571.1,1002.1,583.9322949,6.673748,0.006679,577
571.1,577,565.56,577,1091.61,583.4187916,6.67984,0.006651,599.97
577,605.33,572.13,599.97,1286.89,584.644807,6.680436,0.006506,608.91
599.97,616.68,598.3,608.91,963.41,586.4422287,6.681348,0.006566,610.02
608.91,612.3,602,610.02,730.44,588.1887303,6.678033,0.00652,613.35
610.02,614,605,613.35,481.48,590.052528,6.673876,0.006468,615.71
613.35,617.38,606.35,615.71,973.59,591.9530815,6.665138,0.006458,629.6
615.71,635.62,615,629.6,990.93,594.7417421,6.665846,0.006391,625.26
629.6,631.12,621.25,625.26,603.62,597.0023538,6.682318,0.006393,625.26
625.26,629.24,622.77,625.26,434.38,599.0955128,6.680223,0.006366,611.33
625.26,634.77,595.16,611.33,806.13,600.0017711,6.68131,0.006374,611.1
611.33,613.54,607.15,611.1,504.68,600.8238622,6.682702,0.006278,615.16
611.1,617,607.76,615.16,735.51,601.8857983,6.681293,0.006302,612.24
615.16,616.85,610.75,612.24,651.11,602.6527762,6.675752,0.006305,612.92
612.24,615.8,609.05,612.92,522.92,603.4133113,6.673198,0.006285,610
612.92,613,606.67,610,455.79,603.9012142,6.672641,0.006286,606.59
610,610.08,604.58,606.59,330.61,604.1003835,6.671806,0.006282,612.02
606.59,614.51,606.59,612.02,323.12,604.6870217,6.671922,0.006276,610.99
612.02,614.59,605.06,610.99,586.68,605.153909,6.668338,0.006297,610.01
610.99,612,605.56,610.01,777.46,605.5136195,6.673369,0.006283,599
610.01,610.98,592,599,1117.73,605.0311291,6.670469,0.006337,598.35
599,600.76,595.37,598.35,483.58,604.5362307,6.666994,0.006321,604.17
598.35,604.56,595.05,604.17,519.05,604.5091025,6.669223,0.006332,604
604.17,607.63,601.5,604,310,604.4713912,6.670311,0.006354,601.03
604,604,598,601.03,453.02,604.2164733,6.67075,0.006339,608.04
601.03,608.57,599,608.04,764.48,604.4996975,6.667232,0.006371,606.52
608.04,609.11,600.69,606.52,721.26,604.6493496,6.668914,0.006366,604.99
606.52,607.59,601.85,604.99,415.79,604.6745829,6.673593,0.006351,605.5
604.99,609.3,604.25,605.5,496.8,604.7357249,6.665445,0.006354,611.28
605.5,612.5,604.03,611.28,535.28,605.220486,6.670667,0.006312,614.27
611.28,617.3,610.4,614.27,450.35,605.8908204,6.669864,0.006235,610
614.27,615.98,607.15,610,323.24,606.1952041,6.670018,0.006279,612.25
610,613.66,609.02,612.25,592.68,606.6437075,6.669912,0.006267,612
612.25,613.6,608,612,435.17,607.0404699,6.666909,0.006254,612.51
612,616.09,608.94,612.51,828.39,607.4456203,6.670501,0.00627,614.91
612.51,615.97,611.26,614.91,385.16,607.9985373,6.665042,0.006243,617.98
614.91,623,611.34,617.98,1667.51,608.7379049,6.670788,0.006242,620.79
617.98,623.1,616.15,620.79,528.82,609.6306527,6.665709,0.006206,616.52
620.79,620.79,615.01,616.52,362.01,610.1409747,6.671963,0.006176,618.12
616.52,619.9,614.83,618.12,724.84,610.7320136,6.700912,0.006116,644.23
618.12,645.42,616.32,644.23,1468.11,613.2133459,6.71522,0.005961,637.46
644.23,645,633.28,637.46,767.33,615.0093944,6.718547,0.00597,630.15
637.46,639.98,630.15,630.15,763.62,616.1309207,6.725755,0.006126,640.61
630.15,643,630.15,640.61,939.07,617.9441859,6.727273,0.00609,640.75
640.61,647,636.4,640.75,539.61,619.6335054,6.727637,0.006084,643.25
640.75,645.06,638.75,643.25,183.94,621.3828754,6.728208,0.006061,640
643.25,643.55,637.8,640,618.75,622.7619217,6.734746,0.006021,636.97
640,641.1,634.1,636.97,606.01,623.8143719,6.739931,0.006024,631.5
636.97,639.64,623.73,631.5,1047.9,624.3836777,6.737057,0.006061,632.84
631.5,633.42,627.01,632.84,453.28,625.0100719,6.743147,0.006007,633.4
632.84,638,630.02,633.4,717.39,625.6315481,6.760726,0.006052,663.73
633.4,669.86,627,663.73,1495.79,628.4536556,6.763363,0.00589,653.93
663.73,669,652.79,653.93,770.33,630.3407923,6.764481,0.005935,652.63
653.93,657.88,645.81,652.63,1384.76,631.9918447,6.772354,0.005914,651.99
652.63,664,651.99,651.99,1611.78,633.4731895,6.777754,0.005941,675.13
651.99,679,651.99,675.13,1619.77,636.5588792,6.771214,0.005805,681.97
675.13,687.84,674.63,681.97,1501.28,639.9226659,6.781095,0.005829,690
681.97,691.78,681.97,690,1231.3,643.6320981,6.777736,0.005766,717.87
690,722.01,687.93,717.87,1651.6,649.1312019,6.777443,0.005679,698.7
717.87,717.88,688,698.7,1734.56,652.8029647,6.776934,0.005731,700.8
698.7,708.9,685.7,700.8,996.14,656.3583007,6.77699,0.005676,733.75
700.8,739.49,697.91,733.75,2354.66,662.0910192,6.769246,0.005602,737.5
733.75,739,722.89,737.5,1847.17,667.6768696,6.759489,0.0056,691.13
737.5,750.5,673.41,691.13,4099.75,669.4141385,6.761734,0.005601,707.41
691.13,710,682.31,707.41,2007.08,672.2286468,6.757206,0.005526,706.48
707.41,714.47,698.48,706.48,663.19,674.765784,6.755386,0.005517,715.5
706.48,721.46,702.88,715.5,625.78,677.7831334,6.755744,0.005477,708.86
715.5,715.5,700.16,708.86,900.21,680.0851235,6.77274,0.005479,712.71
708.86,718.3,704.14,712.71,987.5,682.501781,6.785902,0.005404,722.4
712.71,745.49,708.68,722.4,2750.68,685.4572046,6.782494,0.005345,713.5
722.4,724.7,706,713.5,1219.55,687.5344487,6.797798,0.005341,715.25
713.5,718.99,712,715.25,746.9,689.5874525,6.807621,0.005329,704.46
715.25,719.1,701.35,704.46,713.45,690.6891227,6.812255,0.005326,702.78
704.46,706.79,685.33,702.78,1087.75,691.5847433,6.813587,0.00551,705.82
702.78,709,697.79,705.82,785.16,692.6392067,6.84268,0.005485,711.3
705.82,717,704.83,711.3,818.88,694.0214877,6.855424,0.005473,742.75
711.3,744.8,709,742.75,2462.28,697.6310071,6.885343,0.005248,739
742.75,760.81,733.3,739,3435.49,700.695377,6.874404,0.005264,750.55
739,754,733.01,750.55,1742.41,704.388312,6.880745,0.005253,752
750.55,763.11,735,752,1445.44,707.9151037,6.887376,0.005259,730.98
752,757,713,730.98,1420.69,709.6236146,6.887707,0.005342,737.69
730.98,741,728.33,737.69,550.29,711.7026061,6.892161,0.005335,748.01
737.69,752.61,733.83,748.01,1803.67,714.3920427,6.890416,0.005203,740.34
748.01,750,731.06,740.34,1287.25,716.3141136,6.910121,0.005251,738.61
740.34,745.11,730,738.61,867.25,717.9656607,6.913948,0.005276,740.92
738.61,743,730.35,740.92,979.35,719.6659821,6.918777,0.005269,734.78
740.92,743.3,726,734.78,684.93,720.785539,6.92003,0.005281,728.3
734.78,739,727.2,728.3,616.82,721.3421658,6.91938,0.005285,735.78
728.3,736.07,728,735.78,837.69,722.411635,6.911863,0.005268,732.2
735.78,735.78,728.5,732.2,1064.68,723.136699,6.89664,0.005234,742.72
732.2,743.56,731.02,742.72,1163.42,724.5873139,6.888569,0.005206,754
742.72,754.5,740.89,754,1290.26,726.7660314,6.886767,0.005169,773.87
754,781.98,752.42,773.87,2429.07,730.2552143,6.88437,0.005073,765.28
773.87,774.58,757.12,765.28,712.88,732.8496428,6.884532,0.005099,769.6
765.28,772.57,762.43,769.6,542.78,735.5718915,6.884643,0.005068,754.47
769.6,771.6,745.93,754.47,1667.32,736.9717514,6.88393,0.004657,757.86
754.47,760.03,748.09,757.86,1232.12,738.5190291,6.900629,0.004622,767.12
757.86,770,753.78,767.12,816.03,740.6376195,6.916156,0.004761,770.71
767.12,779.5,762,770.71,765.67,742.8652033,6.880811,0.004775,772.42
770.71,775,767,772.42,849.54,745.0544475,6.901908,0.004775,775
772.42,778.56,771.24,775,693.55,747.2726365,6.903916,0.004751,768.05
775,775.42,762.02,768.05,618.55,748.8117005,6.904557,0.004742,778.37
768.05,783.26,768.05,778.37,1025,751.0012042,6.905282,0.004688,780.5
778.37,789,770,780.5,1074.56,753.1863002,6.902465,0.004675,777.52
780.5,783.09,774,777.52,908.92,754.9887964,6.904234,0.004653,778.1
777.52,781.5,776.53,778.1,736.26,756.7007374,6.935805,0.004671,785.33
778.1,785.75,776,785.33,1094.3,758.8214236,6.953717,0.004648,792.47
785.33,795,785.33,792.47,610.61,761.3139107,6.9592,0.004706,792.69
792.47,794.44,786.5,792.69,339.1,763.6380655,6.9592,0.004663,791.18
792.69,794.44,789.19,791.18,680.79,765.6782088,6.9541,0.004604,803.42
791.18,806.1,790,803.42,1163.66,768.473897,6.9508,0.004567,827.86
803.42,830,796.47,827.86,1872.1,772.8728676,6.9424,0.004399,860.1
827.86,877.99,826.02,860.1,2597.1,779.3341367,6.9503,0.004268,920
860.1,922.93,859.01,920,4040.55,789.7538302,6.9463,0.00478,894.93
920,923.87,884.33,894.93,1641.66,797.5446576,6.9462,0.004956,899.98
894.93,900.34,853.37,899.98,1661.59,805.1324608,6.9462,0.004792,904.88
899.98,917.53,888.96,904.88,1835.09,812.5211674,6.9458,0.004717,929.16
904.88,939,900,929.16,1760.31,821.1610809,6.9525,0.004666,978.74
929.16,979.99,929.03,978.74,3197.6,832.8335934,6.9591,0.00462,977.01
978.74,982,950,977.01,2612.43,843.5133273,6.9554,0.004675,960.7
977.01,977.01,920.02,960.7,2202.46,852.1938215,6.9448,0.004567,968.21
960.7,971.73,940.01,968.21,791.88,860.7876125,6.9447,0.004505,998.07
968.21,1010,961.37,998.07,1457.01,870.9566783,6.9447,0.004474,1020
998.07,1034.93,996.07,1020,2297.35,881.9969243,6.9451,0.004506,1037.99
